,seed,n,pval_estim,decision_estim_seed,proba_reject,decision_pval_bayes
0,0,0,0.639839999999997,1,0.0,1
1,0,1,7.999999999999923e-05,-1,0.9999971773879514,-1
2,0,2,3.999999999999932e-05,-1,0.9999999999999689,-1
3,0,3,0.601720000000003,1,5.112975923355667e-159,1
4,0,4,0.0,-1,0.9999980518871909,-1
5,0,5,0.6692000000000052,1,0.0,1
6,0,6,0.6404000000000029,1,1.1472907567686228e-206,1
7,0,7,0.6872000000000037,1,0.0,1
