X_Y    13CO J=2-1    C+ 158um    CH+ J=1-0    CO J=10-9    CO J=2-1    HCO+ J=3-2
13_14    6.1026594e-07    0.0028244443    4.348348e-06    0.00015827316    3.5653768e-06    2.0380116e-07
14_14    6.970667e-07    0.0028890278    4.591538e-06    0.00017202098    3.809781e-06    2.4496526e-07
15_14    7.922775e-07    0.003103176    4.4903168e-06    0.00020175644    4.0063933e-06    2.8699938e-07
16_14    8.9749216e-07    0.0034425652    5.9239946e-06    0.0002446806    4.2702727e-06    3.369525e-07
17_14    1.0115606e-06    0.003921983    6.915842e-06    0.00029953883    4.5735574e-06    3.9128483e-07
18_14    1.1096841e-06    0.00444633    9.077027e-06    0.0003488317    4.7983945e-06    4.3864117e-07
19_14    1.150704e-06    0.005129978    9.4344e-06    0.0003655039    4.9222726e-06    4.740543e-07
20_14    1.1473174e-06    0.0060669244    8.53499e-06    0.00036197098    4.9059086e-06    4.973853e-07
21_14    1.0913757e-06    0.006953958    8.728022e-06    0.00034090024    4.6790815e-06    5.057859e-07
22_14    1.003447e-06    0.0072714887    9.635574e-06    0.00032144232    4.4165563e-06    5.030266e-07
23_14    9.621502e-07    0.006922182    8.785315e-06    0.0003187452    4.233126e-06    4.9384056e-07
24_14    9.3204534e-07    0.0062421504    8.5852e-06    0.0002852475    4.0257946e-06    4.4371646e-07
25_14    8.3986663e-07    0.0053083305    7.644037e-06    0.00022962516    3.7783652e-06    3.521655e-07
26_14    7.3394864e-07    0.004187889    5.540518e-06    0.00015859431    3.5846851e-06    2.6343486e-07
27_14    6.856205e-07    0.0031752938    3.492946e-06    0.000100317986    3.4532986e-06    1.987435e-07
28_14    6.50675e-07    0.0024465022    2.5850202e-06    6.7255576e-05    3.319796e-06    1.5260221e-07
29_14    5.996493e-07    0.0019252086    1.9383278e-06    4.5626744e-05    3.0657977e-06    1.2743654e-07
30_14    5.3487236e-07    0.001502575    7.756861e-07    2.7277698e-05    2.636487e-06    1.0352443e-07
31_14    4.8366e-07    0.0011741391    3.285454e-07    1.5058185e-05    2.2052877e-06    7.18799e-08
32_14    4.5893066e-07    0.00096234656    7.0875217e-07    9.96365e-06    1.9411102e-06    6.5950495e-08
33_14    4.326323e-07    0.00084421836    4.185687e-07    8.971264e-06    1.7973971e-06    7.771437e-08
34_14    3.8965482e-07    0.00078325876    -5.4698313e-07    6.8449795e-06    1.6940968e-06    6.847279e-08
35_14    3.4772583e-07    0.00073565915    -3.172985e-07    5.6182535e-06    1.6116347e-06    4.9399464e-08
36_14    3.1950105e-07    0.00068274734    2.721588e-07    4.154023e-06    1.5333598e-06    4.610204e-08
37_14    3.073776e-07    0.0006127205    -4.5314866e-07    2.930097e-06    1.4518387e-06    4.119135e-08
38_14    2.9922913e-07    0.000538014    -6.0510405e-07    2.9434923e-06    1.3892711e-06    1.0299249e-08
39_14    2.9657136e-07    0.00049385795    3.3315987e-07    4.1601843e-06    1.3587808e-06    -2.3265459e-08
40_14    2.9673365e-07    0.00047873714    4.248686e-07    4.600018e-06    1.3485603e-06    -3.961293e-08
0_15    2.1541507e-07    0.0020416405    -4.1300856e-07    -4.663977e-06    1.7168163e-06    2.692785e-08
1_15    2.2175927e-07    0.0020758884    -4.5573137e-07    -4.2364277e-06    1.7381077e-06    3.92276e-08
2_15    2.3413187e-07    0.002186259    3.6219472e-08    -2.229384e-06    1.7818671e-06    6.032415e-08
3_15    2.4871687e-07    0.0023928054    3.2725785e-07    2.3169239e-06    1.8312288e-06    7.13753e-08
4_15    2.6976656e-07    0.0025867377    1.1513417e-06    8.574001e-06    1.8833546e-06    6.748522e-08
5_15    2.9714317e-07    0.0026910244    2.0573063e-06    1.5124698e-05    2.0222765e-06    6.824039e-08
6_15    3.4194406e-07    0.0027904622    3.2131447e-06    3.1078747e-05    2.3356633e-06    7.9603936e-08
7_15    3.923084e-07    0.0029532916    3.0150354e-06    6.1987346e-05    2.6659084e-06    1.00143865e-07
8_15    4.1280657e-07    0.003156156    4.1073886e-06    7.84668e-05    2.7895103e-06    1.1391954e-07
9_15    4.1656048e-07    0.003371752    4.4884628e-06    7.872513e-05    2.793463e-06    1.160125e-07
10_15    4.4936243e-07    0.003504834    3.9057463e-06    9.653422e-05    2.9222053e-06    1.2777485e-07
11_15    5.130637e-07    0.003571363    4.5211873e-06    0.0001422003    3.19049e-06    1.6189072e-07
12_15    6.0424065e-07    0.003600753    6.1294045e-06    0.00019794056    3.5329851e-06    2.1319094e-07
13_15    7.2016906e-07    0.0036717753    6.8531645e-06    0.00024894    3.952211e-06    2.7969193e-07
14_15    8.424294e-07    0.0038610543    7.304872e-06    0.00028040848    4.292236e-06    3.48386e-07
15_15    9.3317465e-07    0.004147339    7.455773e-06    0.00031204175    4.5258066e-06    4.1196284e-07
16_15    9.804498e-07    0.004535593    9.65057e-06    0.0003582685    4.757202e-06    4.6530602e-07
17_15    1.0203679e-06    0.005107061    1.0800246e-05    0.0004037126    4.9615273e-06    5.0646327e-07
18_15    1.0626028e-06    0.005729676    1.2392402e-05    0.00041240186    4.9859013e-06    5.1583265e-07
19_15    1.0982624e-06    0.0062333276    1.0631669e-05    0.0003975977    4.9565133e-06    5.0973654e-07
20_15    1.1044514e-06    0.0066109956    9.651247e-06    0.00038227768    4.919874e-06    5.1413474e-07
21_15    1.0275376e-06    0.006882409    1.0318853e-05    0.00034365512    4.7017475e-06    4.9817834e-07
22_15    9.2427183e-07    0.006764558    8.819259e-06    0.0002940654    4.336473e-06    4.578088e-07
23_15    8.648107e-07    0.0062229508    6.991064e-06    0.00026113645    4.017272e-06    4.2397104e-07
24_15    7.9923313e-07    0.0055550924    6.645718e-06    0.00022133344    3.760591e-06    3.7297656e-07
25_15    7.1075294e-07    0.0047743833    6.0260636e-06    0.0001783551    3.5903433e-06    3.1098273e-07
26_15    6.762602e-07    0.003815669    4.9072232e-06    0.00013631179    3.561723e-06    2.643633e-07
27_15    6.931723e-07    0.0029487605    3.9689126e-06    0.00010883331    3.6382703e-06    2.2096677e-07
28_15    6.8762364e-07    0.0022909185    2.9573548e-06    8.5385545e-05    3.6882652e-06    1.7267784e-07
29_15    6.453403e-07    0.0018333755    2.9132068e-06    6.367206e-05    3.4588074e-06    1.462009e-07
30_15    5.704066e-07    0.0014907523    1.2170433e-06    3.981133e-05    2.9495338e-06    1.17750794e-07
31_15    5.051442e-07    0.0011717222    1.0137762e-06    2.2379243e-05    2.4372614e-06    8.528465e-08
32_15    4.784537e-07    0.0009235624    2.9112115e-07    1.3781621e-05    2.139784e-06    7.921898e-08
33_15    4.5339982e-07    0.0007899209    3.3072104e-07    9.90253e-06    1.977202e-06    8.5204086e-08
34_15    4.0546973e-07    0.0007427272    3.3751783e-07    6.116927e-06    1.8424347e-06    7.320759e-08
35_15    3.6177116e-07    0.00071839354    -4.271579e-08    6.782453e-06    1.7304865e-06    5.8755333e-08
36_15    3.4199275e-07    0.0006785239    4.04486e-07    5.9545077e-06    1.6350896e-06    5.8307275e-08
37_15    3.3828013e-07    0.00061368215    3.6769535e-08    2.744581e-06    1.5506379e-06    5.1658933e-08
38_15    3.2904228e-07    0.000546359    -3.7906614e-07    1.7897434e-06    1.4826409e-06    2.5091357e-08
39_15    3.1853304e-07    0.0005100894    4.970529e-07    1.4974446e-06    1.4435569e-06    6.7813994e-09
40_15    3.138925e-07    0.0004987271    6.8960634e-07    1.4000547e-06    1.4285779e-06    1.384361e-09
0_16    2.2020515e-07    0.0023260484    1.0714778e-07    -2.006867e-06    1.7155916e-06    3.761255e-09
1_16    2.2977137e-07    0.002352455    1.11994396e-07    -1.6519693e-06    1.7424386e-06    1.1072884e-08
2_16    2.4873071e-07    0.0024381082    3.4822276e-07    -2.984383e-07    1.7975667e-06    2.3086107e-08
3_16    2.6920907e-07    0.0026034063    7.37092e-07    2.830314e-06    1.8636383e-06    3.4498477e-08
4_16    2.899793e-07    0.002789058    1.509553e-06    1.0726201e-05    1.9421434e-06    5.211411e-08
5_16    3.0942644e-07    0.0029516295    2.964926e-06    2.2450984e-05    2.1313326e-06    7.263552e-08
6_16    3.6025347e-07    0.0031143562    3.677107e-06    4.8445203e-05    2.53076e-06    9.363689e-08
7_16    4.472974e-07    0.003281619    3.884494e-06    9.8665994e-05    2.9635555e-06    1.2972278e-07
8_16    5.026365e-07    0.0034865916    4.3593473e-06    0.00013192164    3.1711816e-06    1.5374985e-07
9_16    5.088452e-07    0.0037292389    5.0420795e-06    0.00013969444    3.2402886e-06    1.5846611e-07
10_16    5.339253e-07    0.0039342484    5.4537963e-06    0.00016348077    3.412276e-06    1.7560417e-07
11_16    5.982377e-07    0.004110795    6.1949722e-06    0.00021393866    3.6943034e-06    2.2003739e-07
12_16    7.0110974e-07    0.0043020635    8.367749e-06    0.0002752947    4.0121186e-06    2.8803626e-07
13_16    8.498724e-07    0.004593212    9.319709e-06    0.00035204506    4.4421695e-06    3.8412716e-07
14_16    9.764913e-07    0.005055827    1.0150025e-05    0.00041406695    4.8552843e-06    4.836527e-07
15_16    9.82874e-07    0.0056429817    1.2565562e-05    0.00044397236    5.047827e-06    5.489618e-07
16_16    8.905542e-07    0.0062664477    1.330864e-05    0.00045450547    5.0608523e-06    5.654661e-07
17_16    8.1423804e-07    0.006845257    1.4335233e-05    0.00044493604    4.980621e-06    5.5233926e-07
18_16    8.2494796e-07    0.0072018947    1.40126795e-05    0.00040776728    4.8420975e-06    5.2210004e-07
19_16    9.2899694e-07    0.007101564    1.2577258e-05    0.00039822713    4.8689776e-06    5.148767e-07
20_16    1.0266167e-06    0.0065920665    1.2123233e-05    0.00040700677    4.974779e-06    5.317696e-07
21_16    1.0026415e-06    0.0060421866    1.1635761e-05    0.00037666532    4.8388956e-06    5.1166194e-07
22_16    9.0222164e-07    0.0055011055    8.8667975e-06    0.0003175554    4.4909443e-06    4.5638356e-07
23_16    8.150901e-07    0.004935747    6.6818916e-06    0.00026187891    4.1075928e-06    4.0778764e-07
24_16    7.2618263e-07    0.004423781    4.7978438e-06    0.0002127355    3.776893e-06    3.596172e-07
25_16    6.560097e-07    0.003966077    5.2748487e-06    0.00017099766    3.6015044e-06    3.1368242e-07
26_16    6.565104e-07    0.0034053156    5.502566e-06    0.0001382935    3.6573758e-06    2.7954655e-07
27_16    6.858949e-07    0.0027877341    4.8028946e-06    0.00011974634    3.8738576e-06    2.404436e-07
28_16    6.9975096e-07    0.0022102443    3.2908388e-06    9.814354e-05    3.9737706e-06    1.999699e-07
29_16    6.674008e-07    0.0017904986    3.3155643e-06    7.9239624e-05    3.6956437e-06    1.7384691e-07
30_16    5.8367294e-07    0.0014917861    1.6777402e-06    5.0021463e-05    3.1699121e-06    1.3871623e-07
31_16    5.071554e-07    0.0011880648    1.3879182e-06    2.8703675e-05    2.6808511e-06    1.08922286e-07
32_16    4.7201237e-07    0.0009276645    6.3105654e-07    1.6794102e-05    2.3835923e-06    9.9035525e-08
33_16    4.4392957e-07    0.00079051463    7.9434835e-07    1.2174674e-05    2.1726894e-06    9.3762445e-08
34_16    4.0131619e-07    0.0007469208    5.350032e-07    7.56069e-06    1.9799375e-06    7.941716e-08
35_16    3.6885805e-07    0.0007302184    4.0276262e-07    7.0900937e-06    1.8294888e-06    6.805897e-08
36_16    3.608626e-07    0.0006998187    2.7571542e-07    6.8796207e-06    1.716002e-06    6.730728e-08
37_16    3.6255935e-07    0.00065725105    3.697905e-07    2.703e-06    1.6346291e-06    6.295786e-08
38_16    3.564832e-07    0.000613996    5.054896e-07    -5.132097e-07    1.5765145e-06    4.4509093e-08
39_16    3.4624057e-07    0.0005922843    7.848181e-07    -3.1277398e-06    1.5409609e-06    3.8728572e-08
40_16    3.4097127e-07    0.00058637944    8.379597e-07    -3.906204e-06    1.5262293e-06    4.0843183e-08
0_17    2.1876653e-07    0.002513991    4.9237167e-07    1.9994136e-06    1.6956876e-06    -2.8029482e-10
1_17    2.2625649e-07    0.0025427835    4.8807e-07    2.2211893e-06    1.7270835e-06    2.5000642e-09
2_17    2.4328355e-07    0.0026416038    4.5973394e-07    2.6471546e-06    1.7885617e-06    5.5836282e-09
3_17    2.6698393e-07    0.0028278306    1.2591719e-06    3.9270753e-06    1.8599964e-06    1.2021038e-08
4_17    2.9103495e-07    0.0030305486    1.6229419e-06    1.34797765e-05    1.9547983e-06    3.8688054e-08
5_17    3.0940325e-07    0.003251168    3.2291732e-06    2.9786626e-05    2.1651454e-06    7.910137e-08
6_17    3.5542618e-07    0.0034517427    4.101236e-06    5.8848007e-05    2.5684028e-06    1.1970998e-07
7_17    4.4574185e-07    0.003604854    4.7710814e-06    0.000117285796    3.0134252e-06    1.6488266e-07
8_17    5.3634693e-07    0.00380296    4.640641e-06    0.00016861635    3.3054496e-06    1.9300076e-07
9_17    6.016088e-07    0.0041188723    5.4733955e-06    0.00020554855    3.5510163e-06    2.1041782e-07
10_17    6.5873036e-07    0.0045338906    6.8013246e-06    0.00025153102    3.869792e-06    2.4483276e-07
11_17    7.248518e-07    0.0049040075    7.701241e-06    0.00030377542    4.183608e-06    3.0016992e-07
12_17    8.2130686e-07    0.005186114    9.361437e-06    0.0003561515    4.4677026e-06    3.8113697e-07
13_17    9.387825e-07    0.005621739    1.1329252e-05    0.00043303953    4.8130664e-06    5.015174e-07
14_17    9.822471e-07    0.006405596    1.2913699e-05    0.0005022759    5.1279767e-06    6.0976595e-07
15_17    8.4903e-07    0.0073418724    1.5713653e-05    0.00051020907    5.1571337e-06    6.338273e-07
16_17    6.5718075e-07    0.007992568    1.5696856e-05    0.0004543547    4.892574e-06    5.686172e-07
17_17    5.525215e-07    0.0080997795    1.5629528e-05    0.0003885721    4.5881243e-06    4.9456014e-07
18_17    5.80425e-07    0.007804297    1.3305429e-05    0.00035421524    4.502324e-06    4.7202116e-07
19_17    7.1797876e-07    0.0071798177    1.47009105e-05    0.0003834735    4.7064627e-06    4.9865963e-07
20_17    8.624571e-07    0.0062959446    1.3329407e-05    0.00041754486    4.9377672e-06    5.295904e-07
21_17    9.1877524e-07    0.0054518133    1.2255886e-05    0.00039873345    4.8790994e-06    5.3627576e-07
22_17    8.901887e-07    0.004839784    9.549949e-06    0.0003569572    4.6152677e-06    5.15088e-07
23_17    8.331458e-07    0.0043364326    6.878495e-06    0.0003056337    4.2628876e-06    4.814316e-07
24_17    7.6303184e-07    0.0038823823    5.6305557e-06    0.000246226    3.9492525e-06    4.372341e-07
25_17    7.301848e-07    0.0035812599    5.604566e-06    0.00020242175    3.84726e-06    3.874795e-07
26_17    7.347345e-07    0.0032700845    5.9897666e-06    0.00017099295    3.9798147e-06    3.345882e-07
27_17    7.4444733e-07    0.002825286    5.1309958e-06    0.00014652043    4.1362687e-06    2.827664e-07
28_17    7.658694e-07    0.0023235842    3.762703e-06    0.0001214178    4.04757e-06    2.421962e-07
29_17    7.0916144e-07    0.0018865935    3.1515558e-06    9.635642e-05    3.712984e-06    2.0639827e-07
30_17    5.837168e-07    0.0015556791    1.848646e-06    6.0885304e-05    3.2661724e-06    1.6525856e-07
31_17    4.846466e-07    0.0012721764    1.0582402e-06    3.5938403e-05    2.867479e-06    1.3656067e-07
32_17    4.4775118e-07    0.0010425189    8.8661074e-07    2.2336257e-05    2.594747e-06    1.2344887e-07
33_17    4.3484664e-07    0.0009180822    1.1852895e-06    1.8687446e-05    2.356788e-06    1.06385514e-07
34_17    4.1042856e-07    0.00085262215    1.8706343e-07    1.2777934e-05    2.122422e-06    8.7780606e-08
35_17    3.904615e-07    0.0007994125    4.223859e-07    9.9217505e-06    1.9347062e-06    7.544739e-08
36_17    3.948979e-07    0.0007534844    3.0074193e-07    7.417386e-06    1.7995322e-06    7.30878e-08
37_17    4.0703e-07    0.00072547735    -2.6012538e-07    2.815529e-06    1.7125761e-06    8.4753545e-08
38_17    4.0937067e-07    0.00069730176    3.3032586e-07    -1.738752e-06    1.6577881e-06    7.757842e-08
39_17    4.0531881e-07    0.00067222264    -3.1175823e-08    -6.1384794e-06    1.6223464e-06    6.8640325e-08
40_17    4.026524e-07    0.00066133455    -5.4399436e-08    -7.4509207e-06    1.6063723e-06    6.708864e-08
0_18    2.195971e-07    0.0026510612    3.6079282e-07    2.4010951e-06    1.7007895e-06    1.7817477e-08
1_18    2.2286581e-07    0.0026864135    3.3642328e-07    2.5156107e-06    1.7264423e-06    2.1133507e-08
2_18    2.3170779e-07    0.0028054954    5.9144054e-07    2.7574092e-06    1.7790103e-06    2.5788742e-08
3_18    2.4867538e-07    0.003012318    8.938877e-07    4.7926965e-06    1.8492061e-06    2.921466e-08
4_18    2.7034434e-07    0.003197965    2.2429579e-06    1.6891552e-05    1.955674e-06    4.7959073e-08
5_18    2.942462e-07    0.0034024382    3.1064728e-06    3.7327085e-05    2.1600451e-06    9.160374e-08
6_18    3.4093338e-07    0.0036087953    3.2412624e-06    6.547526e-05    2.4917517e-06    1.3397758e-07
7_18    4.2352792e-07    0.0037879306    3.940768e-06    0.00011530689    2.8563716e-06    1.7235416e-07
8_18    5.394266e-07    0.00401472    4.236348e-06    0.0001795981    3.1895859e-06    1.9787653e-07
9_18    6.756401e-07    0.004462916    6.088005e-06    0.00025221144    3.6200454e-06    2.3737887e-07
10_18    7.8722985e-07    0.005184826    7.961999e-06    0.0003304987    4.132575e-06    3.0601487e-07
11_18    8.6476433e-07    0.005867311    9.638111e-06    0.00039429986    4.516529e-06    3.8334196e-07
12_18    9.256516e-07    0.0063138963    1.1457233e-05    0.00043811474    4.7588223e-06    4.6137473e-07
13_18    9.2358596e-07    0.0068719606    1.3587291e-05    0.0004699621    4.8792804e-06    5.467837e-07
14_18    8.092992e-07    0.0077074855    1.5169095e-05    0.00046549292    4.7809003e-06    5.8691046e-07
15_18    6.1123444e-07    0.008312581    1.5006675e-05    0.00040881123    4.4630638e-06    5.445639e-07
16_18    4.678603e-07    0.008249444    1.4502746e-05    0.00033697058    4.146507e-06    4.523836e-07
17_18    4.276381e-07    0.0076363795    1.3041048e-05    0.00029795122    4.063741e-06    3.975852e-07
18_18    4.6980801e-07    0.007004293    1.205302e-05    0.0003132561    4.272675e-06    4.1661974e-07
19_18    5.7436176e-07    0.0064961757    1.3609688e-05    0.00037212003    4.6076975e-06    4.822642e-07
20_18    7.031779e-07    0.0059157186    1.36759045e-05    0.00042965636    4.9031123e-06    5.4056727e-07
21_18    7.955353e-07    0.0052360273    1.2488689e-05    0.00042978488    4.978177e-06    5.88545e-07
22_18    8.5213213e-07    0.0046763876    1.09126895e-05    0.00039460865    4.799369e-06    6.340055e-07
23_18    8.6808706e-07    0.004221134    8.377796e-06    0.00035452758    4.4914555e-06    6.528906e-07
24_18    8.51838e-07    0.0038341614    8.588276e-06    0.0003007497    4.2579386e-06    6.222476e-07
25_18    8.5775577e-07    0.0036124454    6.5998365e-06    0.00025983836    4.3108516e-06    5.538254e-07
26_18    8.6569e-07    0.0034204992    7.4383524e-06    0.00022354278    4.5056263e-06    4.6612342e-07
27_18    8.658644e-07    0.003112121    5.552796e-06    0.00018827213    4.4057133e-06    3.7880184e-07
28_18    8.551658e-07    0.002689168    4.3818536e-06    0.0001570939    4.002351e-06    3.052661e-07
29_18    7.2961694e-07    0.0021693597    3.931119e-06    0.000121365745    3.5960234e-06    2.398032e-07
30_18    5.6395186e-07    0.0017340677    1.901523e-06    7.87446e-05    3.212457e-06    1.876459e-07
31_18    4.6444313e-07    0.001430634    1.6181889e-06    4.8360922e-05    2.887208e-06    1.5142366e-07
32_18    4.4313074e-07    0.0012089799    9.849605e-07    3.2047705e-05    2.6545624e-06    1.3282073e-07
33_18    4.486346e-07    0.0010780753    1.3723933e-06    2.5247107e-05    2.4441063e-06    1.1072587e-07
34_18    4.3805284e-07    0.0009796603    1.5388993e-06    1.8449009e-05    2.2174465e-06    9.355615e-08
35_18    4.3294517e-07    0.00088984583    5.6840895e-07    1.22514575e-05    2.0284951e-06    8.5736296e-08
36_18    4.6266598e-07    0.0008213008    6.9005995e-07    6.756561e-06    1.8938475e-06    8.953617e-08
37_18    4.9552443e-07    0.0007801012    1.8337455e-07    2.8811946e-06    1.7915014e-06    1.0955549e-07
38_18    4.9394896e-07    0.00074485893    4.0240187e-07    -3.0306867e-07    1.7085374e-06    1.0325619e-07
39_18    4.772693e-07    0.000711549    6.223277e-07    -4.1356907e-06    1.6525873e-06    8.998066e-08
40_18    4.6875564e-07    0.0006958275    6.345481e-07    -5.340811e-06    1.6284201e-06    8.534569e-08
0_19    2.181821e-07    0.0027789595    8.45318e-07    5.118566e-06    1.7300107e-06    4.4553847e-08
1_19    2.2049305e-07    0.0028174634    7.915054e-07    5.0614544e-06    1.7412005e-06    4.8878395e-08
2_19    2.2486522e-07    0.0029332351    3.008181e-07    4.511143e-06    1.7728362e-06    5.6004595e-08
3_19    2.3231054e-07    0.003109788    1.624271e-06    6.6048838e-06    1.8431138e-06    5.982186e-08
4_19    2.5212628e-07    0.0032533363    2.5718552e-06    2.474323e-05    1.978072e-06    6.962746e-08
5_19    2.8722187e-07    0.0034162959    2.8776763e-06    5.2000676e-05    2.198924e-06    1.0178117e-07
6_19    3.4130443e-07    0.0036217172    3.5878847e-06    7.9640886e-05    2.4795363e-06    1.3702993e-07
7_19    4.382412e-07    0.0038738963    3.913262e-06    0.00012249406    2.7858214e-06    1.7707806e-07
8_19    6.0116014e-07    0.004209046    4.891338e-06    0.00019954916    3.1621303e-06    2.2410653e-07
9_19    7.849509e-07    0.0048416047    6.032686e-06    0.00029721958    3.6877902e-06    2.9731976e-07
10_19    9.0594386e-07    0.0058466424    8.354402e-06    0.00038873008    4.24434e-06    3.8790293e-07
11_19    9.272529e-07    0.006822379    1.2712568e-05    0.0004515963    4.5745605e-06    4.499468e-07
12_19    8.604551e-07    0.0074107894    1.2770342e-05    0.000459261    4.5917177e-06    4.6856618e-07
13_19    7.165032e-07    0.007835797    1.4302425e-05    0.0004054638    4.3042965e-06    4.6739618e-07
14_19    5.49508e-07    0.008061807    1.440383e-05    0.0003140775    3.8124415e-06    4.2938805e-07
15_19    4.293592e-07    0.007619338    1.2717559e-05    0.00023327292    3.397625e-06    3.766767e-07
16_19    3.8945996e-07    0.0067519504    1.2205228e-05    0.00021353825    3.3432198e-06    3.493642e-07
17_19    4.1099582e-07    0.006085203    1.1583267e-05    0.0002468345    3.676346e-06    3.680052e-07
18_19    4.6350854e-07    0.0058829007    1.1592797e-05    0.00031144323    4.2184924e-06    4.1788863e-07
19_19    5.2730206e-07    0.0059046415    1.2951111e-05    0.0003796925    4.6818323e-06    5.0416304e-07
20_19    6.244226e-07    0.005748375    1.4672101e-05    0.00045387706    5.0375124e-06    6.0012974e-07
21_19    7.3443107e-07    0.005264751    1.4424638e-05    0.00047994446    5.250937e-06    7.021275e-07
22_19    8.5471305e-07    0.004715935    1.1679395e-05    0.0004513184    5.1532647e-06    8.37878e-07
23_19    9.197564e-07    0.004280041    1.0281034e-05    0.00041703891    4.880308e-06    9.368895e-07
24_19    9.3809325e-07    0.0039967536    1.0088941e-05    0.00037324146    4.696572e-06    9.3122327e-07
25_19    9.640157e-07    0.0039002267    9.719454e-06    0.00033228064    4.7668777e-06    8.338843e-07
26_19    9.721766e-07    0.0038132996    8.983627e-06    0.0002803004    4.788232e-06    6.987583e-07
27_19    9.4948206e-07    0.003590785    7.755838e-06    0.00022468188    4.397559e-06    5.500237e-07
28_19    8.73862e-07    0.0031995    6.3794014e-06    0.00018176464    3.840551e-06    4.024814e-07
29_19    7.051568e-07    0.0025982514    4.970691e-06    0.0001360247    3.4107838e-06    2.8766686e-07
30_19    5.5532036e-07    0.002041586    2.3892721e-06    9.177792e-05    3.0640924e-06    2.2035064e-07
31_19    4.8702975e-07    0.0016595045    1.6954475e-06    6.286109e-05    2.7983967e-06    1.7847997e-07
32_19    4.7149064e-07    0.0013788107    1.0647426e-06    4.2377986e-05    2.6087944e-06    1.4962649e-07
33_19    4.7808595e-07    0.0012014083    5.885309e-07    3.1693107e-05    2.4233889e-06    1.227206e-07
34_19    4.8156056e-07    0.0010796121    8.360655e-07    2.3803797e-05    2.2217198e-06    1.1378864e-07
35_19    4.8844515e-07    0.0009814055    2.250199e-07    1.6740756e-05    2.0563004e-06    1.2068493e-07
36_19    5.187992e-07    0.00089420215    1.9208942e-07    1.0126822e-05    1.9266322e-06    1.2966575e-07
37_19    5.412624e-07    0.00081767974    5.607124e-07    3.8940625e-06    1.8101276e-06    1.3581918e-07
38_19    5.235834e-07    0.0007593153    2.431571e-07    -1.0262079e-07    1.7065547e-06    1.1902153e-07
39_19    4.956341e-07    0.0007298566    4.595791e-07    -2.123721e-06    1.641914e-06    1.0905316e-07
40_19    4.828883e-07    0.0007205478    3.762578e-07    -2.6073697e-06    1.6163808e-06    1.0901093e-07
0_20    2.2824209e-07    0.0028891277    8.947192e-07    5.0800813e-06    1.7549327e-06    4.8993755e-08
1_20    2.3309116e-07    0.0029234872    9.63467e-07    4.5358474e-06    1.7640426e-06    5.041648e-08
2_20    2.4039736e-07    0.0030267185    1.5359834e-06    3.7532498e-06    1.8004968e-06    5.522964e-08
3_20    2.4573922e-07    0.0031784964    2.0648436e-06    1.0130825e-05    1.8970718e-06    6.772321e-08
4_20    2.6617394e-07    0.0032940854    3.0744552e-06    3.0646315e-05    2.0672378e-06    8.9038274e-08
5_20    3.1005888e-07    0.0034474533    3.295542e-06    5.644872e-05    2.3070697e-06    1.1447037e-07
6_20    3.7006947e-07    0.0036919257    4.262784e-06    8.387628e-05    2.6039138e-06    1.4507876e-07
7_20    4.921835e-07    0.004070923    4.6276555e-06    0.00013900961    2.976774e-06    2.0165102e-07
8_20    7.02161e-07    0.0046143467    5.779302e-06    0.00024159277    3.409592e-06    2.939665e-07
9_20    8.908198e-07    0.0054755774    8.6395885e-06    0.0003518115    3.859141e-06    4.0216125e-07
10_20    9.4715904e-07    0.006684112    1.0667649e-05    0.00042074124    4.1897642e-06    4.701199e-07
11_20    8.4978996e-07    0.007703765    1.3758423e-05    0.00043226013    4.242424e-06    4.495593e-07
12_20    6.6333064e-07    0.0079669375    1.228442e-05    0.00036488328    3.9109113e-06    3.8074492e-07
13_20    4.8902945e-07    0.0075941538    1.1987452e-05    0.000262018    3.3514048e-06    3.254218e-07
14_20    3.8505746e-07    0.0068780677    1.0059267e-05    0.00016722249    2.873827e-06    2.787001e-07
15_20    3.4089032e-07    0.00593604    7.954454e-06    0.00012059387    2.6460857e-06    2.5196664e-07
16_20    3.3656121e-07    0.005168123    8.235121e-06    0.00012789671    2.74811e-06    2.795541e-07
17_20    3.6691176e-07    0.004970175    8.809103e-06    0.00019127206    3.2283644e-06    3.6270538e-07
18_20    4.288218e-07    0.0053678276    1.2142369e-05    0.00029906366    3.9847514e-06    4.554197e-07
19_20    5.098971e-07    0.0059264153    1.34404145e-05    0.00040382656    4.6977234e-06    5.572299e-07
20_20    6.065507e-07    0.0060797934    1.6688731e-05    0.0004940445    5.230396e-06    6.784482e-07
21_20    7.149975e-07    0.0057132104    1.7770473e-05    0.0005207206    5.524952e-06    8.4447333e-07
22_20    8.861631e-07    0.0051888367    1.4480744e-05    0.00050569983    5.506187e-06    1.1088028e-06
23_20    1.0037579e-06    0.004688377    1.3136224e-05    0.00049092696    5.3153617e-06    1.3323978e-06
24_20    1.0290099e-06    0.0043289983    1.2084594e-05    0.00045409327    5.149779e-06    1.356859e-06
25_20    1.0401096e-06    0.004269486    1.1670902e-05    0.0004050958    5.0576914e-06    1.1913235e-06
26_20    1.029239e-06    0.0042634965    1.0645404e-05    0.00033262285    4.7357535e-06    9.624559e-07
27_20    9.506173e-07    0.004074468    9.409733e-06    0.00025413235    4.1832095e-06    7.1969254e-07
28_20    8.0165063e-07    0.0036736545    7.9786005e-06    0.00019077312    3.641829e-06    4.882378e-07
