X_Y    13CO J=2-1    C+ 158um    CH+ J=1-0    CO J=10-9    CO J=2-1    HCO+ J=3-2
22_11    2.1452002e-09    4.442277e-06    9.829313e-08    6.441127e-07    3.7235255e-09    8.421546e-09
23_11    1.785738e-09    4.5100655e-06    1.2395448e-07    7.338672e-07    3.0268552e-09    9.2096e-09
24_11    1.8524791e-09    4.315332e-06    8.388318e-08    6.5736157e-07    2.1813242e-09    8.812327e-09
25_11    1.8961923e-09    4.275684e-06    1.1404941e-07    6.341363e-07    2.2702273e-09    7.826519e-09
26_11    2.0370552e-09    4.03102e-06    1.1576899e-07    6.7225096e-07    2.9126785e-09    8.180993e-09
27_11    2.081871e-09    4.0117516e-06    9.3528946e-08    6.358573e-07    3.249002e-09    8.659956e-09
28_11    2.5698401e-09    4.110552e-06    1.1787329e-07    6.80703e-07    2.8918317e-09    7.9186515e-09
29_11    2.1198734e-09    3.9686424e-06    8.0337294e-08    6.126273e-07    2.127228e-09    7.708452e-09
30_11    1.990059e-09    3.8761955e-06    1.0804186e-07    6.6171543e-07    2.304117e-09    8.2102085e-09
31_11    2.4259639e-09    3.9885545e-06    1.1060913e-07    7.726248e-07    2.4429183e-09    8.14005e-09
32_11    2.34529e-09    3.9461365e-06    8.477082e-08    6.672061e-07    2.3693911e-09    8.018373e-09
33_11    1.9641662e-09    3.8424255e-06    9.3568254e-08    7.3423763e-07    2.5556637e-09    7.716405e-09
34_11    1.8769333e-09    3.974807e-06    1.3568798e-07    6.528211e-07    2.5914266e-09    7.88126e-09
35_11    1.966596e-09    4.191288e-06    1.1247008e-07    6.560426e-07    3.0056195e-09    8.659929e-09
36_11    2.1463342e-09    4.27699e-06    1.0018858e-07    7.3183344e-07    2.4977973e-09    1.0369762e-08
37_11    2.610913e-09    4.3472296e-06    1.0587263e-07    6.407483e-07    2.2787712e-09    1.2952562e-08
38_11    3.3251868e-09    5.3308413e-06    7.840061e-08    7.084443e-07    2.35138e-09    1.9270015e-08
39_11    3.9700425e-09    8.616739e-06    1.8274648e-07    1.073461e-06    2.8695852e-09    3.2973496e-08
40_11    4.5377293e-09    1.0779278e-05    1.9356908e-07    1.2609514e-06    3.225671e-09    4.3936993e-08
0_12    4.461053e-09    1.0197987e-05    1.08137385e-07    1.4817767e-06    5.6872995e-09    4.0720487e-08
1_12    4.0764894e-09    8.228026e-06    1.0641039e-07    1.2419706e-06    5.1705804e-09    3.626783e-08
2_12    3.5727938e-09    5.1535103e-06    1.4220345e-07    7.442264e-07    4.4431547e-09    3.2822935e-08
3_12    3.1163452e-09    4.0010636e-06    8.379575e-08    6.586474e-07    4.0021897e-09    3.1500715e-08
4_12    3.1548528e-09    3.8558787e-06    8.490971e-08    7.0342537e-07    3.9521324e-09    2.9562308e-08
5_12    3.2682743e-09    3.855717e-06    8.721494e-08    6.8331224e-07    4.5963304e-09    2.8210867e-08
6_12    3.9418375e-09    4.142635e-06    1.045039e-07    5.991356e-07    5.0808873e-09    2.0554982e-08
7_12    3.4251006e-09    4.201759e-06    1.12568344e-07    6.732993e-07    4.5436086e-09    1.927023e-08
8_12    2.6797198e-09    3.8289213e-06    9.1618546e-08    5.767051e-07    3.5984626e-09    1.2255029e-08
9_12    2.7424312e-09    3.7549662e-06    9.445408e-08    6.4791806e-07    2.7267137e-09    7.579345e-09
10_12    2.3627587e-09    3.921748e-06    7.968979e-08    6.0083414e-07    2.804119e-09    6.7837935e-09
11_12    2.0302355e-09    3.9076526e-06    1.0113751e-07    6.0195555e-07    2.6706384e-09    6.8636887e-09
12_12    2.3414073e-09    3.869373e-06    9.282803e-08    7.908685e-07    2.683679e-09    6.446671e-09
13_12    2.7703846e-09    3.8120786e-06    1.1259182e-07    6.463845e-07    2.9688871e-09    6.636508e-09
14_12    2.7606823e-09    3.8606518e-06    1.295415e-07    6.628433e-07    2.4705582e-09    6.551582e-09
15_12    3.0047371e-09    3.9985975e-06    1.0229516e-07    7.955519e-07    1.7965708e-09    7.053256e-09
16_12    2.6184959e-09    4.057294e-06    1.029817e-07    6.926591e-07    1.8730715e-09    6.749009e-09
17_12    2.2544033e-09    4.2778615e-06    6.592075e-08    7.362046e-07    2.2572166e-09    6.87203e-09
18_12    1.774365e-09    4.04568e-06    1.2983087e-07    6.9384976e-07    2.416733e-09    6.5513404e-09
19_12    1.8313747e-09    4.063585e-06    9.7928194e-08    6.211174e-07    2.7658962e-09    6.6463484e-09
20_12    3.2732534e-09    4.1436547e-06    7.2014906e-08    7.1477024e-07    2.9127725e-09    6.8935075e-09
21_12    3.6338288e-09    4.194171e-06    1.0980244e-07    6.2590766e-07    3.2641183e-09    7.1479747e-09
22_12    2.1675937e-09    4.367875e-06    8.700813e-08    6.55778e-07    3.921903e-09    7.181001e-09
23_12    1.8777035e-09    4.441456e-06    1.079148e-07    7.0639817e-07    3.5080951e-09    7.516026e-09
24_12    2.2287e-09    4.3971468e-06    1.1381576e-07    6.578911e-07    2.6651568e-09    7.412464e-09
25_12    1.9557092e-09    4.2721717e-06    1.3124372e-07    6.678507e-07    2.808572e-09    6.656049e-09
26_12    2.2003563e-09    4.044406e-06    9.2765006e-08    6.803326e-07    3.372152e-09    6.9784614e-09
27_12    2.14301e-09    4.125882e-06    1.1148866e-07    6.475322e-07    3.376527e-09    7.2655366e-09
28_12    2.6515699e-09    4.258828e-06    8.592496e-08    7.3987525e-07    2.689128e-09    6.7265233e-09
29_12    2.7569327e-09    4.1011895e-06    1.1637097e-07    6.690975e-07    2.1976592e-09    7.1268467e-09
30_12    2.7686757e-09    3.8915555e-06    1.2385465e-07    7.32179e-07    2.637541e-09    7.425562e-09
31_12    2.3768618e-09    3.9196752e-06    1.3102108e-07    7.908137e-07    3.3143364e-09    6.9634147e-09
32_12    1.973021e-09    3.87707e-06    9.0646644e-08    6.472187e-07    3.097482e-09    7.430111e-09
33_12    1.9929354e-09    3.996733e-06    7.934636e-08    7.000562e-07    2.899417e-09    7.0278503e-09
34_12    1.9830544e-09    3.9071156e-06    1.053781e-07    6.77848e-07    2.7242075e-09    6.6558234e-09
35_12    2.141338e-09    4.0328237e-06    8.770615e-08    7.0463057e-07    2.8580536e-09    7.460079e-09
36_12    2.308251e-09    3.7995878e-06    1.03537026e-07    7.4708197e-07    2.6451574e-09    8.669672e-09
37_12    2.9031595e-09    3.9291485e-06    1.2111074e-07    6.657389e-07    2.4239406e-09    1.044681e-08
38_12    3.4016479e-09    5.0695053e-06    9.798108e-08    7.8063465e-07    2.2657856e-09    1.740992e-08
39_12    3.7160253e-09    8.21016e-06    1.63147e-07    1.1502411e-06    2.95247e-09    3.1597043e-08
40_12    4.40936e-09    1.0310044e-05    1.7250356e-07    1.3496713e-06    3.4068937e-09    4.1720188e-08
0_13    3.8589905e-09    9.926554e-06    1.4563558e-07    1.3744709e-06    6.3498447e-09    3.257711e-08
1_13    3.2258642e-09    7.979883e-06    1.399141e-07    1.1485264e-06    5.831256e-09    2.9174455e-08
2_13    2.5765556e-09    5.077074e-06    9.602905e-08    6.96684e-07    5.009464e-09    2.684891e-08
3_13    2.3761852e-09    4.2372885e-06    1.02248954e-07    6.1804894e-07    4.3698947e-09    2.5521002e-08
4_13    2.7163654e-09    4.029685e-06    1.1307042e-07    6.6798293e-07    4.5319766e-09    2.3570374e-08
5_13    2.5748428e-09    3.935247e-06    1.08069074e-07    6.2981803e-07    5.433658e-09    2.4153415e-08
6_13    3.1740393e-09    3.836816e-06    9.920495e-08    5.5197137e-07    5.719184e-09    1.9652502e-08
7_13    2.7942113e-09    3.851501e-06    9.487779e-08    6.307357e-07    4.5201225e-09    1.7249189e-08
8_13    2.4100761e-09    3.756495e-06    8.4544666e-08    5.3395433e-07    3.6033558e-09    1.1906455e-08
9_13    2.4405993e-09    3.9028764e-06    9.079957e-08    6.078893e-07    3.5685277e-09    8.307523e-09
10_13    2.3008848e-09    3.9700885e-06    7.595096e-08    6.339682e-07    3.4693644e-09    7.600863e-09
11_13    1.8969915e-09    3.8227613e-06    1.0511865e-07    5.544559e-07    2.7610063e-09    7.469552e-09
12_13    2.0866453e-09    3.7200996e-06    7.765715e-08    7.273455e-07    2.6508984e-09    6.8365247e-09
13_13    2.5454803e-09    3.7464054e-06    1.1680992e-07    6.422377e-07    2.967279e-09    6.9496777e-09
14_13    2.4093048e-09    3.858158e-06    9.77366e-08    6.480348e-07    2.290504e-09    6.321673e-09
15_13    2.5481308e-09    4.13115e-06    1.00341964e-07    7.2525637e-07    2.0404118e-09    6.7782935e-09
16_13    2.5206393e-09    4.1998283e-06    8.551171e-08    6.621301e-07    2.3585471e-09    6.7277877e-09
17_13    2.4019464e-09    4.3056975e-06    7.019838e-08    7.1773724e-07    2.7365985e-09    6.6350485e-09
18_13    1.893655e-09    3.950646e-06    1.1934829e-07    6.001876e-07    2.568508e-09    6.5524137e-09
19_13    1.8289038e-09    3.922407e-06    9.571227e-08    5.5640436e-07    2.7413025e-09    6.6556987e-09
20_13    2.6914106e-09    4.1064463e-06    1.00094894e-07    6.772435e-07    2.9518186e-09    7.0054047e-09
21_13    2.8044678e-09    4.296164e-06    9.126452e-08    6.2822085e-07    3.202019e-09    6.908376e-09
22_13    2.0065396e-09    4.404775e-06    1.0854641e-07    6.1704714e-07    4.017454e-09    6.67749e-09
23_13    2.0292519e-09    4.4806816e-06    1.01308636e-07    6.478271e-07    3.842252e-09    6.8009935e-09
24_13    2.5105793e-09    4.4125427e-06    8.747337e-08    5.977854e-07    3.116042e-09    6.916267e-09
25_13    1.9635236e-09    4.1556136e-06    7.979036e-08    6.153995e-07    3.1810994e-09    6.467173e-09
26_13    2.272364e-09    4.044118e-06    8.3048384e-08    6.3869146e-07    3.312965e-09    6.697702e-09
27_13    2.5413147e-09    4.0924137e-06    9.778806e-08    5.96185e-07    2.9839404e-09    6.93175e-09
28_13    2.5066798e-09    4.1452995e-06    1.02649615e-07    6.502594e-07    2.3184181e-09    7.270389e-09
29_13    2.7419802e-09    3.989654e-06    1.1941061e-07    5.835311e-07    2.1134559e-09    7.825456e-09
30_13    3.1056293e-09    3.6575034e-06    9.5463044e-08    6.031857e-07    2.9585538e-09    7.572886e-09
31_13    2.554665e-09    3.5406574e-06    1.2121745e-07    7.302611e-07    3.6638352e-09    7.1578574e-09
32_13    1.8551203e-09    3.609771e-06    1.17768685e-07    6.121868e-07    3.7746926e-09    7.075405e-09
33_13    2.0010262e-09    3.9464758e-06    7.327906e-08    6.3931685e-07    3.2702319e-09    6.2763723e-09
34_13    2.2391824e-09    3.990459e-06    1.0858948e-07    6.223721e-07    2.8301876e-09    6.3472925e-09
35_13    1.8779442e-09    3.7911886e-06    9.713603e-08    6.549264e-07    2.8187772e-09    7.2149553e-09
36_13    1.9253164e-09    3.5569471e-06    9.389813e-08    7.065013e-07    2.847511e-09    9.1119325e-09
37_13    2.813301e-09    3.8204853e-06    1.0538076e-07    6.2367366e-07    2.8184304e-09    1.1426711e-08
38_13    3.4227474e-09    4.7426906e-06    1.0849393e-07    6.7147965e-07    2.6198472e-09    1.6333301e-08
39_13    3.4194108e-09    7.4761156e-06    1.4731071e-07    1.0084535e-06    3.1703054e-09    2.711358e-08
40_13    3.955702e-09    9.336876e-06    1.668062e-07    1.1884543e-06    3.5632854e-09    3.515995e-08
0_14    3.8519983e-09    9.378074e-06    1.4416645e-07    1.5603084e-06    5.7464105e-09    2.233245e-08
1_14    3.3084167e-09    7.4928357e-06    1.4329845e-07    1.3136131e-06    5.0694053e-09    1.935462e-08
2_14    2.5543245e-09    4.8191637e-06    1.15515256e-07    7.9865356e-07    4.398807e-09    1.7719637e-08
3_14    2.7795017e-09    4.148327e-06    1.0988632e-07    6.1301677e-07    4.377429e-09    1.6565082e-08
4_14    2.7401423e-09    4.0202203e-06    8.033516e-08    7.193147e-07    5.3599813e-09    1.5395925e-08
5_14    2.601179e-09    3.7708755e-06    1.3424052e-07    6.9045535e-07    6.4361907e-09    1.6758113e-08
6_14    2.8896885e-09    3.6187641e-06    1.2772219e-07    6.2227434e-07    5.8131424e-09    1.5199015e-08
7_14    2.7699134e-09    3.492248e-06    1.2257958e-07    6.784906e-07    3.8712744e-09    1.28926105e-08
8_14    2.6149614e-09    3.574245e-06    9.3588866e-08    6.1536855e-07    2.9697984e-09    9.621264e-09
9_14    2.3349984e-09    3.6993404e-06    7.285723e-08    6.7429187e-07    3.3203709e-09    7.804302e-09
10_14    2.409047e-09    3.754717e-06    7.270131e-08    6.694954e-07    3.2117127e-09    7.249717e-09
11_14    1.6034738e-09    3.6796807e-06    8.764534e-08    6.205945e-07    2.6083569e-09    7.5451965e-09
12_14    1.7289378e-09    3.6087783e-06    7.6171524e-08    7.713183e-07    2.8218121e-09    7.055827e-09
13_14    2.1496467e-09    3.664216e-06    1.532888e-07    7.288005e-07    3.0120406e-09    6.544132e-09
14_14    2.2456694e-09    3.7627456e-06    9.540165e-08    6.7532636e-07    2.6117588e-09    5.9818777e-09
15_14    2.2972386e-09    4.085336e-06    9.309929e-08    7.581483e-07    2.7700113e-09    6.511703e-09
16_14    2.637145e-09    4.1162916e-06    7.704747e-08    7.0575265e-07    2.9111344e-09    6.535217e-09
17_14    2.6326217e-09    4.116762e-06    8.668088e-08    7.476119e-07    2.901924e-09    6.3591696e-09
18_14    2.5274807e-09    3.7591005e-06    9.695198e-08    6.708072e-07    2.8792126e-09    6.3469683e-09
19_14    2.6754796e-09    3.6607466e-06    8.882381e-08    6.5156684e-07    3.329441e-09    6.6398784e-09
20_14    2.8650458e-09    3.9413917e-06    1.1410729e-07    7.600617e-07    3.7389745e-09    6.4838397e-09
21_14    2.3521882e-09    4.1721282e-06    1.0307722e-07    6.51526e-07    3.6582959e-09    5.9882197e-09
22_14    2.0751416e-09    4.155337e-06    1.1903588e-07    6.4995777e-07    4.1578807e-09    5.6203846e-09
23_14    2.2218345e-09    4.1407775e-06    8.369374e-08    7.209691e-07    3.898495e-09    6.1553935e-09
24_14    2.7655351e-09    4.2745864e-06    7.1537265e-08    6.333869e-07    3.112486e-09    6.867791e-09
25_14    2.535689e-09    3.9317983e-06    9.040098e-08    6.6108413e-07    2.8649494e-09    6.464816e-09
26_14    2.2935214e-09    3.7614502e-06    8.827893e-08    7.282261e-07    2.7643972e-09    6.0078023e-09
27_14    2.5753166e-09    3.7342063e-06    1.1128895e-07    6.674163e-07    2.692966e-09    5.7986185e-09
28_14    2.6913127e-09    3.8168805e-06    1.0453011e-07    7.101423e-07    3.041597e-09    6.1782126e-09
29_14    2.4050024e-09    3.6734727e-06    1.1496393e-07    6.19358e-07    3.1779699e-09    6.4592425e-09
30_14    2.6807223e-09    3.5321023e-06    9.3536265e-08    6.5656076e-07    3.2954925e-09    6.2405503e-09
31_14    2.2532687e-09    3.4344962e-06    1.0941039e-07    6.9803855e-07    3.4581302e-09    6.32664e-09
32_14    1.9236142e-09    3.4019536e-06    9.062532e-08    6.608062e-07    3.7466514e-09    6.281504e-09
33_14    2.0032334e-09    3.5845833e-06    8.368494e-08    7.581487e-07    3.5080254e-09    6.009559e-09
34_14    2.2445652e-09    3.761881e-06    1.1568891e-07    7.12607e-07    3.2611862e-09    6.060369e-09
35_14    1.9227944e-09    3.4785617e-06    9.814647e-08    7.437792e-07    3.243114e-09    6.598122e-09
36_14    2.0995807e-09    3.5917901e-06    1.09375996e-07    7.7734484e-07    3.0857206e-09    8.164085e-09
37_14    2.9280507e-09    3.8748963e-06    8.9797744e-08    6.685291e-07    2.8611298e-09    9.4476205e-09
38_14    3.7170977e-09    4.5631487e-06    1.1870713e-07    7.588433e-07    2.4437998e-09    1.1090769e-08
39_14    3.4592373e-09    7.3169313e-06    1.453102e-07    1.1705241e-06    3.1839968e-09    1.6316601e-08
40_14    3.6516103e-09    9.2182445e-06    1.6593013e-07    1.3764642e-06    3.7584984e-09    2.093275e-08
0_15    4.2296713e-09    8.670443e-06    1.1974063e-07    1.4324033e-06    5.3352105e-09    1.5742986e-08
1_15    3.6654468e-09    7.042736e-06    1.1546735e-07    1.2096834e-06    4.9049564e-09    1.3000314e-08
2_15    2.8763525e-09    4.5602665e-06    8.361386e-08    7.3724976e-07    4.482886e-09    1.1195085e-08
3_15    2.7555767e-09    3.7557766e-06    1.11489314e-07    5.920317e-07    4.1624983e-09    1.0630267e-08
4_15    2.5439826e-09    3.6848908e-06    1.02746824e-07    6.240693e-07    4.8616156e-09    1.11897105e-08
5_15    2.7710656e-09    3.5186192e-06    1.0116396e-07    5.994584e-07    6.057142e-09    1.1696126e-08
6_15    3.12003e-09    3.4961586e-06    1.243877e-07    5.868397e-07    5.264433e-09    1.07207665e-08
7_15    2.8562988e-09    3.5154847e-06    8.278889e-08    6.275442e-07    3.384179e-09    9.170843e-09
8_15    3.2450416e-09    3.4910427e-06    8.5255124e-08    5.502712e-07    2.7889857e-09    7.625003e-09
9_15    2.7045857e-09    3.5117007e-06    5.8383172e-08    6.6394705e-07    3.1488396e-09    6.773761e-09
10_15    2.664433e-09    3.5476858e-06    1.0306391e-07    6.172727e-07    2.9306078e-09    7.047033e-09
11_15    2.4763123e-09    3.4795069e-06    8.469495e-08    5.8191426e-07    2.7506986e-09    7.7091205e-09
12_15    2.542877e-09    3.4959103e-06    8.464672e-08    6.7404585e-07    2.9237093e-09    7.3661406e-09
13_15    2.3526412e-09    3.5716669e-06    1.4808793e-07    7.0169517e-07    3.2693617e-09    6.9857404e-09
14_15    2.1910964e-09    3.4966222e-06    1.1496282e-07    6.4439496e-07    3.247924e-09    7.2005895e-09
15_15    2.4750182e-09    3.7492493e-06    1.2841431e-07    6.649982e-07    3.0048186e-09    7.411898e-09
16_15    2.7098266e-09    3.702855e-06    7.231097e-08    6.4610646e-07    2.5516935e-09    6.891287e-09
17_15    2.8404887e-09    3.7448854e-06    1.0398173e-07    7.143745e-07    2.233116e-09    6.3173564e-09
18_15    2.8200828e-09    3.843289e-06    9.7458326e-08    6.2636764e-07    2.9279486e-09    5.9130794e-09
19_15    2.5783218e-09    3.8519497e-06    1.1404607e-07    5.954962e-07    3.644783e-09    6.6068244e-09
20_15    2.6625944e-09    3.922689e-06    1.1556386e-07    6.813256e-07    3.8507197e-09    6.8096564e-09
21_15    2.4940983e-09    3.862927e-06    8.403143e-08    6.0685664e-07    3.6265486e-09    6.4611485e-09
22_15    2.5698965e-09    3.617618e-06    1.2377583e-07    5.790603e-07    3.6889667e-09    6.2429106e-09
23_15    2.4585212e-09    3.5404807e-06    9.7409e-08    6.7401743e-07    3.4719634e-09    6.571809e-09
24_15    2.7793776e-09    3.7729012e-06    8.8401194e-08    6.2392365e-07    2.842602e-09    6.972604e-09
25_15    2.6686353e-09    3.6417127e-06    6.7416735e-08    6.379236e-07    2.1560427e-09    6.542221e-09
26_15    2.1950264e-09    3.5560133e-06    1.1656548e-07    6.6689864e-07    2.1077124e-09    5.8686345e-09
27_15    2.4273739e-09    3.546074e-06    9.168454e-08    5.9423525e-07    2.6773037e-09    5.684865e-09
28_15    2.5863307e-09    3.3925332e-06    9.213585e-08    6.9737365e-07    3.8321755e-09    5.729267e-09
29_15    2.5878721e-09    3.1926372e-06    1.2454221e-07    6.0731173e-07    4.450928e-09    5.682126e-09
30_15    2.5786357e-09    3.2713524e-06    9.617236e-08    6.3117056e-07    4.2417216e-09    5.9572e-09
31_15    1.9401747e-09    3.2222522e-06    1.2244722e-07    7.1580257e-07    3.6909547e-09    6.329326e-09
32_15    2.043735e-09    3.2031824e-06    8.443061e-08    6.10454e-07    3.3117005e-09    6.6618115e-09
33_15    2.3779891e-09    3.370665e-06    1.1457211e-07    6.936393e-07    3.0296003e-09    6.3848793e-09
34_15    2.6314702e-09    3.5709961e-06    9.664617e-08    6.2243396e-07    2.7682039e-09    6.052388e-09
35_15    2.3013313e-09    3.1929233e-06    1.2386991e-07    6.3070297e-07    2.6674607e-09    6.1353718e-09
36_15    2.1454736e-09    3.329939e-06    1.1418986e-07    6.9341695e-07    2.7786002e-09    6.6838592e-09
37_15    2.1131723e-09    3.4658253e-06    8.043684e-08    6.2037424e-07    2.4883886e-09    7.267302e-09
38_15    2.8393883e-09    4.2944203e-06    1.2089544e-07    7.280761e-07    1.9075335e-09    8.499302e-09
39_15    3.2838845e-09    6.823191e-06    1.2479954e-07    1.08899e-06    2.0929323e-09    1.1622991e-08
40_15    3.6789325e-09    8.499273e-06    1.551445e-07    1.268488e-06    2.459254e-09    1.4241191e-08
0_16    4.684121e-09    9.152731e-06    1.251654e-07    1.3449037e-06    5.1224798e-09    1.2794357e-08
1_16    3.7576857e-09    7.474437e-06    1.2375777e-07    1.1326307e-06    4.954194e-09    1.0778369e-08
2_16    2.4270488e-09    4.8801608e-06    9.262557e-08    7.0000175e-07    5.0448494e-09    9.174827e-09
3_16    2.0205826e-09    3.884038e-06    8.432125e-08    5.5638776e-07    4.8788933e-09    9.399939e-09
4_16    2.9732352e-09    3.9168767e-06    9.777647e-08    6.632738e-07    4.846005e-09    1.0431269e-08
5_16    3.6118668e-09    3.826893e-06    1.03125856e-07    6.0434564e-07    5.242671e-09    1.0954367e-08
6_16    3.3261676e-09    3.79015e-06    9.6291416e-08    5.7723514e-07    4.6032063e-09    1.0164381e-08
7_16    2.9805902e-09    3.8881203e-06    6.6687015e-08    6.451792e-07    3.5028938e-09    8.390241e-09
8_16    3.3446086e-09    3.7747782e-06    1.02671244e-07    5.2786845e-07    3.3359195e-09    6.551827e-09
9_16    2.4934144e-09    3.8200124e-06    8.7730164e-08    6.395013e-07    3.455425e-09    6.2156364e-09
10_16    2.751858e-09    3.9054557e-06    1.2417924e-07    6.29847e-07    3.4659333e-09    6.029925e-09
11_16    2.4606113e-09    3.7369068e-06    8.150535e-08    5.865094e-07    3.6292291e-09    6.25281e-09
12_16    2.5526166e-09    3.7176064e-06    1.11883146e-07    6.7182117e-07    3.3250331e-09    5.9690937e-09
13_16    2.6452798e-09    3.8589296e-06    8.929117e-08    6.580771e-07    2.96353e-09    5.9615446e-09
14_16    2.5461382e-09    3.8009834e-06    7.9953175e-08    6.232244e-07    3.210966e-09    6.1618244e-09
15_16    2.755786e-09    3.9553765e-06    7.857435e-08    7.215977e-07    3.1550922e-09    6.3750107e-09
16_16    2.301078e-09    3.9393094e-06    6.904441e-08    6.719557e-07    2.8468432e-09    5.7910654e-09
17_16    2.1279611e-09    3.9962983e-06    1.0347824e-07    7.064006e-07    2.7983726e-09    5.4345626e-09
18_16    2.5080762e-09    4.2397205e-06    8.6305725e-08    6.08604e-07    3.481795e-09    5.0531397e-09
19_16    2.1195024e-09    4.083355e-06    1.4421842e-07    5.675605e-07    3.4673204e-09    5.5752256e-09
20_16    2.0639925e-09    3.921708e-06    1.046563e-07    6.921392e-07    2.9873393e-09    5.8998766e-09
21_16    2.650186e-09    3.968805e-06    8.286487e-08    6.1504284e-07    3.1181688e-09    5.790983e-09
22_16    2.5806293e-09    3.8295784e-06    1.0034068e-07    6.051735e-07    2.9812863e-09    5.8549756e-09
23_16    2.4511355e-09    3.7083112e-06    7.6859465e-08    6.3131796e-07    2.734486e-09    6.6088033e-09
24_16    2.4865674e-09    3.804081e-06    9.678111e-08    5.827279e-07    2.4061646e-09    6.532665e-09
25_16    2.9328275e-09    3.8338885e-06    7.56742e-08    6.262607e-07    1.865696e-09    5.6691465e-09
26_16    2.7180025e-09    3.7038863e-06    1.2257543e-07    6.2189497e-07    2.137482e-09    5.457727e-09
27_16    2.522502e-09    3.7701238e-06    8.91529e-08    6.3264787e-07    2.8479656e-09    5.6470197e-09
28_16    2.2918238e-09    3.524564e-06    1.1148272e-07    7.5206714e-07    3.1548544e-09    5.36141e-09
29_16    2.2490354e-09    3.4676318e-06    1.0151697e-07    6.352185e-07    3.6398242e-09    5.4061946e-09
30_16    2.5065854e-09    3.4608333e-06    8.4816335e-08    6.44864e-07    3.922625e-09    5.907868e-09
31_16    1.8248415e-09    3.5682804e-06    7.026296e-08    7.938269e-07    4.036273e-09    6.0616956e-09
32_16    2.2068332e-09    3.6292865e-06    8.575109e-08    6.457355e-07    3.4325438e-09    6.168043e-09
33_16    2.5416576e-09    3.7181044e-06    1.5449778e-07    6.7039656e-07    3.456868e-09    5.520774e-09
34_16    3.0470715e-09    3.7767927e-06    7.9755e-08    6.084764e-07    3.5611547e-09    5.1512856e-09
35_16    2.933077e-09    3.4565903e-06    1.2129117e-07    6.375802e-07    3.762096e-09    5.4032117e-09
36_16    2.9445757e-09    3.6055235e-06    7.6120806e-08    7.2236804e-07    3.8087977e-09    5.679225e-09
37_16    2.828365e-09    3.7224204e-06    1.3421253e-07    6.326945e-07    3.1839913e-09    5.9749494e-09
38_16    3.238678e-09    4.734776e-06    1.09878755e-07    7.0324046e-07    2.748194e-09    7.2276385e-09
39_16    3.7074497e-09    7.4798622e-06    1.341792e-07    1.043337e-06    2.7337375e-09    9.827755e-09
40_16    4.4225748e-09    9.210461e-06    1.4810594e-07    1.217924e-06    2.9011549e-09    1.1905449e-08
0_17    4.635795e-09    9.043929e-06    1.2422295e-07    1.5842136e-06    4.2093857e-09    1.2837329e-08
1_17    3.826037e-09    7.308929e-06    1.2143526e-07    1.3311968e-06    4.0432826e-09    1.0850377e-08
2_17    2.8329563e-09    4.8128536e-06    1.16145934e-07    7.984613e-07    4.6269792e-09    9.172516e-09
3_17    2.765453e-09    3.9262263e-06    1.2692703e-07    6.1359333e-07    5.3653952e-09    9.569434e-09
4_17    2.7590799e-09    4.027706e-06    9.204394e-08    7.5454466e-07    5.41277e-09    9.705775e-09
5_17    3.326566e-09    3.82748e-06    1.0221051e-07    7.1126635e-07    5.246871e-09    1.0697174e-08
6_17    2.893704e-09    3.969673e-06    9.6197866e-08    6.3701725e-07    4.605702e-09    1.0770875e-08
7_17    3.2563123e-09    4.0918967e-06    8.5769784e-08    7.3349196e-07    3.7201007e-09    8.886157e-09
8_17    3.4997552e-09    3.869105e-06    9.966036e-08    6.2601464e-07    3.4252259e-09    7.1276944e-09
9_17    3.241173e-09    3.851249e-06    1.3051988e-07    6.7453374e-07    3.5440353e-09    6.340687e-09
10_17    3.2771605e-09    4.0016007e-06    1.2536582e-07    6.969095e-07    3.875575e-09    6.2116188e-09
11_17    2.3210884e-09    3.95053e-06    9.025176e-08    6.717061e-07    4.057839e-09    6.2822663e-09
12_17    1.9716224e-09    3.9644533e-06    9.563844e-08    7.903903e-07    3.6741088e-09    6.332359e-09
13_17    2.2354412e-09    4.1137305e-06    1.1143756e-07    6.9020166e-07    3.2764833e-09    6.9578947e-09
14_17    2.790692e-09    4.2025235e-06    8.559626e-08    7.4878045e-07    2.9436755e-09    6.964044e-09
15_17    2.4544315e-09    4.550615e-06    1.0547616e-07    8.266477e-07    2.9185465e-09    7.006665e-09
16_17    2.1017248e-09    4.489684e-06    9.160595e-08    7.5384276e-07    3.0353893e-09    6.2615073e-09
17_17    2.4270115e-09    4.248786e-06    1.5769638e-07    7.604495e-07    3.4206187e-09    5.8214007e-09
18_17    2.7186384e-09    4.158454e-06    1.2131763e-07    6.754851e-07    3.8063495e-09    5.621338e-09
19_17    2.6100495e-09    3.9608444e-06    1.4126417e-07    6.2781504e-07    3.5241599e-09    6.2056875e-09
20_17    2.040869e-09    3.911579e-06    8.767927e-08    7.533253e-07    3.2483394e-09    6.4337864e-09
21_17    2.6039553e-09    4.214935e-06    1.1070114e-07    6.516104e-07    3.5382033e-09    6.2500467e-09
22_17    2.8498626e-09    4.283536e-06    9.7083706e-08    6.705332e-07    3.516149e-09    6.1141456e-09
23_17    2.633173e-09    4.250273e-06    7.8011276e-08    6.7471785e-07    3.2322887e-09    6.9550006e-09
24_17    2.1599786e-09    4.108692e-06    9.428838e-08    6.7926254e-07    3.041314e-09    7.3484023e-09
25_17    2.2516227e-09    4.037729e-06    7.952912e-08    7.234241e-07    2.6114255e-09    6.4705623e-09
