n,ell,line,a0_best,a1_best,target_best
0,0,chp_j1__j0,3.0,0.01,
0,1,cp_el2p_j3_2__el2p_j1_2,3.0,0.01,
0,2,co_v0_j2__v0_j1,3.0,0.01,
0,3,co_v0_j10__v0_j9,3.0,0.01,
0,4,13c_o_j2__j1,3.0,0.01,
0,5,hcop_j3__j2,3.0,0.01,
