n,ell,line,a0_best,a1_best,target_best
0,0,co_v0_j11__v0_j10,1.583926637571131,2.0,2.6054576336754214
0,1,co_v0_j12__v0_j11,3.864712173205906,0.01,2.5864093635681114
0,2,co_v0_j13__v0_j12,2.4559797515409527,1.0084730308660605,2.597934755874097
0,3,co_v0_j14__v0_j13,3.454280063378305,1.0454784465510134,2.583627789629013
0,4,co_v0_j15__v0_j14,-2.1085415014317546,0.3860225356828794,2.584130924574282
0,5,co_v0_j16__v0_j15,-2.525491530246873,0.01,2.578277164712199
0,6,co_v0_j17__v0_j16,-2.8121489052409627,0.05699351840214645,2.580148832659084
0,7,co_v0_j18__v0_j17,-3.2682146885618684,0.13025358622032493,2.5628906485226177
0,8,co_v0_j19__v0_j18,-3.3960599636665854,0.1007661860741463,2.56089874790301
0,9,co_v0_j20__v0_j19,-3.4056981801787907,0.01,2.578457143647107
0,10,co_v0_j21__v0_j20,-3.6711844150258632,0.01,2.55321810487089
0,11,co_v0_j23__v0_j22,-3.934283392314157,0.2645581479848541,2.5877115321180995
0,12,h2_v0_j2__v0_j0,1.1111200486183488,0.01,2.6075549960911015
0,13,h2_v0_j3__v0_j1,2.443220727253254,0.9117216878733482,2.668409841385168
0,14,h2_v0_j4__v0_j2,5.569082783795267,0.42436138116316996,2.6173755617266288
0,15,h2_v0_j5__v0_j3,-0.015875996171157425,1.4434457419498947,2.4665349589586603
0,16,h2_v0_j6__v0_j4,0.6599098966745782,2.0,2.626158742973304
0,17,h2_v0_j7__v0_j5,0.8283890416779593,1.9980304783963734,2.557876148531375
0,18,chp_j1__j0,1.371245444780281,1.986585053124824,2.6332545212009
0,19,chp_j2__j1,-3.53330274086524,0.14958803212631056,2.5648542882051637
0,20,chp_j3__j2,-2.347215693018509,0.7007399891558737,2.53947016040334
0,21,chp_j4__j3,-3.615709946067391,0.01,2.562154366334247
0,22,chp_j5__j4,2.201120811154857,1.1156189450766192,2.572846921838971
0,23,chp_j6__j5,-4.638697877026907,0.2279091279658023,2.5332196077034466
