n,ell,line,a0_best,a1_best,target_best
0,0,co_v0_j11__v0_j10,-3.0551828110518304,0.41595747498270574,2.0231789223269367
0,1,co_v0_j12__v0_j11,-3.217411863102488,0.1091520224430047,2.0208488424601487
0,2,co_v0_j13__v0_j12,-3.2972590017304095,0.01,2.031408116290308
0,3,co_v0_j15__v0_j14,-3.691954662702546,0.14880065841561865,2.021119171381701
0,4,co_v0_j16__v0_j15,-4.221203501046886,0.11032569201823393,2.032656065352135
0,5,co_v0_j17__v0_j16,-4.115947577450973,0.6888690674383314,2.029499449328578
0,6,co_v0_j18__v0_j17,-4.5495989991712,0.14613483283961423,2.037475603259712
0,7,co_v0_j19__v0_j18,-4.166750080077329,0.6589384170644929,2.033387320022363
0,8,h2_v0_j2__v0_j0,-3.542945311164073,0.14099367044279829,1.938937872625899
0,9,h2_v0_j3__v0_j1,4.33322490258867,1.9740377047796926,1.9369091091648178
0,10,h2_v0_j4__v0_j2,-1.1296789908845726,0.01,1.9258364696482289
0,11,h2_v0_j5__v0_j3,-2.2610053068990648,0.2183444592390804,2.0011156999680373
0,12,h2_v0_j6__v0_j4,-2.9735418611556588,0.21278058098230743,2.0147777787801107
0,13,h2_v0_j7__v0_j5,-2.736518896580734,0.01,2.0094026391800277
0,14,chp_j1__j0,-4.844820771532012,0.024221027807809756,2.0211066671920155
0,15,chp_j2__j1,-4.29686548607028,0.18266653841475314,2.028181649827409
0,16,chp_j3__j2,-4.587034266843584,0.01,2.02250508201587
