n,ell,line,a0_best,a1_best,target_best
149,14,13c_o_j9__j8,3.0,0.01,
149,15,13c_o_j10__j9,3.0,0.01,
149,16,13c_o_j11__j10,3.0,0.01,
149,17,13c_o_j12__j11,3.0,0.01,
149,18,13c_o_j13__j12,3.0,0.01,
149,19,c_el3p_j1__el3p_j0,3.0,0.01,
149,20,c_el3p_j2__el3p_j1,3.0,0.01,
150,0,co_v0_j4__v0_j3,3.0,0.01,
150,1,co_v0_j5__v0_j4,3.0,0.01,
150,2,co_v0_j6__v0_j5,3.0,0.01,
150,3,co_v0_j7__v0_j6,3.0,0.01,
150,4,co_v0_j8__v0_j7,3.0,0.01,
150,5,co_v0_j9__v0_j8,3.0,0.01,
150,6,co_v0_j10__v0_j9,3.0,0.01,
150,7,co_v0_j11__v0_j10,3.0,0.01,
150,8,co_v0_j12__v0_j11,3.0,0.01,
150,9,co_v0_j13__v0_j12,3.0,0.01,
150,10,13c_o_j5__j4,3.0,0.01,
150,11,13c_o_j6__j5,3.0,0.01,
150,12,13c_o_j7__j6,3.0,0.01,
150,13,13c_o_j8__j7,3.0,0.01,
150,14,13c_o_j9__j8,3.0,0.01,
150,15,13c_o_j10__j9,3.0,0.01,
150,16,13c_o_j11__j10,3.0,0.01,
150,17,13c_o_j12__j11,3.0,0.01,
150,18,13c_o_j13__j12,3.0,0.01,
150,19,c_el3p_j1__el3p_j0,3.0,0.01,
150,20,c_el3p_j2__el3p_j1,3.0,0.01,
151,0,co_v0_j4__v0_j3,3.0,0.01,
151,1,co_v0_j5__v0_j4,3.0,0.01,
151,2,co_v0_j6__v0_j5,3.0,0.01,
151,3,co_v0_j7__v0_j6,3.0,0.01,
151,4,co_v0_j8__v0_j7,3.0,0.01,
151,5,co_v0_j9__v0_j8,3.0,0.01,
151,6,co_v0_j10__v0_j9,3.0,0.01,
151,7,co_v0_j11__v0_j10,3.0,0.01,
151,8,co_v0_j12__v0_j11,3.0,0.01,
151,9,co_v0_j13__v0_j12,3.0,0.01,
151,10,13c_o_j5__j4,3.0,0.01,
151,11,13c_o_j6__j5,3.0,0.01,
151,12,13c_o_j7__j6,3.0,0.01,
151,13,13c_o_j8__j7,3.0,0.01,
151,14,13c_o_j9__j8,3.0,0.01,
151,15,13c_o_j10__j9,3.0,0.01,
151,16,13c_o_j11__j10,3.0,0.01,
151,17,13c_o_j12__j11,3.0,0.01,
151,18,13c_o_j13__j12,3.0,0.01,
151,19,c_el3p_j1__el3p_j0,3.0,0.01,
151,20,c_el3p_j2__el3p_j1,3.0,0.01,
152,0,co_v0_j4__v0_j3,3.0,0.01,
152,1,co_v0_j5__v0_j4,3.0,0.01,
152,2,co_v0_j6__v0_j5,3.0,0.01,
152,3,co_v0_j7__v0_j6,3.0,0.01,
152,4,co_v0_j8__v0_j7,3.0,0.01,
152,5,co_v0_j9__v0_j8,3.0,0.01,
152,6,co_v0_j10__v0_j9,3.0,0.01,
152,7,co_v0_j11__v0_j10,3.0,0.01,
152,8,co_v0_j12__v0_j11,3.0,0.01,
152,9,co_v0_j13__v0_j12,3.0,0.01,
152,10,13c_o_j5__j4,3.0,0.01,
152,11,13c_o_j6__j5,3.0,0.01,
152,12,13c_o_j7__j6,3.0,0.01,
152,13,13c_o_j8__j7,3.0,0.01,
152,14,13c_o_j9__j8,3.0,0.01,
152,15,13c_o_j10__j9,3.0,0.01,
152,16,13c_o_j11__j10,3.0,0.01,
152,17,13c_o_j12__j11,3.0,0.01,
152,18,13c_o_j13__j12,3.0,0.01,
152,19,c_el3p_j1__el3p_j0,3.0,0.01,
152,20,c_el3p_j2__el3p_j1,3.0,0.01,
153,0,co_v0_j4__v0_j3,3.0,0.01,
153,1,co_v0_j5__v0_j4,3.0,0.01,
153,2,co_v0_j6__v0_j5,3.0,0.01,
153,3,co_v0_j7__v0_j6,3.0,0.01,
153,4,co_v0_j8__v0_j7,3.0,0.01,
153,5,co_v0_j9__v0_j8,3.0,0.01,
153,6,co_v0_j10__v0_j9,3.0,0.01,
153,7,co_v0_j11__v0_j10,3.0,0.01,
153,8,co_v0_j12__v0_j11,3.0,0.01,
153,9,co_v0_j13__v0_j12,3.0,0.01,
153,10,13c_o_j5__j4,3.0,0.01,
153,11,13c_o_j6__j5,3.0,0.01,
153,12,13c_o_j7__j6,3.0,0.01,
153,13,13c_o_j8__j7,3.0,0.01,
153,14,13c_o_j9__j8,3.0,0.01,
153,15,13c_o_j10__j9,3.0,0.01,
153,16,13c_o_j11__j10,3.0,0.01,
153,17,13c_o_j12__j11,3.0,0.01,
153,18,13c_o_j13__j12,3.0,0.01,
153,19,c_el3p_j1__el3p_j0,3.0,0.01,
153,20,c_el3p_j2__el3p_j1,3.0,0.01,
154,0,co_v0_j4__v0_j3,3.0,0.01,
154,1,co_v0_j5__v0_j4,3.0,0.01,
154,2,co_v0_j6__v0_j5,3.0,0.01,
154,3,co_v0_j7__v0_j6,3.0,0.01,
154,4,co_v0_j8__v0_j7,3.0,0.01,
154,5,co_v0_j9__v0_j8,3.0,0.01,
154,6,co_v0_j10__v0_j9,3.0,0.01,
154,7,co_v0_j11__v0_j10,3.0,0.01,
154,8,co_v0_j12__v0_j11,3.0,0.01,
154,9,co_v0_j13__v0_j12,3.0,0.01,
154,10,13c_o_j5__j4,3.0,0.01,
154,11,13c_o_j6__j5,3.0,0.01,
154,12,13c_o_j7__j6,3.0,0.01,
154,13,13c_o_j8__j7,3.0,0.01,
154,14,13c_o_j9__j8,3.0,0.01,
154,15,13c_o_j10__j9,3.0,0.01,
154,16,13c_o_j11__j10,3.0,0.01,
154,17,13c_o_j12__j11,3.0,0.01,
154,18,13c_o_j13__j12,3.0,0.01,
154,19,c_el3p_j1__el3p_j0,3.0,0.01,
154,20,c_el3p_j2__el3p_j1,3.0,0.01,
155,0,co_v0_j4__v0_j3,3.0,0.01,
155,1,co_v0_j5__v0_j4,3.0,0.01,
155,2,co_v0_j6__v0_j5,3.0,0.01,
155,3,co_v0_j7__v0_j6,3.0,0.01,
155,4,co_v0_j8__v0_j7,3.0,0.01,
155,5,co_v0_j9__v0_j8,3.0,0.01,
155,6,co_v0_j10__v0_j9,3.0,0.01,
155,7,co_v0_j11__v0_j10,3.0,0.01,
155,8,co_v0_j12__v0_j11,3.0,0.01,
155,9,co_v0_j13__v0_j12,3.0,0.01,
155,10,13c_o_j5__j4,3.0,0.01,
155,11,13c_o_j6__j5,3.0,0.01,
155,12,13c_o_j7__j6,3.0,0.01,
155,13,13c_o_j8__j7,3.0,0.01,
155,14,13c_o_j9__j8,3.0,0.01,
155,15,13c_o_j10__j9,3.0,0.01,
155,16,13c_o_j11__j10,3.0,0.01,
155,17,13c_o_j12__j11,3.0,0.01,
155,18,13c_o_j13__j12,3.0,0.01,
155,19,c_el3p_j1__el3p_j0,3.0,0.01,
155,20,c_el3p_j2__el3p_j1,3.0,0.01,
156,0,co_v0_j4__v0_j3,3.0,0.01,
156,1,co_v0_j5__v0_j4,3.0,0.01,
156,2,co_v0_j6__v0_j5,3.0,0.01,
156,3,co_v0_j7__v0_j6,3.0,0.01,
156,4,co_v0_j8__v0_j7,3.0,0.01,
156,5,co_v0_j9__v0_j8,3.0,0.01,
156,6,co_v0_j10__v0_j9,3.0,0.01,
156,7,co_v0_j11__v0_j10,3.0,0.01,
156,8,co_v0_j12__v0_j11,3.0,0.01,
156,9,co_v0_j13__v0_j12,3.0,0.01,
156,10,13c_o_j5__j4,3.0,0.01,
156,11,13c_o_j6__j5,3.0,0.01,
156,12,13c_o_j7__j6,3.0,0.01,
156,13,13c_o_j8__j7,3.0,0.01,
156,14,13c_o_j9__j8,3.0,0.01,
156,15,13c_o_j10__j9,3.0,0.01,
156,16,13c_o_j11__j10,3.0,0.01,
156,17,13c_o_j12__j11,3.0,0.01,
156,18,13c_o_j13__j12,3.0,0.01,
156,19,c_el3p_j1__el3p_j0,3.0,0.01,
156,20,c_el3p_j2__el3p_j1,3.0,0.01,
157,0,co_v0_j4__v0_j3,3.0,0.01,
157,1,co_v0_j5__v0_j4,3.0,0.01,
157,2,co_v0_j6__v0_j5,3.0,0.01,
157,3,co_v0_j7__v0_j6,3.0,0.01,
157,4,co_v0_j8__v0_j7,3.0,0.01,
157,5,co_v0_j9__v0_j8,3.0,0.01,
157,6,co_v0_j10__v0_j9,3.0,0.01,
157,7,co_v0_j11__v0_j10,3.0,0.01,
157,8,co_v0_j12__v0_j11,3.0,0.01,
157,9,co_v0_j13__v0_j12,3.0,0.01,
157,10,13c_o_j5__j4,3.0,0.01,
157,11,13c_o_j6__j5,3.0,0.01,
157,12,13c_o_j7__j6,3.0,0.01,
157,13,13c_o_j8__j7,3.0,0.01,
157,14,13c_o_j9__j8,3.0,0.01,
157,15,13c_o_j10__j9,3.0,0.01,
157,16,13c_o_j11__j10,3.0,0.01,
157,17,13c_o_j12__j11,3.0,0.01,
157,18,13c_o_j13__j12,3.0,0.01,
157,19,c_el3p_j1__el3p_j0,3.0,0.01,
157,20,c_el3p_j2__el3p_j1,3.0,0.01,
158,0,co_v0_j4__v0_j3,3.0,0.01,
158,1,co_v0_j5__v0_j4,3.0,0.01,
158,2,co_v0_j6__v0_j5,3.0,0.01,
158,3,co_v0_j7__v0_j6,3.0,0.01,
158,4,co_v0_j8__v0_j7,3.0,0.01,
158,5,co_v0_j9__v0_j8,3.0,0.01,
158,6,co_v0_j10__v0_j9,3.0,0.01,
158,7,co_v0_j11__v0_j10,3.0,0.01,
158,8,co_v0_j12__v0_j11,3.0,0.01,
158,9,co_v0_j13__v0_j12,3.0,0.01,
158,10,13c_o_j5__j4,3.0,0.01,
158,11,13c_o_j6__j5,3.0,0.01,
158,12,13c_o_j7__j6,3.0,0.01,
158,13,13c_o_j8__j7,3.0,0.01,
158,14,13c_o_j9__j8,3.0,0.01,
158,15,13c_o_j10__j9,3.0,0.01,
158,16,13c_o_j11__j10,3.0,0.01,
158,17,13c_o_j12__j11,3.0,0.01,
158,18,13c_o_j13__j12,3.0,0.01,
158,19,c_el3p_j1__el3p_j0,3.0,0.01,
158,20,c_el3p_j2__el3p_j1,3.0,0.01,
159,0,co_v0_j4__v0_j3,3.0,0.01,
159,1,co_v0_j5__v0_j4,3.0,0.01,
159,2,co_v0_j6__v0_j5,3.0,0.01,
159,3,co_v0_j7__v0_j6,3.0,0.01,
159,4,co_v0_j8__v0_j7,3.0,0.01,
159,5,co_v0_j9__v0_j8,3.0,0.01,
159,6,co_v0_j10__v0_j9,3.0,0.01,
159,7,co_v0_j11__v0_j10,3.0,0.01,
159,8,co_v0_j12__v0_j11,3.0,0.01,
159,9,co_v0_j13__v0_j12,3.0,0.01,
159,10,13c_o_j5__j4,3.0,0.01,
159,11,13c_o_j6__j5,3.0,0.01,
159,12,13c_o_j7__j6,3.0,0.01,
159,13,13c_o_j8__j7,3.0,0.01,
159,14,13c_o_j9__j8,3.0,0.01,
159,15,13c_o_j10__j9,3.0,0.01,
159,16,13c_o_j11__j10,3.0,0.01,
159,17,13c_o_j12__j11,3.0,0.01,
159,18,13c_o_j13__j12,3.0,0.01,
159,19,c_el3p_j1__el3p_j0,3.0,0.01,
159,20,c_el3p_j2__el3p_j1,3.0,0.01,
160,0,co_v0_j4__v0_j3,3.0,0.01,
160,1,co_v0_j5__v0_j4,3.0,0.01,
160,2,co_v0_j6__v0_j5,3.0,0.01,
160,3,co_v0_j7__v0_j6,3.0,0.01,
160,4,co_v0_j8__v0_j7,3.0,0.01,
160,5,co_v0_j9__v0_j8,3.0,0.01,
160,6,co_v0_j10__v0_j9,3.0,0.01,
160,7,co_v0_j11__v0_j10,3.0,0.01,
160,8,co_v0_j12__v0_j11,3.0,0.01,
160,9,co_v0_j13__v0_j12,3.0,0.01,
160,10,13c_o_j5__j4,3.0,0.01,
160,11,13c_o_j6__j5,3.0,0.01,
160,12,13c_o_j7__j6,3.0,0.01,
160,13,13c_o_j8__j7,3.0,0.01,
160,14,13c_o_j9__j8,3.0,0.01,
160,15,13c_o_j10__j9,3.0,0.01,
160,16,13c_o_j11__j10,3.0,0.01,
160,17,13c_o_j12__j11,3.0,0.01,
160,18,13c_o_j13__j12,3.0,0.01,
160,19,c_el3p_j1__el3p_j0,3.0,0.01,
160,20,c_el3p_j2__el3p_j1,3.0,0.01,
161,0,co_v0_j4__v0_j3,3.0,0.01,
161,1,co_v0_j5__v0_j4,3.0,0.01,
161,2,co_v0_j6__v0_j5,3.0,0.01,
161,3,co_v0_j7__v0_j6,3.0,0.01,
161,4,co_v0_j8__v0_j7,3.0,0.01,
161,5,co_v0_j9__v0_j8,3.0,0.01,
161,6,co_v0_j10__v0_j9,3.0,0.01,
161,7,co_v0_j11__v0_j10,3.0,0.01,
161,8,co_v0_j12__v0_j11,3.0,0.01,
161,9,co_v0_j13__v0_j12,3.0,0.01,
161,10,13c_o_j5__j4,3.0,0.01,
161,11,13c_o_j6__j5,3.0,0.01,
161,12,13c_o_j7__j6,3.0,0.01,
161,13,13c_o_j8__j7,3.0,0.01,
161,14,13c_o_j9__j8,3.0,0.01,
161,15,13c_o_j10__j9,3.0,0.01,
161,16,13c_o_j11__j10,3.0,0.01,
161,17,13c_o_j12__j11,3.0,0.01,
161,18,13c_o_j13__j12,3.0,0.01,
161,19,c_el3p_j1__el3p_j0,3.0,0.01,
161,20,c_el3p_j2__el3p_j1,3.0,0.01,
162,0,co_v0_j4__v0_j3,3.0,0.01,
162,1,co_v0_j5__v0_j4,3.0,0.01,
162,2,co_v0_j6__v0_j5,3.0,0.01,
162,3,co_v0_j7__v0_j6,3.0,0.01,
162,4,co_v0_j8__v0_j7,3.0,0.01,
162,5,co_v0_j9__v0_j8,3.0,0.01,
162,6,co_v0_j10__v0_j9,3.0,0.01,
162,7,co_v0_j11__v0_j10,3.0,0.01,
162,8,co_v0_j12__v0_j11,3.0,0.01,
162,9,co_v0_j13__v0_j12,3.0,0.01,
162,10,13c_o_j5__j4,3.0,0.01,
162,11,13c_o_j6__j5,3.0,0.01,
162,12,13c_o_j7__j6,3.0,0.01,
162,13,13c_o_j8__j7,3.0,0.01,
162,14,13c_o_j9__j8,3.0,0.01,
162,15,13c_o_j10__j9,3.0,0.01,
162,16,13c_o_j11__j10,3.0,0.01,
162,17,13c_o_j12__j11,3.0,0.01,
162,18,13c_o_j13__j12,3.0,0.01,
162,19,c_el3p_j1__el3p_j0,3.0,0.01,
162,20,c_el3p_j2__el3p_j1,3.0,0.01,
163,0,co_v0_j4__v0_j3,3.0,0.01,
163,1,co_v0_j5__v0_j4,3.0,0.01,
163,2,co_v0_j6__v0_j5,3.0,0.01,
163,3,co_v0_j7__v0_j6,3.0,0.01,
163,4,co_v0_j8__v0_j7,3.0,0.01,
163,5,co_v0_j9__v0_j8,3.0,0.01,
163,6,co_v0_j10__v0_j9,3.0,0.01,
163,7,co_v0_j11__v0_j10,3.0,0.01,
163,8,co_v0_j12__v0_j11,3.0,0.01,
163,9,co_v0_j13__v0_j12,3.0,0.01,
163,10,13c_o_j5__j4,3.0,0.01,
163,11,13c_o_j6__j5,3.0,0.01,
163,12,13c_o_j7__j6,3.0,0.01,
163,13,13c_o_j8__j7,3.0,0.01,
163,14,13c_o_j9__j8,3.0,0.01,
163,15,13c_o_j10__j9,3.0,0.01,
163,16,13c_o_j11__j10,3.0,0.01,
163,17,13c_o_j12__j11,3.0,0.01,
163,18,13c_o_j13__j12,3.0,0.01,
163,19,c_el3p_j1__el3p_j0,3.0,0.01,
163,20,c_el3p_j2__el3p_j1,3.0,0.01,
164,0,co_v0_j4__v0_j3,3.0,0.01,
164,1,co_v0_j5__v0_j4,3.0,0.01,
164,2,co_v0_j6__v0_j5,3.0,0.01,
164,3,co_v0_j7__v0_j6,3.0,0.01,
164,4,co_v0_j8__v0_j7,3.0,0.01,
164,5,co_v0_j9__v0_j8,3.0,0.01,
164,6,co_v0_j10__v0_j9,3.0,0.01,
164,7,co_v0_j11__v0_j10,3.0,0.01,
164,8,co_v0_j12__v0_j11,3.0,0.01,
164,9,co_v0_j13__v0_j12,3.0,0.01,
164,10,13c_o_j5__j4,3.0,0.01,
164,11,13c_o_j6__j5,3.0,0.01,
164,12,13c_o_j7__j6,3.0,0.01,
164,13,13c_o_j8__j7,3.0,0.01,
164,14,13c_o_j9__j8,3.0,0.01,
164,15,13c_o_j10__j9,3.0,0.01,
164,16,13c_o_j11__j10,3.0,0.01,
164,17,13c_o_j12__j11,3.0,0.01,
164,18,13c_o_j13__j12,3.0,0.01,
164,19,c_el3p_j1__el3p_j0,3.0,0.01,
164,20,c_el3p_j2__el3p_j1,3.0,0.01,
165,0,co_v0_j4__v0_j3,3.0,0.01,
165,1,co_v0_j5__v0_j4,3.0,0.01,
165,2,co_v0_j6__v0_j5,3.0,0.01,
165,3,co_v0_j7__v0_j6,3.0,0.01,
165,4,co_v0_j8__v0_j7,3.0,0.01,
165,5,co_v0_j9__v0_j8,3.0,0.01,
165,6,co_v0_j10__v0_j9,3.0,0.01,
165,7,co_v0_j11__v0_j10,3.0,0.01,
165,8,co_v0_j12__v0_j11,3.0,0.01,
165,9,co_v0_j13__v0_j12,3.0,0.01,
165,10,13c_o_j5__j4,3.0,0.01,
165,11,13c_o_j6__j5,3.0,0.01,
165,12,13c_o_j7__j6,3.0,0.01,
165,13,13c_o_j8__j7,3.0,0.01,
165,14,13c_o_j9__j8,3.0,0.01,
165,15,13c_o_j10__j9,3.0,0.01,
165,16,13c_o_j11__j10,3.0,0.01,
165,17,13c_o_j12__j11,3.0,0.01,
165,18,13c_o_j13__j12,3.0,0.01,
165,19,c_el3p_j1__el3p_j0,3.0,0.01,
165,20,c_el3p_j2__el3p_j1,3.0,0.01,
166,0,co_v0_j4__v0_j3,3.0,0.01,
166,1,co_v0_j5__v0_j4,3.0,0.01,
166,2,co_v0_j6__v0_j5,3.0,0.01,
166,3,co_v0_j7__v0_j6,3.0,0.01,
166,4,co_v0_j8__v0_j7,3.0,0.01,
166,5,co_v0_j9__v0_j8,3.0,0.01,
166,6,co_v0_j10__v0_j9,3.0,0.01,
166,7,co_v0_j11__v0_j10,3.0,0.01,
166,8,co_v0_j12__v0_j11,3.0,0.01,
166,9,co_v0_j13__v0_j12,3.0,0.01,
166,10,13c_o_j5__j4,3.0,0.01,
166,11,13c_o_j6__j5,3.0,0.01,
166,12,13c_o_j7__j6,3.0,0.01,
166,13,13c_o_j8__j7,3.0,0.01,
166,14,13c_o_j9__j8,3.0,0.01,
166,15,13c_o_j10__j9,3.0,0.01,
166,16,13c_o_j11__j10,3.0,0.01,
166,17,13c_o_j12__j11,3.0,0.01,
166,18,13c_o_j13__j12,3.0,0.01,
166,19,c_el3p_j1__el3p_j0,3.0,0.01,
166,20,c_el3p_j2__el3p_j1,3.0,0.01,
167,0,co_v0_j4__v0_j3,3.0,0.01,
167,1,co_v0_j5__v0_j4,3.0,0.01,
167,2,co_v0_j6__v0_j5,3.0,0.01,
167,3,co_v0_j7__v0_j6,3.0,0.01,
167,4,co_v0_j8__v0_j7,3.0,0.01,
167,5,co_v0_j9__v0_j8,3.0,0.01,
167,6,co_v0_j10__v0_j9,3.0,0.01,
167,7,co_v0_j11__v0_j10,3.0,0.01,
167,8,co_v0_j12__v0_j11,3.0,0.01,
167,9,co_v0_j13__v0_j12,3.0,0.01,
167,10,13c_o_j5__j4,3.0,0.01,
167,11,13c_o_j6__j5,3.0,0.01,
167,12,13c_o_j7__j6,3.0,0.01,
167,13,13c_o_j8__j7,3.0,0.01,
167,14,13c_o_j9__j8,3.0,0.01,
167,15,13c_o_j10__j9,3.0,0.01,
167,16,13c_o_j11__j10,3.0,0.01,
167,17,13c_o_j12__j11,3.0,0.01,
167,18,13c_o_j13__j12,3.0,0.01,
167,19,c_el3p_j1__el3p_j0,3.0,0.01,
167,20,c_el3p_j2__el3p_j1,3.0,0.01,
168,0,co_v0_j4__v0_j3,3.0,0.01,
168,1,co_v0_j5__v0_j4,3.0,0.01,
168,2,co_v0_j6__v0_j5,3.0,0.01,
168,3,co_v0_j7__v0_j6,3.0,0.01,
168,4,co_v0_j8__v0_j7,3.0,0.01,
168,5,co_v0_j9__v0_j8,3.0,0.01,
168,6,co_v0_j10__v0_j9,3.0,0.01,
168,7,co_v0_j11__v0_j10,3.0,0.01,
168,8,co_v0_j12__v0_j11,3.0,0.01,
168,9,co_v0_j13__v0_j12,3.0,0.01,
168,10,13c_o_j5__j4,3.0,0.01,
168,11,13c_o_j6__j5,3.0,0.01,
168,12,13c_o_j7__j6,3.0,0.01,
168,13,13c_o_j8__j7,3.0,0.01,
168,14,13c_o_j9__j8,3.0,0.01,
168,15,13c_o_j10__j9,3.0,0.01,
168,16,13c_o_j11__j10,3.0,0.01,
168,17,13c_o_j12__j11,3.0,0.01,
168,18,13c_o_j13__j12,3.0,0.01,
168,19,c_el3p_j1__el3p_j0,3.0,0.01,
168,20,c_el3p_j2__el3p_j1,3.0,0.01,
169,0,co_v0_j4__v0_j3,3.0,0.01,
169,1,co_v0_j5__v0_j4,3.0,0.01,
169,2,co_v0_j6__v0_j5,3.0,0.01,
169,3,co_v0_j7__v0_j6,3.0,0.01,
169,4,co_v0_j8__v0_j7,3.0,0.01,
169,5,co_v0_j9__v0_j8,3.0,0.01,
169,6,co_v0_j10__v0_j9,3.0,0.01,
169,7,co_v0_j11__v0_j10,3.0,0.01,
169,8,co_v0_j12__v0_j11,3.0,0.01,
169,9,co_v0_j13__v0_j12,3.0,0.01,
169,10,13c_o_j5__j4,3.0,0.01,
169,11,13c_o_j6__j5,3.0,0.01,
169,12,13c_o_j7__j6,3.0,0.01,
169,13,13c_o_j8__j7,3.0,0.01,
169,14,13c_o_j9__j8,3.0,0.01,
169,15,13c_o_j10__j9,3.0,0.01,
169,16,13c_o_j11__j10,3.0,0.01,
169,17,13c_o_j12__j11,3.0,0.01,
169,18,13c_o_j13__j12,3.0,0.01,
169,19,c_el3p_j1__el3p_j0,3.0,0.01,
169,20,c_el3p_j2__el3p_j1,3.0,0.01,
170,0,co_v0_j4__v0_j3,3.0,0.01,
170,1,co_v0_j5__v0_j4,3.0,0.01,
170,2,co_v0_j6__v0_j5,3.0,0.01,
170,3,co_v0_j7__v0_j6,3.0,0.01,
170,4,co_v0_j8__v0_j7,3.0,0.01,
170,5,co_v0_j9__v0_j8,3.0,0.01,
170,6,co_v0_j10__v0_j9,3.0,0.01,
170,7,co_v0_j11__v0_j10,3.0,0.01,
170,8,co_v0_j12__v0_j11,3.0,0.01,
170,9,co_v0_j13__v0_j12,3.0,0.01,
170,10,13c_o_j5__j4,3.0,0.01,
170,11,13c_o_j6__j5,3.0,0.01,
170,12,13c_o_j7__j6,3.0,0.01,
170,13,13c_o_j8__j7,3.0,0.01,
170,14,13c_o_j9__j8,3.0,0.01,
170,15,13c_o_j10__j9,3.0,0.01,
170,16,13c_o_j11__j10,3.0,0.01,
170,17,13c_o_j12__j11,3.0,0.01,
170,18,13c_o_j13__j12,3.0,0.01,
170,19,c_el3p_j1__el3p_j0,3.0,0.01,
170,20,c_el3p_j2__el3p_j1,3.0,0.01,
171,0,co_v0_j4__v0_j3,3.0,0.01,
171,1,co_v0_j5__v0_j4,3.0,0.01,
171,2,co_v0_j6__v0_j5,3.0,0.01,
171,3,co_v0_j7__v0_j6,3.0,0.01,
171,4,co_v0_j8__v0_j7,3.0,0.01,
171,5,co_v0_j9__v0_j8,3.0,0.01,
171,6,co_v0_j10__v0_j9,3.0,0.01,
171,7,co_v0_j11__v0_j10,3.0,0.01,
171,8,co_v0_j12__v0_j11,3.0,0.01,
171,9,co_v0_j13__v0_j12,3.0,0.01,
171,10,13c_o_j5__j4,3.0,0.01,
171,11,13c_o_j6__j5,3.0,0.01,
171,12,13c_o_j7__j6,3.0,0.01,
171,13,13c_o_j8__j7,3.0,0.01,
171,14,13c_o_j9__j8,3.0,0.01,
171,15,13c_o_j10__j9,3.0,0.01,
171,16,13c_o_j11__j10,3.0,0.01,
171,17,13c_o_j12__j11,3.0,0.01,
171,18,13c_o_j13__j12,3.0,0.01,
171,19,c_el3p_j1__el3p_j0,3.0,0.01,
171,20,c_el3p_j2__el3p_j1,3.0,0.01,
172,0,co_v0_j4__v0_j3,3.0,0.01,
172,1,co_v0_j5__v0_j4,3.0,0.01,
172,2,co_v0_j6__v0_j5,3.0,0.01,
172,3,co_v0_j7__v0_j6,3.0,0.01,
172,4,co_v0_j8__v0_j7,3.0,0.01,
172,5,co_v0_j9__v0_j8,3.0,0.01,
172,6,co_v0_j10__v0_j9,3.0,0.01,
172,7,co_v0_j11__v0_j10,3.0,0.01,
172,8,co_v0_j12__v0_j11,3.0,0.01,
172,9,co_v0_j13__v0_j12,3.0,0.01,
172,10,13c_o_j5__j4,3.0,0.01,
172,11,13c_o_j6__j5,3.0,0.01,
172,12,13c_o_j7__j6,3.0,0.01,
172,13,13c_o_j8__j7,3.0,0.01,
172,14,13c_o_j9__j8,3.0,0.01,
172,15,13c_o_j10__j9,3.0,0.01,
172,16,13c_o_j11__j10,3.0,0.01,
172,17,13c_o_j12__j11,3.0,0.01,
172,18,13c_o_j13__j12,3.0,0.01,
172,19,c_el3p_j1__el3p_j0,3.0,0.01,
172,20,c_el3p_j2__el3p_j1,3.0,0.01,
173,0,co_v0_j4__v0_j3,3.0,0.01,
173,1,co_v0_j5__v0_j4,3.0,0.01,
173,2,co_v0_j6__v0_j5,3.0,0.01,
173,3,co_v0_j7__v0_j6,3.0,0.01,
173,4,co_v0_j8__v0_j7,3.0,0.01,
173,5,co_v0_j9__v0_j8,3.0,0.01,
173,6,co_v0_j10__v0_j9,3.0,0.01,
173,7,co_v0_j11__v0_j10,3.0,0.01,
173,8,co_v0_j12__v0_j11,3.0,0.01,
173,9,co_v0_j13__v0_j12,3.0,0.01,
173,10,13c_o_j5__j4,3.0,0.01,
173,11,13c_o_j6__j5,3.0,0.01,
173,12,13c_o_j7__j6,3.0,0.01,
173,13,13c_o_j8__j7,3.0,0.01,
173,14,13c_o_j9__j8,3.0,0.01,
173,15,13c_o_j10__j9,3.0,0.01,
173,16,13c_o_j11__j10,3.0,0.01,
173,17,13c_o_j12__j11,3.0,0.01,
173,18,13c_o_j13__j12,3.0,0.01,
173,19,c_el3p_j1__el3p_j0,3.0,0.01,
173,20,c_el3p_j2__el3p_j1,3.0,0.01,
174,0,co_v0_j4__v0_j3,3.0,0.01,
174,1,co_v0_j5__v0_j4,3.0,0.01,
174,2,co_v0_j6__v0_j5,3.0,0.01,
174,3,co_v0_j7__v0_j6,3.0,0.01,
174,4,co_v0_j8__v0_j7,3.0,0.01,
174,5,co_v0_j9__v0_j8,3.0,0.01,
174,6,co_v0_j10__v0_j9,3.0,0.01,
174,7,co_v0_j11__v0_j10,3.0,0.01,
174,8,co_v0_j12__v0_j11,3.0,0.01,
174,9,co_v0_j13__v0_j12,3.0,0.01,
174,10,13c_o_j5__j4,3.0,0.01,
174,11,13c_o_j6__j5,3.0,0.01,
174,12,13c_o_j7__j6,3.0,0.01,
174,13,13c_o_j8__j7,3.0,0.01,
174,14,13c_o_j9__j8,3.0,0.01,
174,15,13c_o_j10__j9,3.0,0.01,
174,16,13c_o_j11__j10,3.0,0.01,
174,17,13c_o_j12__j11,3.0,0.01,
174,18,13c_o_j13__j12,3.0,0.01,
174,19,c_el3p_j1__el3p_j0,3.0,0.01,
174,20,c_el3p_j2__el3p_j1,3.0,0.01,
175,0,co_v0_j4__v0_j3,3.0,0.01,
175,1,co_v0_j5__v0_j4,3.0,0.01,
175,2,co_v0_j6__v0_j5,3.0,0.01,
175,3,co_v0_j7__v0_j6,3.0,0.01,
175,4,co_v0_j8__v0_j7,3.0,0.01,
175,5,co_v0_j9__v0_j8,3.0,0.01,
175,6,co_v0_j10__v0_j9,3.0,0.01,
