X_Y   CO J=1-0   C2H N=1-0 J=3/2-1/2 F=2-1   C3H2 J=2-1 K+=1-0 K-=2-1   CS J=2-1   HCN J=1-0 F=2-1   HCO+ J=1-0   HNC J=1-0   SO J=3-2 K=2-1
22_22   4.9982E-08   7.4142E-10   2.3296E-10   2.5055E-09   1.6503E-09   1.6887E-09   1.0851E-09   1.5641E-09
23_22   4.8892E-08   4.9199E-10   3.1337E-10   2.7912E-09   1.7703E-09   1.8065E-09   1.1354E-09   1.7930E-09
24_22   4.8338E-08   3.6492E-10   1.9291E-10   3.1617E-09   1.9097E-09   2.0823E-09   1.1842E-09   2.1965E-09
25_22   4.8622E-08   4.5672E-10   2.3704E-10   3.4108E-09   1.9989E-09   2.3521E-09   1.3341E-09   2.5534E-09
26_22   4.9821E-08   5.8851E-10   3.0371E-10   3.5900E-09   2.0430E-09   2.4177E-09   1.4522E-09   2.6774E-09
27_22   5.1580E-08   6.0752E-10   1.6413E-10   3.7159E-09   2.1471E-09   2.3489E-09   1.5682E-09   2.6572E-09
28_22   5.2859E-08   6.3074E-10   1.5207E-10   3.8279E-09   2.3068E-09   2.4049E-09   1.6785E-09   2.6053E-09
29_22   5.3791E-08   7.0351E-10   1.1546E-10   4.0867E-09   2.4763E-09   2.5136E-09   1.6863E-09   2.6365E-09
30_22   5.6828E-08   7.4162E-10   1.7994E-10   4.4400E-09   2.5148E-09   2.6849E-09   1.6904E-09   2.7924E-09
31_22   6.3946E-08   9.5940E-10   2.6777E-10   4.6861E-09   2.7412E-09   2.9670E-09   1.9595E-09   3.1004E-09
32_22   7.2427E-08   1.2135E-09   4.4373E-10   4.7048E-09   3.1981E-09   3.3368E-09   2.4163E-09   3.4616E-09
33_22   7.5658E-08   1.3177E-09   5.9552E-10   4.5175E-09   3.4584E-09   3.7172E-09   2.6118E-09   3.5456E-09
34_22   6.8292E-08   1.3171E-09   6.6890E-10   3.9989E-09   3.3282E-09   3.7412E-09   2.4418E-09   3.1122E-09
35_22   5.0882E-08   1.1322E-09   4.2669E-10   2.9907E-09   2.5562E-09   3.2465E-09   1.9208E-09   2.1750E-09
36_22   3.1121E-08   8.8439E-10   4.0214E-10   1.7959E-09   1.5425E-09   2.2367E-09   1.2968E-09   1.1995E-09
37_22   1.6306E-08   5.3584E-10   1.3258E-10   8.5894E-10   9.1525E-10   1.1222E-09   7.1444E-10   5.6539E-10
38_22   8.1343E-09   1.9872E-10   4.9297E-11   3.6550E-10   3.3404E-10   3.4482E-10   3.8668E-10   2.5003E-10
39_22   4.8440E-09   2.3062E-11   2.2976E-11   1.9305E-10   9.5979E-11   2.0541E-10   2.5387E-10   8.5093E-11
40_22   3.9923E-09   1.0012E-10   -7.0398E-11   1.7088E-10   1.7898E-11   1.4119E-10   1.6800E-10   1.7903E-11
41_22   3.8242E-09   2.6197E-11   -4.7488E-11   1.8754E-10   -1.5269E-12   7.5136E-11   9.7785E-11   -2.6532E-11
42_22   3.7516E-09   -6.9677E-11   1.0089E-11   1.5318E-10   -8.6171E-11   5.4066E-11   5.1206E-11   -3.9929E-11
43_22   3.6309E-09   6.5873E-11   -1.3275E-10   1.3060E-10   -8.6121E-11   6.3521E-11   2.8757E-11   -1.3541E-11
44_22   3.3937E-09   2.6671E-11   -4.8022E-11   1.0357E-10   -9.7038E-11   -9.1319E-12   7.7558E-11   -2.9329E-12
0_23   5.7124E-08   3.4843E-10   8.4366E-11   2.0323E-09   1.0146E-09   1.1740E-09   6.4244E-10   1.3293E-09
1_23   5.7241E-08   3.5601E-10   7.1007E-11   2.0113E-09   1.0638E-09   1.2722E-09   7.2301E-10   1.3681E-09
2_23   5.7721E-08   4.6655E-10   2.2333E-11   2.0053E-09   1.0167E-09   1.4047E-09   7.8515E-10   1.4285E-09
3_23   5.8104E-08   4.9611E-10   9.9003E-11   2.0706E-09   1.0426E-09   1.3821E-09   7.5594E-10   1.5922E-09
4_23   5.7664E-08   3.9172E-10   1.2813E-10   2.1726E-09   1.1467E-09   1.3317E-09   7.2038E-10   1.8409E-09
5_23   5.7345E-08   4.2400E-10   1.9749E-10   2.2874E-09   1.2465E-09   1.3041E-09   7.5039E-10   1.9672E-09
6_23   5.7637E-08   4.5569E-10   8.3207E-11   2.3094E-09   1.2958E-09   1.3764E-09   8.2694E-10   1.9970E-09
7_23   5.8027E-08   5.2474E-10   1.5116E-10   2.2342E-09   1.3444E-09   1.4510E-09   9.5616E-10   1.9686E-09
8_23   5.8196E-08   4.7098E-10   1.3047E-10   2.1771E-09   1.4690E-09   1.4990E-09   9.4835E-10   1.7848E-09
9_23   5.7873E-08   5.3342E-10   1.1242E-10   2.0863E-09   1.5780E-09   1.6210E-09   1.0052E-09   1.5639E-09
10_23   5.6754E-08   5.7645E-10   1.6702E-10   1.9005E-09   1.6095E-09   1.6163E-09   1.0396E-09   1.3648E-09
11_23   5.4744E-08   5.6628E-10   2.3465E-10   1.6310E-09   1.4148E-09   1.5504E-09   9.3942E-10   1.1130E-09
12_23   5.2563E-08   6.6060E-10   1.5854E-10   1.3669E-09   1.2281E-09   1.4220E-09   8.5614E-10   8.4781E-10
13_23   5.1433E-08   6.8446E-10   8.7641E-11   1.2787E-09   1.1809E-09   1.3581E-09   7.9359E-10   7.9125E-10
14_23   5.1999E-08   6.5462E-10   1.7818E-10   1.2698E-09   1.2426E-09   1.3121E-09   7.8691E-10   9.4756E-10
15_23   5.3640E-08   6.2808E-10   1.9126E-10   1.3947E-09   1.3454E-09   1.3503E-09   8.1910E-10   1.1074E-09
16_23   5.4653E-08   6.9635E-10   1.8676E-10   1.5902E-09   1.4275E-09   1.5286E-09   8.3497E-10   1.1379E-09
17_23   5.4186E-08   7.2165E-10   2.5968E-10   1.6745E-09   1.4395E-09   1.5550E-09   9.2175E-10   1.1545E-09
18_23   5.3158E-08   7.8370E-10   3.5578E-10   1.7756E-09   1.4539E-09   1.5860E-09   9.4459E-10   1.3133E-09
19_23   5.2471E-08   7.1384E-10   2.1876E-10   1.9003E-09   1.5286E-09   1.5614E-09   1.0425E-09   1.4077E-09
20_23   5.2297E-08   6.2424E-10   1.6515E-10   1.9915E-09   1.6108E-09   1.7964E-09   1.1607E-09   1.3633E-09
21_23   5.2141E-08   6.7078E-10   1.8431E-10   2.0368E-09   1.6271E-09   1.8713E-09   1.0848E-09   1.3462E-09
22_23   5.1497E-08   6.8701E-10   3.0765E-10   2.2225E-09   1.5640E-09   1.7572E-09   1.1020E-09   1.4371E-09
23_23   5.0638E-08   4.8754E-10   2.8850E-10   2.5824E-09   1.7340E-09   1.8025E-09   1.1640E-09   1.6703E-09
24_23   5.0278E-08   3.7726E-10   1.1420E-10   3.0048E-09   1.8981E-09   1.9690E-09   1.1921E-09   2.0187E-09
25_23   5.0879E-08   4.8882E-10   1.7197E-10   3.2910E-09   1.9733E-09   2.0884E-09   1.2797E-09   2.2868E-09
26_23   5.2372E-08   5.4886E-10   3.1518E-10   3.4483E-09   2.0317E-09   2.2067E-09   1.3942E-09   2.3746E-09
27_23   5.4154E-08   6.1147E-10   2.6319E-10   3.5221E-09   2.1703E-09   2.2090E-09   1.4698E-09   2.3624E-09
28_23   5.5225E-08   5.8887E-10   2.3588E-10   3.5465E-09   2.2184E-09   2.2587E-09   1.5208E-09   2.3168E-09
29_23   5.5928E-08   6.4110E-10   9.1480E-11   3.6775E-09   2.2844E-09   2.3464E-09   1.4963E-09   2.3363E-09
30_23   5.8868E-08   7.4810E-10   1.4015E-10   3.9604E-09   2.3317E-09   2.4658E-09   1.5445E-09   2.4817E-09
31_23   6.6036E-08   8.1282E-10   2.8955E-10   4.2983E-09   2.5949E-09   2.7472E-09   1.8376E-09   2.8501E-09
32_23   7.4623E-08   1.1371E-09   4.3121E-10   4.5395E-09   3.0910E-09   3.1796E-09   2.2953E-09   3.2967E-09
33_23   7.8023E-08   1.2500E-09   4.4724E-10   4.5956E-09   3.4749E-09   3.8314E-09   2.5482E-09   3.4602E-09
34_23   7.0963E-08   1.1959E-09   5.8397E-10   4.1988E-09   3.4633E-09   3.9893E-09   2.5742E-09   3.1681E-09
35_23   5.3784E-08   1.0224E-09   6.0267E-10   3.2055E-09   2.7892E-09   3.4719E-09   2.1469E-09   2.3361E-09
36_23   3.3622E-08   8.1683E-10   4.4590E-10   1.9459E-09   1.7535E-09   2.4223E-09   1.4227E-09   1.3107E-09
37_23   1.7791E-08   5.4301E-10   1.9840E-10   9.2735E-10   9.1295E-10   1.2870E-09   7.4897E-10   5.7802E-10
38_23   8.6918E-09   2.4246E-10   6.7945E-11   3.6297E-10   3.2458E-10   5.2103E-10   3.4732E-10   2.1410E-10
39_23   4.8849E-09   -4.3730E-11   7.5085E-11   1.5809E-10   6.4432E-11   3.1407E-10   1.2031E-10   5.5144E-11
40_23   3.8451E-09   -1.0727E-10   -3.5480E-11   1.1642E-10   5.5772E-11   2.2718E-10   6.1613E-11   1.8847E-11
41_23   3.7493E-09   -1.0111E-10   7.3489E-11   1.5552E-10   1.2203E-10   1.2056E-10   4.3181E-11   -3.7806E-12
42_23   3.7778E-09   -9.1019E-11   1.1027E-10   1.7832E-10   3.1075E-11   7.0504E-11   -3.3904E-11   -2.6563E-11
43_23   3.7028E-09   -3.0112E-11   -7.7089E-11   1.0734E-10   -4.7118E-12   5.7997E-11   6.4392E-12   -6.2845E-12
44_23   3.5045E-09   -6.8802E-11   2.1393E-11   8.7025E-12   -4.0172E-12   -2.8655E-11   9.6752E-11   2.2880E-11
0_24   5.6681E-08   4.1698E-10   1.7499E-10   2.0187E-09   1.0058E-09   1.3330E-09   7.0968E-10   1.3194E-09
1_24   5.6914E-08   3.6989E-10   1.1414E-10   1.9797E-09   1.0670E-09   1.3698E-09   7.3932E-10   1.2632E-09
2_24   5.8011E-08   4.6628E-10   1.0335E-10   1.9988E-09   1.0920E-09   1.5078E-09   7.9139E-10   1.2635E-09
3_24   5.9112E-08   5.2811E-10   1.8269E-10   2.0893E-09   1.0832E-09   1.5427E-09   7.7604E-10   1.3742E-09
4_24   5.9186E-08   5.3451E-10   2.5636E-10   2.1466E-09   1.1672E-09   1.5337E-09   7.8325E-10   1.6189E-09
5_24   5.8985E-08   5.4773E-10   1.5879E-10   2.1885E-09   1.3283E-09   1.4608E-09   8.3342E-10   1.7766E-09
6_24   5.8996E-08   4.8010E-10   1.1390E-10   2.1556E-09   1.4024E-09   1.5400E-09   9.0241E-10   1.8036E-09
7_24   5.8531E-08   5.0441E-10   1.7469E-10   2.0721E-09   1.3892E-09   1.6035E-09   9.6011E-10   1.7150E-09
8_24   5.7172E-08   5.4056E-10   1.4293E-10   1.9792E-09   1.5036E-09   1.5853E-09   9.1070E-10   1.4906E-09
9_24   5.5076E-08   5.1740E-10   1.4163E-10   1.8202E-09   1.5985E-09   1.6557E-09   9.4098E-10   1.2705E-09
10_24   5.2268E-08   4.6990E-10   1.0629E-10   1.5792E-09   1.5312E-09   1.6527E-09   9.4161E-10   1.0560E-09
11_24   4.8626E-08   4.9027E-10   1.7582E-10   1.3359E-09   1.3193E-09   1.5313E-09   8.4252E-10   8.2825E-10
12_24   4.5073E-08   5.4326E-10   1.6610E-10   1.1376E-09   1.1005E-09   1.3572E-09   7.3847E-10   6.0182E-10
13_24   4.3519E-08   5.5470E-10   9.9059E-11   1.0280E-09   9.5942E-10   1.3563E-09   6.2002E-10   5.2048E-10
14_24   4.4613E-08   5.7431E-10   1.0870E-10   9.7173E-10   1.0146E-09   1.2980E-09   6.2952E-10   6.2006E-10
15_24   4.7180E-08   5.9716E-10   2.2576E-10   1.0391E-09   1.1288E-09   1.3624E-09   6.6055E-10   7.3808E-10
16_24   4.9253E-08   5.7441E-10   2.0908E-10   1.1959E-09   1.2511E-09   1.5528E-09   7.3374E-10   7.9084E-10
17_24   4.9810E-08   6.2415E-10   2.9820E-10   1.2647E-09   1.3630E-09   1.6137E-09   8.7684E-10   8.7005E-10
18_24   4.9934E-08   6.7186E-10   3.4155E-10   1.3885E-09   1.4448E-09   1.5973E-09   9.1435E-10   1.0398E-09
19_24   5.0541E-08   6.6391E-10   2.8080E-10   1.5246E-09   1.5219E-09   1.6082E-09   1.0159E-09   1.1416E-09
20_24   5.1655E-08   5.9492E-10   2.8668E-10   1.6136E-09   1.5552E-09   1.7883E-09   1.1075E-09   1.0971E-09
21_24   5.2328E-08   5.2378E-10   1.1262E-10   1.6764E-09   1.5796E-09   1.8712E-09   1.0046E-09   1.1108E-09
22_24   5.2111E-08   5.9229E-10   1.8754E-10   1.8293E-09   1.5078E-09   1.8032E-09   1.0613E-09   1.2503E-09
23_24   5.1585E-08   5.7417E-10   2.1023E-10   2.1018E-09   1.6750E-09   1.7541E-09   1.1132E-09   1.4200E-09
24_24   5.1615E-08   4.5648E-10   2.8033E-10   2.5170E-09   1.8127E-09   1.9372E-09   1.0793E-09   1.6489E-09
25_24   5.2872E-08   5.2631E-10   2.2686E-10   2.8831E-09   1.8069E-09   1.9621E-09   1.1167E-09   1.8377E-09
26_24   5.5173E-08   5.5997E-10   2.3967E-10   3.0739E-09   1.8979E-09   2.0598E-09   1.2170E-09   1.9339E-09
27_24   5.7451E-08   5.8842E-10   2.1258E-10   3.1746E-09   2.0529E-09   2.0668E-09   1.3210E-09   1.9804E-09
28_24   5.8621E-08   5.2905E-10   2.0840E-10   3.2283E-09   2.0762E-09   2.1711E-09   1.4410E-09   2.0334E-09
29_24   5.9203E-08   5.7010E-10   1.7367E-10   3.3430E-09   2.1155E-09   2.3712E-09   1.4171E-09   2.1496E-09
30_24   6.1823E-08   6.8801E-10   2.4054E-10   3.6170E-09   2.2383E-09   2.5125E-09   1.4734E-09   2.3406E-09
31_24   6.8470E-08   8.3529E-10   3.9836E-10   3.9984E-09   2.6140E-09   2.8568E-09   1.7434E-09   2.6788E-09
32_24   7.6594E-08   1.1134E-09   3.3778E-10   4.3690E-09   3.0652E-09   3.3113E-09   2.1486E-09   3.1256E-09
33_24   8.0139E-08   1.2506E-09   3.7310E-10   4.5807E-09   3.5335E-09   3.8594E-09   2.4650E-09   3.3586E-09
34_24   7.3936E-08   1.3489E-09   5.7458E-10   4.3105E-09   3.5689E-09   3.9794E-09   2.5269E-09   3.2150E-09
35_24   5.7672E-08   1.1689E-09   4.1491E-10   3.4362E-09   2.8611E-09   3.5087E-09   2.1545E-09   2.5464E-09
36_24   3.7524E-08   9.8690E-10   4.1473E-10   2.2200E-09   1.8462E-09   2.5851E-09   1.5090E-09   1.5294E-09
37_24   2.0569E-08   7.4364E-10   1.3709E-10   1.1222E-09   9.2921E-10   1.5550E-09   7.6316E-10   7.0817E-10
38_24   1.0130E-08   4.1502E-10   1.3775E-10   4.3585E-10   3.5547E-10   6.8997E-10   2.5239E-10   2.8337E-10
39_24   5.4430E-09   5.6154E-11   3.1875E-11   1.6027E-10   9.5162E-11   3.0643E-10   1.1366E-10   8.8844E-11
40_24   3.9128E-09   -7.0560E-11   -4.4765E-11   7.6565E-11   9.1406E-11   1.4937E-10   9.0498E-11   1.8827E-11
41_24   3.6559E-09   -6.8704E-11   1.6316E-11   8.3288E-11   1.2054E-10   7.0330E-11   6.1398E-11   1.4039E-11
42_24   3.6793E-09   2.1059E-12   -6.5922E-11   1.2287E-10   -1.3554E-11   1.3443E-10   1.0971E-11   1.2669E-11
43_24   3.6053E-09   3.1988E-11   -1.2304E-10   8.5881E-11   -5.2189E-11   9.4344E-11   1.0347E-10   3.6403E-11
44_24   3.4342E-09   -1.0443E-11   2.1242E-12   -8.4189E-12   -1.3300E-11   -1.2399E-11   1.5096E-10   4.9181E-11
0_25   5.6198E-08   4.2470E-10   2.1539E-10   1.9733E-09   1.1038E-09   1.5040E-09   7.9589E-10   1.2814E-09
1_25   5.6436E-08   3.7126E-10   1.8216E-10   1.9026E-09   1.1591E-09   1.5002E-09   7.4569E-10   1.1669E-09
2_25   5.8006E-08   4.1235E-10   1.6909E-10   1.9018E-09   1.1526E-09   1.6093E-09   8.1138E-10   1.1944E-09
3_25   5.9931E-08   5.4249E-10   1.8221E-10   1.9853E-09   1.1437E-09   1.6298E-09   8.5158E-10   1.3105E-09
4_25   6.0712E-08   6.2560E-10   2.0847E-10   2.0124E-09   1.2185E-09   1.5777E-09   8.4224E-10   1.4787E-09
5_25   6.0281E-08   6.1999E-10   1.9865E-10   1.9954E-09   1.3494E-09   1.5469E-09   8.8569E-10   1.5861E-09
6_25   5.9198E-08   5.9496E-10   2.4077E-10   1.9041E-09   1.3880E-09   1.6414E-09   8.5625E-10   1.5770E-09
7_25   5.7091E-08   5.7019E-10   2.0368E-10   1.7664E-09   1.3521E-09   1.6844E-09   9.0904E-10   1.4667E-09
8_25   5.3666E-08   4.8637E-10   1.8368E-10   1.5971E-09   1.4285E-09   1.5850E-09   8.6116E-10   1.2404E-09
9_25   4.9526E-08   4.4819E-10   1.7528E-10   1.3866E-09   1.4564E-09   1.5846E-09   8.2539E-10   1.0290E-09
10_25   4.5107E-08   4.0730E-10   1.5361E-10   1.1634E-09   1.2570E-09   1.5560E-09   7.9352E-10   8.3481E-10
11_25   4.0418E-08   4.3267E-10   1.3392E-10   9.8609E-10   1.0267E-09   1.4013E-09   6.8716E-10   6.5930E-10
12_25   3.6218E-08   4.9330E-10   1.1759E-10   8.6390E-10   8.3045E-10   1.2548E-09   5.5453E-10   5.0567E-10
13_25   3.4409E-08   5.4800E-10   1.2824E-10   7.5307E-10   7.3354E-10   1.2226E-09   4.4466E-10   4.2536E-10
14_25   3.5651E-08   5.5970E-10   6.1865E-11   6.9377E-10   8.3178E-10   1.1589E-09   4.3980E-10   4.2157E-10
15_25   3.8778E-08   5.1745E-10   1.4094E-10   7.5422E-10   9.7077E-10   1.2353E-09   4.4913E-10   4.6716E-10
16_25   4.1977E-08   5.1556E-10   1.6835E-10   8.7712E-10   1.1202E-09   1.4266E-09   5.4034E-10   5.5741E-10
17_25   4.3914E-08   5.3769E-10   2.5293E-10   9.7566E-10   1.2663E-09   1.5288E-09   7.1244E-10   6.9260E-10
18_25   4.5395E-08   5.0289E-10   2.5927E-10   1.1579E-09   1.3815E-09   1.5829E-09   8.0773E-10   8.1952E-10
19_25   4.7384E-08   5.2517E-10   2.7757E-10   1.3111E-09   1.4924E-09   1.5730E-09   8.4698E-10   8.8582E-10
20_25   4.9825E-08   5.4412E-10   1.5058E-10   1.3787E-09   1.4989E-09   1.6804E-09   9.5660E-10   8.8422E-10
21_25   5.1294E-08   4.5072E-10   1.1239E-10   1.4299E-09   1.5686E-09   1.7380E-09   9.6463E-10   9.2726E-10
22_25   5.1506E-08   5.3623E-10   2.2455E-10   1.5430E-09   1.5777E-09   1.7678E-09   1.0095E-09   1.0717E-09
23_25   5.1386E-08   6.1205E-10   1.4690E-10   1.7508E-09   1.6811E-09   1.7834E-09   1.0238E-09   1.1619E-09
24_25   5.1918E-08   5.0987E-10   3.0716E-10   2.1235E-09   1.7167E-09   1.8713E-09   1.0008E-09   1.2964E-09
25_25   5.3890E-08   4.7841E-10   1.4518E-10   2.5148E-09   1.6848E-09   1.9233E-09   1.0270E-09   1.5027E-09
26_25   5.6836E-08   5.5691E-10   1.3294E-10   2.7744E-09   1.7816E-09   2.0740E-09   1.0985E-09   1.6691E-09
27_25   5.9276E-08   4.9914E-10   1.8169E-10   2.9643E-09   1.9378E-09   2.0950E-09   1.2056E-09   1.8325E-09
28_25   6.0372E-08   5.2790E-10   1.2459E-10   3.1341E-09   2.0181E-09   2.2398E-09   1.3827E-09   2.0404E-09
29_25   6.1141E-08   5.8812E-10   1.2804E-10   3.3470E-09   2.1413E-09   2.5044E-09   1.4270E-09   2.2828E-09
30_25   6.4049E-08   7.1648E-10   2.0467E-10   3.6351E-09   2.3377E-09   2.6743E-09   1.5003E-09   2.4912E-09
31_25   7.0482E-08   9.0374E-10   2.8656E-10   3.9878E-09   2.6313E-09   3.0149E-09   1.6971E-09   2.7404E-09
32_25   7.7823E-08   1.0785E-09   3.0097E-10   4.3634E-09   3.0178E-09   3.4771E-09   2.0873E-09   3.1031E-09
33_25   8.0843E-08   1.2831E-09   4.0528E-10   4.5980E-09   3.4607E-09   3.9823E-09   2.4186E-09   3.3195E-09
34_25   7.5010E-08   1.3440E-09   5.8710E-10   4.3740E-09   3.5260E-09   4.0571E-09   2.4194E-09   3.2260E-09
35_25   5.9853E-08   1.2138E-09   3.8357E-10   3.5434E-09   2.9148E-09   3.6304E-09   2.0740E-09   2.6330E-09
36_25   4.0521E-08   8.5420E-10   3.7297E-10   2.3831E-09   1.9306E-09   2.7895E-09   1.5912E-09   1.6625E-09
37_25   2.3219E-08   5.9346E-10   7.3829E-11   1.2930E-09   1.0336E-09   1.7869E-09   9.9582E-10   8.3021E-10
38_25   1.1763E-08   2.4120E-10   1.8378E-10   5.4494E-10   3.9418E-10   7.4820E-10   4.1131E-10   3.5146E-10
39_25   6.2203E-09   6.1566E-11   9.6105E-12   1.9703E-10   1.1982E-10   3.5926E-10   1.8333E-10   1.0596E-10
40_25   4.1477E-09   1.8100E-11   2.4269E-11   7.7560E-11   3.1686E-11   1.7496E-10   7.2449E-11   1.4878E-11
41_25   3.6112E-09   -4.4105E-11   1.7286E-10   6.1739E-11   -1.0005E-11   2.2526E-11   3.9865E-11   4.8494E-11
42_25   3.5330E-09   -6.2539E-11   2.7773E-11   6.9024E-11   -4.2198E-11   1.1878E-10   6.7307E-11   6.7120E-11
43_25   3.4354E-09   -3.9535E-11   -7.6236E-11   4.6412E-11   -2.0370E-11   9.7812E-11   1.1635E-10   7.3104E-11
44_25   3.2768E-09   9.5994E-12   -1.0457E-10   -1.5208E-12   -4.6005E-11   5.3237E-11   9.0546E-11   5.4931E-11
0_26   5.6052E-08   4.5690E-10   1.2629E-10   1.8863E-09   1.1703E-09   1.5857E-09   7.7887E-10   1.1971E-09
1_26   5.6023E-08   4.4607E-10   6.4164E-11   1.7807E-09   1.2024E-09   1.5947E-09   7.4553E-10   1.0928E-09
2_26   5.7673E-08   5.2338E-10   1.1317E-10   1.7183E-09   1.1889E-09   1.6515E-09   7.7813E-10   1.1967E-09
3_26   6.0219E-08   5.5671E-10   1.7865E-10   1.7506E-09   1.1959E-09   1.6752E-09   8.5894E-10   1.3212E-09
4_26   6.1513E-08   6.5474E-10   1.4775E-10   1.7456E-09   1.2622E-09   1.7027E-09   8.2294E-10   1.3991E-09
5_26   6.0273E-08   6.4348E-10   2.0900E-10   1.7106E-09   1.3117E-09   1.6507E-09   8.8211E-10   1.4125E-09
6_26   5.7152E-08   6.0402E-10   2.3054E-10   1.5898E-09   1.2609E-09   1.5528E-09   8.0827E-10   1.3233E-09
7_26   5.2776E-08   5.8360E-10   1.7010E-10   1.3813E-09   1.1672E-09   1.5690E-09   7.9329E-10   1.1938E-09
8_26   4.7272E-08   4.2589E-10   1.4866E-10   1.1452E-09   1.2004E-09   1.4905E-09   7.1532E-10   9.8101E-10
9_26   4.1602E-08   3.9362E-10   2.2152E-10   9.2344E-10   1.1512E-09   1.4134E-09   6.4216E-10   7.7582E-10
10_26   3.6509E-08   3.5940E-10   1.5676E-10   7.5125E-10   9.2920E-10   1.3447E-09   6.0433E-10   6.3954E-10
11_26   3.1970E-08   3.4824E-10   9.4133E-11   6.5921E-10   7.3307E-10   1.2188E-09   4.9461E-10   5.2978E-10
12_26   2.8158E-08   3.3075E-10   1.2693E-10   5.7991E-10   5.7553E-10   1.1025E-09   3.5517E-10   4.3258E-10
13_26   2.6329E-08   3.8956E-10   1.1231E-10   5.0028E-10   5.1261E-10   1.0221E-09   3.1106E-10   4.0796E-10
14_26   2.7185E-08   4.3181E-10   9.5258E-11   4.9033E-10   5.9348E-10   9.3966E-10   2.9146E-10   3.8820E-10
15_26   3.0099E-08   3.8438E-10   9.3136E-11   5.5429E-10   7.4532E-10   1.0346E-09   2.6360E-10   3.5815E-10
16_26   3.3792E-08   4.7918E-10   1.6218E-10   6.5019E-10   9.2126E-10   1.2361E-09   4.2472E-10   3.9595E-10
17_26   3.6914E-08   4.1802E-10   2.7405E-10   7.9820E-10   1.0808E-09   1.4284E-09   5.6109E-10   5.1924E-10
18_26   3.9754E-08   4.0514E-10   2.4366E-10   9.9074E-10   1.2082E-09   1.5235E-09   6.7893E-10   6.2232E-10
19_26   4.3046E-08   5.5931E-10   3.1159E-10   1.1239E-09   1.3135E-09   1.4244E-09   7.2753E-10   6.9824E-10
20_26   4.6618E-08   6.1739E-10   1.7164E-10   1.1992E-09   1.3370E-09   1.5804E-09   8.2739E-10   7.6502E-10
21_26   4.8921E-08   4.9342E-10   4.7205E-12   1.2743E-09   1.4256E-09   1.5845E-09   8.3332E-10   8.1509E-10
22_26   4.9875E-08   5.3148E-10   2.2447E-10   1.4048E-09   1.4663E-09   1.6013E-09   8.8063E-10   9.4201E-10
23_26   5.0399E-08   6.2531E-10   1.4629E-10   1.5889E-09   1.5608E-09   1.7205E-09   8.7666E-10   1.0286E-09
24_26   5.1392E-08   5.0063E-10   2.3685E-10   1.8817E-09   1.6319E-09   1.7538E-09   8.9027E-10   1.1517E-09
25_26   5.3550E-08   4.0831E-10   1.4183E-10   2.2316E-09   1.6603E-09   1.8852E-09   9.9210E-10   1.3800E-09
26_26   5.6292E-08   5.1219E-10   9.8954E-11   2.5800E-09   1.8002E-09   2.1032E-09   1.1090E-09   1.6106E-09
27_26   5.8293E-08   5.4006E-10   1.9476E-10   2.9068E-09   1.9239E-09   2.1451E-09   1.1839E-09   1.9081E-09
28_26   5.9151E-08   5.5764E-10   1.3583E-10   3.2295E-09   2.0168E-09   2.3260E-09   1.3666E-09   2.2878E-09
29_26   6.0290E-08   6.0638E-10   1.3786E-10   3.5711E-09   2.1776E-09   2.5791E-09   1.5379E-09   2.6307E-09
30_26   6.3812E-08   7.6075E-10   1.6540E-10   3.8268E-09   2.3491E-09   2.9057E-09   1.6082E-09   2.8206E-09
31_26   7.0065E-08   8.8583E-10   2.4057E-10   4.0751E-09   2.5950E-09   3.2610E-09   1.7511E-09   2.9881E-09
32_26   7.6297E-08   9.7866E-10   2.6795E-10   4.3592E-09   2.9159E-09   3.5648E-09   2.0444E-09   3.1850E-09
33_26   7.8349E-08   1.1745E-09   4.1561E-10   4.5184E-09   3.2998E-09   3.9487E-09   2.3206E-09   3.2370E-09
34_26   7.2789E-08   1.3446E-09   4.7848E-10   4.2529E-09   3.3886E-09   4.0737E-09   2.3609E-09   3.0697E-09
35_26   5.9443E-08   1.2279E-09   4.3791E-10   3.4067E-09   2.9522E-09   3.8302E-09   2.0703E-09   2.4671E-09
36_26   4.2095E-08   8.1138E-10   4.2594E-10   2.3158E-09   2.1501E-09   3.0030E-09   1.6283E-09   1.5904E-09
37_26   2.5426E-08   5.1285E-10   2.5360E-10   1.3263E-09   1.2811E-09   1.9721E-09   1.1081E-09   8.4144E-10
38_26   1.3297E-08   2.4013E-10   2.6989E-10   6.1361E-10   6.2294E-10   8.9419E-10   5.0580E-10   3.5613E-10
39_26   6.8645E-09   1.1921E-10   1.0438E-10   2.2233E-10   2.6950E-10   3.4614E-10   2.1526E-10   9.5315E-11
40_26   4.2816E-09   4.7222E-11   -6.5342E-11   7.4821E-11   2.7729E-12   1.4572E-10   6.1291E-11   3.6547E-11
41_26   3.5244E-09   -1.2336E-10   9.5631E-11   5.7508E-11   -7.7623E-11   4.6411E-11   1.0363E-12   9.5409E-11
42_26   3.3941E-09   -8.5272E-11   2.5562E-11   5.1126E-11   -1.3222E-10   8.3150E-11   3.6382E-12   9.4608E-11
43_26   3.3045E-09   -8.4967E-11   -6.4400E-11   1.2306E-11   -6.0813E-11   3.1714E-11   -3.8717E-12   9.5975E-11
44_26   3.1330E-09   -2.3536E-11   -8.1130E-11   -2.9167E-12   5.1053E-12   -2.0795E-11   -5.0725E-12   1.0918E-10
