X_Y   CO J=1-0   C2H N=1-0 J=3/2-1/2 F=2-1   C3H2 J=2-1 K+=1-0 K-=2-1   CS J=2-1   HCN J=1-0 F=2-1   HCO+ J=1-0   HNC J=1-0   SO J=3-2 K=2-1
25_14   1.4180E-10   4.9364E-11   4.3240E-11   3.4717E-11   1.5091E-11   3.8092E-11   3.0657E-11   3.8653E-11
26_14   1.3393E-10   5.1713E-11   4.5258E-11   3.1980E-11   2.9323E-11   6.0732E-11   2.8328E-11   3.9171E-11
27_14   1.1163E-10   4.7407E-11   4.0629E-11   2.6109E-11   3.2154E-11   5.4915E-11   2.9971E-11   3.5265E-11
28_14   1.2801E-10   4.5835E-11   5.4806E-11   3.1223E-11   3.4360E-11   5.1466E-11   3.8666E-11   3.6259E-11
29_14   1.6990E-10   3.6407E-11   4.1800E-11   3.0121E-11   2.7767E-11   3.3383E-11   4.0410E-11   3.9382E-11
30_14   1.6002E-10   4.2112E-11   4.1660E-11   2.9879E-11   2.9130E-11   3.4606E-11   4.0369E-11   3.7330E-11
31_14   1.4418E-10   5.2182E-11   3.9687E-11   3.1945E-11   3.5600E-11   3.3986E-11   3.7946E-11   3.2778E-11
32_14   1.6029E-10   5.5586E-11   4.4203E-11   3.7738E-11   2.7803E-11   4.6820E-11   3.7668E-11   3.3634E-11
33_14   1.6391E-10   5.2608E-11   4.1869E-11   4.2041E-11   3.4281E-11   4.2316E-11   3.9056E-11   3.6902E-11
34_14   1.5536E-10   4.8852E-11   4.4505E-11   3.5506E-11   3.9651E-11   4.3211E-11   3.8480E-11   3.6379E-11
35_14   1.3551E-10   5.1847E-11   5.1174E-11   2.9789E-11   4.7440E-11   3.3757E-11   4.1282E-11   3.1920E-11
36_14   1.4967E-10   5.3585E-11   4.7519E-11   2.5932E-11   3.3982E-11   3.8033E-11   4.4916E-11   3.1894E-11
37_14   1.8099E-10   5.0196E-11   4.7624E-11   3.0879E-11   5.7765E-11   4.0331E-11   4.2506E-11   3.4632E-11
38_14   1.6667E-10   5.0305E-11   4.6269E-11   3.5515E-11   7.0168E-11   4.0913E-11   4.1536E-11   3.6821E-11
39_14   1.4907E-10   4.3385E-11   5.1794E-11   3.6819E-11   3.4332E-11   3.6577E-11   4.7923E-11   3.4067E-11
40_14   1.5137E-10   4.9061E-11   4.4427E-11   3.7621E-11   3.9517E-11   3.5470E-11   4.5226E-11   3.4115E-11
41_14   1.5930E-10   6.3405E-11   3.5681E-11   3.1368E-11   5.7373E-11   4.1205E-11   4.3886E-11   3.4017E-11
42_14   1.5124E-10   5.0572E-11   5.0372E-11   3.0309E-11   4.1166E-11   4.0627E-11   4.2372E-11   3.2162E-11
43_14   1.0822E-10   5.5448E-11   4.3486E-11   3.1872E-11   4.2389E-11   4.8690E-11   4.0716E-11   3.4826E-11
44_14   8.4962E-11   6.7764E-11   4.2268E-11   2.8784E-11   5.1140E-11   4.9710E-11   4.8618E-11   3.5500E-11
0_15   1.7597E-10   3.8785E-11   3.1226E-11   3.5029E-11   1.9111E-11   3.5506E-11   3.5164E-11   3.6752E-11
1_15   1.8214E-10   3.2478E-11   3.6448E-11   3.7139E-11   3.6069E-11   3.6507E-11   3.2523E-11   4.0558E-11
2_15   1.7525E-10   4.6960E-11   3.9460E-11   4.0622E-11   3.1137E-11   3.8857E-11   3.0605E-11   4.4199E-11
3_15   1.9532E-10   3.5945E-11   4.6487E-11   3.8237E-11   2.1693E-11   3.3766E-11   3.2684E-11   3.7240E-11
4_15   1.8317E-10   3.6341E-11   3.6639E-11   3.6053E-11   2.1976E-11   3.8704E-11   3.6913E-11   3.1463E-11
5_15   1.5186E-10   3.9621E-11   3.9028E-11   3.4180E-11   2.7639E-11   3.8065E-11   3.6324E-11   3.4719E-11
6_15   1.3391E-10   4.1575E-11   3.6297E-11   3.5666E-11   1.6203E-11   3.3990E-11   3.3288E-11   3.4400E-11
7_15   1.3493E-10   4.8277E-11   3.1433E-11   3.7876E-11   2.9016E-11   3.3026E-11   3.0013E-11   3.2878E-11
8_15   1.3415E-10   4.7110E-11   3.2100E-11   3.7195E-11   2.8529E-11   2.6822E-11   2.5714E-11   3.2058E-11
9_15   1.2310E-10   3.8640E-11   3.2972E-11   3.2538E-11   3.6096E-11   2.6642E-11   3.0164E-11   4.1058E-11
10_15   1.4435E-10   3.3452E-11   2.7413E-11   4.1546E-11   1.9300E-11   3.4530E-11   3.6290E-11   3.8466E-11
11_15   1.7563E-10   3.2930E-11   3.2919E-11   4.3627E-11   1.8732E-11   2.9226E-11   3.6647E-11   2.8962E-11
12_15   1.8628E-10   3.5764E-11   2.8920E-11   3.6345E-11   3.0643E-11   2.7205E-11   2.8869E-11   2.8560E-11
13_15   1.6722E-10   4.1438E-11   3.1292E-11   3.6617E-11   4.7193E-11   3.1494E-11   2.5369E-11   3.5959E-11
14_15   1.6796E-10   4.1019E-11   3.4653E-11   3.8718E-11   4.9258E-11   3.1296E-11   3.0102E-11   4.1488E-11
15_15   1.7903E-10   4.2791E-11   3.9727E-11   3.7058E-11   2.9855E-11   3.3472E-11   3.0873E-11   4.2197E-11
16_15   1.4516E-10   3.8652E-11   4.1924E-11   3.6040E-11   3.7296E-11   3.0491E-11   2.6314E-11   3.9868E-11
17_15   1.1957E-10   4.1392E-11   4.1361E-11   3.9539E-11   3.4047E-11   2.8827E-11   3.2031E-11   3.7410E-11
18_15   1.5095E-10   4.6969E-11   3.8710E-11   3.8954E-11   4.1122E-11   3.9710E-11   3.1264E-11   3.5297E-11
19_15   1.7103E-10   3.4273E-11   4.4099E-11   3.6840E-11   5.4568E-11   4.3947E-11   3.4102E-11   3.9514E-11
20_15   1.7842E-10   4.2997E-11   4.4930E-11   3.5429E-11   3.2574E-11   5.3885E-11   4.6867E-11   4.4569E-11
21_15   1.3681E-10   5.3011E-11   4.4263E-11   2.9855E-11   3.8058E-11   6.3540E-11   5.3379E-11   4.2587E-11
22_15   1.3038E-10   4.7431E-11   4.6316E-11   3.5102E-11   2.4085E-11   4.3260E-11   4.6079E-11   4.0384E-11
23_15   1.4257E-10   4.4819E-11   4.3968E-11   3.6596E-11   2.7582E-11   3.6726E-11   3.7700E-11   3.5643E-11
24_15   1.4325E-10   5.3567E-11   4.5123E-11   3.6322E-11   3.7989E-11   3.7244E-11   2.9086E-11   3.3321E-11
25_15   1.6172E-10   4.9244E-11   4.2656E-11   4.4058E-11   2.6855E-11   3.7713E-11   2.9127E-11   3.7073E-11
26_15   1.6431E-10   5.3697E-11   4.4322E-11   3.8224E-11   1.4438E-11   5.9643E-11   3.4609E-11   4.1747E-11
27_15   1.3316E-10   4.0195E-11   4.4234E-11   2.8227E-11   2.8645E-11   5.6948E-11   3.4877E-11   3.9275E-11
28_15   1.4961E-10   4.2303E-11   4.4194E-11   2.9823E-11   3.0855E-11   5.2103E-11   4.3879E-11   3.2961E-11
29_15   1.7274E-10   4.9389E-11   4.2392E-11   3.4269E-11   2.0250E-11   3.2512E-11   4.3252E-11   3.8469E-11
30_15   1.5361E-10   4.6566E-11   3.1356E-11   3.6594E-11   1.8104E-11   5.1583E-11   4.4656E-11   4.0912E-11
31_15   1.3450E-10   4.1603E-11   4.1535E-11   3.5256E-11   2.6815E-11   4.9150E-11   4.2640E-11   3.6831E-11
32_15   1.6459E-10   4.9368E-11   4.8881E-11   3.6791E-11   3.0575E-11   4.5647E-11   3.5777E-11   3.7677E-11
33_15   1.8460E-10   5.5854E-11   5.4112E-11   3.5661E-11   3.4125E-11   4.7376E-11   3.7423E-11   3.7182E-11
34_15   1.7554E-10   5.3949E-11   5.3466E-11   3.2270E-11   4.2170E-11   4.2013E-11   3.6440E-11   3.5879E-11
35_15   1.3099E-10   5.7603E-11   5.0605E-11   3.0416E-11   3.8636E-11   3.8805E-11   4.2648E-11   3.0086E-11
36_15   1.4907E-10   5.8000E-11   4.9793E-11   2.9603E-11   2.2339E-11   4.4660E-11   3.8393E-11   2.9123E-11
37_15   1.7797E-10   5.2745E-11   4.2583E-11   3.2579E-11   3.0335E-11   4.4687E-11   4.5485E-11   3.2407E-11
38_15   1.6141E-10   5.3205E-11   5.5807E-11   3.3200E-11   5.1438E-11   3.9554E-11   4.0555E-11   3.2638E-11
39_15   1.5627E-10   4.6223E-11   5.9789E-11   3.1036E-11   2.6969E-11   3.4694E-11   4.5190E-11   3.0199E-11
40_15   1.5548E-10   5.6000E-11   6.1499E-11   3.1539E-11   3.2430E-11   3.5006E-11   4.1628E-11   3.0554E-11
41_15   1.5895E-10   6.5355E-11   4.9077E-11   2.8707E-11   4.1533E-11   3.3378E-11   4.1035E-11   3.3830E-11
42_15   1.4260E-10   5.2498E-11   4.5007E-11   2.8623E-11   4.8659E-11   4.1710E-11   4.2674E-11   3.3394E-11
43_15   9.5708E-11   5.2601E-11   4.1834E-11   3.0947E-11   5.0067E-11   4.9181E-11   4.3626E-11   3.7089E-11
44_15   1.0134E-10   4.9274E-11   4.8026E-11   3.3386E-11   4.5352E-11   4.4912E-11   4.0873E-11   3.7058E-11
0_16   2.0233E-10   3.3058E-11   3.6465E-11   3.5930E-11   2.1659E-11   4.7773E-11   2.9064E-11   3.1164E-11
1_16   1.8313E-10   3.1113E-11   3.6816E-11   3.9916E-11   3.5412E-11   4.2712E-11   3.0270E-11   3.5580E-11
2_16   1.4938E-10   4.4054E-11   3.9463E-11   3.8951E-11   3.1442E-11   4.2164E-11   3.3053E-11   3.9237E-11
3_16   1.6939E-10   3.6970E-11   3.2185E-11   3.4472E-11   3.2574E-11   3.7572E-11   3.0289E-11   3.2750E-11
4_16   1.9151E-10   4.3864E-11   4.3248E-11   3.4494E-11   3.0142E-11   4.1156E-11   3.1785E-11   3.3843E-11
5_16   1.9739E-10   4.2134E-11   4.1846E-11   3.7733E-11   2.8980E-11   4.8257E-11   3.8124E-11   3.9148E-11
6_16   1.8080E-10   3.9699E-11   3.4433E-11   3.3990E-11   1.4384E-11   3.4340E-11   3.9133E-11   3.4792E-11
7_16   1.5271E-10   4.0981E-11   3.4546E-11   3.4516E-11   1.9820E-11   3.6025E-11   3.6425E-11   3.6157E-11
8_16   1.3627E-10   2.9813E-11   3.2188E-11   3.7010E-11   1.9600E-11   3.4606E-11   2.6569E-11   3.1829E-11
9_16   1.3143E-10   3.7707E-11   3.0908E-11   3.4935E-11   3.3869E-11   3.1805E-11   3.0218E-11   4.0184E-11
10_16   1.5543E-10   3.2778E-11   3.2729E-11   4.0789E-11   2.9683E-11   2.9538E-11   3.4155E-11   4.2305E-11
11_16   1.6552E-10   3.8805E-11   3.1674E-11   4.2235E-11   2.9108E-11   2.7469E-11   3.4930E-11   3.2038E-11
12_16   1.6360E-10   4.3079E-11   2.9905E-11   3.2933E-11   3.1196E-11   3.2687E-11   3.0486E-11   3.2064E-11
13_16   1.4936E-10   4.3136E-11   2.4003E-11   3.0485E-11   3.1889E-11   3.5430E-11   2.8423E-11   3.8234E-11
14_16   1.5358E-10   3.6366E-11   2.5020E-11   3.2461E-11   3.5185E-11   2.9877E-11   2.8935E-11   4.6575E-11
15_16   1.7531E-10   3.7177E-11   3.2431E-11   3.2281E-11   2.7803E-11   2.8735E-11   3.1158E-11   4.2118E-11
16_16   1.5984E-10   3.1279E-11   3.5047E-11   2.7993E-11   4.3813E-11   3.4556E-11   4.0217E-11   3.6936E-11
17_16   1.1999E-10   3.8043E-11   3.8116E-11   3.2761E-11   3.0024E-11   2.9272E-11   3.5966E-11   3.6101E-11
18_16   1.3412E-10   4.3584E-11   4.2899E-11   3.4265E-11   2.1588E-11   4.0131E-11   3.2337E-11   3.9660E-11
19_16   1.6235E-10   3.7454E-11   3.9527E-11   3.9288E-11   3.6702E-11   4.4308E-11   3.9555E-11   4.6402E-11
20_16   1.6076E-10   3.6133E-11   4.4338E-11   4.1208E-11   2.1736E-11   4.5590E-11   5.3249E-11   4.2621E-11
21_16   1.2501E-10   5.8192E-11   4.5725E-11   3.0935E-11   2.5260E-11   4.9025E-11   5.3253E-11   4.1709E-11
22_16   1.3876E-10   5.3612E-11   4.2609E-11   3.3733E-11   2.2167E-11   3.1146E-11   4.5128E-11   4.2061E-11
23_16   1.5319E-10   5.0488E-11   4.6476E-11   3.7718E-11   2.7050E-11   3.8167E-11   4.5082E-11   3.7456E-11
24_16   1.5565E-10   4.6686E-11   4.2839E-11   4.2218E-11   3.1056E-11   3.8062E-11   3.6243E-11   3.6447E-11
25_16   1.4968E-10   4.0321E-11   4.1236E-11   4.4188E-11   3.6414E-11   3.6860E-11   3.2988E-11   3.3907E-11
26_16   1.5643E-10   4.8386E-11   4.1918E-11   3.8729E-11   2.9709E-11   4.0021E-11   3.3084E-11   3.5957E-11
27_16   1.5489E-10   4.5576E-11   3.5609E-11   3.4686E-11   2.7491E-11   4.3639E-11   3.7324E-11   3.8752E-11
28_16   1.4804E-10   4.1714E-11   4.2058E-11   3.5908E-11   3.4241E-11   4.4695E-11   4.1872E-11   3.4778E-11
29_16   1.6442E-10   4.2057E-11   4.3336E-11   3.6342E-11   5.0428E-11   3.8782E-11   4.3464E-11   3.4628E-11
30_16   1.5832E-10   5.7391E-11   3.9066E-11   3.7133E-11   4.7207E-11   4.6511E-11   4.0801E-11   3.9944E-11
31_16   1.3796E-10   4.8220E-11   3.5514E-11   4.0165E-11   2.8892E-11   4.9452E-11   4.3513E-11   4.4316E-11
32_16   1.6430E-10   5.1717E-11   4.0844E-11   3.8319E-11   3.5913E-11   3.9329E-11   3.9966E-11   4.0238E-11
33_16   1.7488E-10   5.7800E-11   4.4461E-11   3.3131E-11   5.6791E-11   4.2906E-11   3.9796E-11   3.4984E-11
34_16   1.6563E-10   5.3143E-11   5.0530E-11   2.9582E-11   5.0816E-11   4.7260E-11   3.8305E-11   3.1445E-11
35_16   1.2416E-10   5.6470E-11   5.3248E-11   3.1566E-11   4.3319E-11   4.0390E-11   4.2738E-11   2.8846E-11
36_16   1.3452E-10   4.8127E-11   4.2537E-11   2.8686E-11   4.1663E-11   4.2618E-11   4.1942E-11   2.8872E-11
37_16   1.6452E-10   5.7405E-11   4.7401E-11   3.3704E-11   4.7143E-11   5.0957E-11   5.1408E-11   3.2101E-11
38_16   1.4604E-10   6.0360E-11   4.6788E-11   3.1855E-11   6.3634E-11   4.4203E-11   4.0970E-11   3.0218E-11
39_16   1.2644E-10   5.3834E-11   5.7303E-11   3.3094E-11   3.7864E-11   4.0179E-11   4.4150E-11   2.9409E-11
40_16   1.2572E-10   5.2038E-11   5.4205E-11   3.2499E-11   3.6646E-11   3.9688E-11   4.5002E-11   3.2911E-11
41_16   1.3419E-10   5.2766E-11   4.9001E-11   2.7008E-11   4.9568E-11   3.3398E-11   4.8259E-11   3.5662E-11
42_16   1.2342E-10   4.7059E-11   4.1036E-11   2.7558E-11   5.7122E-11   4.2778E-11   4.5156E-11   3.3032E-11
43_16   1.1313E-10   4.6032E-11   4.4945E-11   3.1774E-11   5.6025E-11   4.6318E-11   4.0056E-11   3.4479E-11
44_16   1.4024E-10   4.2742E-11   4.8617E-11   3.6283E-11   5.1720E-11   4.8434E-11   3.4454E-11   3.1078E-11
0_17   2.3728E-10   4.0669E-11   3.5735E-11   3.8893E-11   2.9312E-11   4.5663E-11   2.6274E-11   3.1956E-11
1_17   1.9665E-10   2.9324E-11   3.3897E-11   4.0305E-11   3.7722E-11   3.8191E-11   3.5668E-11   3.8232E-11
2_17   1.4985E-10   3.5911E-11   3.4558E-11   3.7641E-11   5.1251E-11   4.1002E-11   3.4125E-11   4.2000E-11
3_17   1.6378E-10   3.4205E-11   3.9569E-11   3.4331E-11   4.5600E-11   4.0077E-11   3.0012E-11   3.8314E-11
4_17   2.1050E-10   3.4444E-11   3.8499E-11   3.6311E-11   3.1704E-11   3.4925E-11   2.8672E-11   3.9145E-11
5_17   2.2885E-10   3.1093E-11   4.4716E-11   3.8031E-11   3.1463E-11   3.7440E-11   3.1149E-11   4.0521E-11
6_17   2.0912E-10   3.3715E-11   3.0437E-11   3.5803E-11   3.2596E-11   3.9188E-11   3.2396E-11   3.0801E-11
7_17   1.7414E-10   3.7726E-11   2.9842E-11   4.0363E-11   3.1483E-11   3.5217E-11   3.5963E-11   3.5980E-11
8_17   1.3799E-10   3.2256E-11   3.4263E-11   3.9611E-11   2.9797E-11   3.2713E-11   3.2472E-11   3.9372E-11
9_17   1.2443E-10   3.4140E-11   3.2637E-11   4.1347E-11   3.9819E-11   3.1100E-11   2.7091E-11   4.7598E-11
10_17   1.4881E-10   3.5435E-11   3.4673E-11   4.4190E-11   4.2753E-11   3.3594E-11   2.7402E-11   4.6657E-11
11_17   1.5988E-10   3.8515E-11   3.5195E-11   4.3359E-11   3.3633E-11   3.0322E-11   3.7986E-11   4.0172E-11
12_17   1.5609E-10   4.4940E-11   3.8586E-11   3.4941E-11   4.1297E-11   2.6789E-11   3.9031E-11   4.2618E-11
13_17   1.3393E-10   4.2258E-11   3.8790E-11   3.2648E-11   3.6457E-11   3.4850E-11   3.0915E-11   4.5060E-11
14_17   1.3636E-10   3.9288E-11   3.7625E-11   3.1416E-11   3.5787E-11   2.9918E-11   3.2298E-11   4.5528E-11
15_17   1.6179E-10   3.4268E-11   3.2978E-11   3.1724E-11   2.7093E-11   3.1283E-11   3.1679E-11   3.9806E-11
16_17   1.4739E-10   3.4716E-11   4.4508E-11   3.0802E-11   3.3427E-11   3.0938E-11   3.9417E-11   3.8780E-11
17_17   1.3395E-10   4.3121E-11   3.5743E-11   2.9546E-11   2.2836E-11   3.4888E-11   3.7375E-11   3.5257E-11
18_17   1.5218E-10   4.4176E-11   4.2082E-11   3.3982E-11   3.5764E-11   3.8145E-11   3.4632E-11   3.5745E-11
19_17   1.5451E-10   3.8663E-11   4.3770E-11   3.4927E-11   3.9837E-11   3.5338E-11   4.0493E-11   3.7569E-11
20_17   1.5240E-10   4.4170E-11   4.8243E-11   3.2995E-11   3.2463E-11   4.2156E-11   4.5185E-11   3.2786E-11
21_17   1.3984E-10   6.3731E-11   4.9983E-11   3.0932E-11   3.3903E-11   4.3447E-11   4.6879E-11   3.3895E-11
22_17   1.5871E-10   6.2917E-11   4.3946E-11   3.6521E-11   3.7562E-11   4.2281E-11   4.4119E-11   3.6467E-11
23_17   1.7939E-10   4.8762E-11   4.6241E-11   4.0697E-11   3.9966E-11   5.0212E-11   4.1111E-11   3.5843E-11
24_17   1.8220E-10   3.9002E-11   3.8970E-11   4.1263E-11   4.3155E-11   4.1733E-11   4.1891E-11   3.4587E-11
25_17   1.5076E-10   3.9917E-11   4.9766E-11   4.1148E-11   4.1612E-11   3.7776E-11   3.6279E-11   3.5125E-11
26_17   1.4401E-10   4.0080E-11   4.2203E-11   3.7348E-11   3.7494E-11   3.7840E-11   3.8876E-11   3.7858E-11
27_17   1.5360E-10   4.5912E-11   3.5816E-11   3.4754E-11   4.3638E-11   3.3580E-11   4.0889E-11   4.2891E-11
28_17   1.6221E-10   4.7752E-11   4.4120E-11   2.9909E-11   4.2559E-11   4.1800E-11   3.8389E-11   4.1312E-11
29_17   1.7500E-10   4.8592E-11   3.9576E-11   2.8646E-11   4.1473E-11   4.3127E-11   3.8049E-11   3.4126E-11
30_17   1.7944E-10   5.9491E-11   5.0213E-11   3.1432E-11   2.5851E-11   4.6955E-11   3.8400E-11   3.7501E-11
31_17   1.5557E-10   4.9049E-11   5.2526E-11   3.9909E-11   2.6601E-11   4.0070E-11   4.1618E-11   4.7894E-11
32_17   1.3481E-10   4.6742E-11   4.4699E-11   3.9654E-11   3.8010E-11   3.9004E-11   4.2190E-11   3.8468E-11
33_17   1.0598E-10   3.4702E-11   5.0417E-11   3.4221E-11   6.2971E-11   3.6210E-11   4.2772E-11   3.2117E-11
34_17   1.1183E-10   4.5421E-11   5.4397E-11   3.2618E-11   3.9128E-11   4.5043E-11   4.4036E-11   2.8446E-11
35_17   1.1712E-10   4.5388E-11   5.3975E-11   3.2126E-11   5.7098E-11   4.8907E-11   3.8556E-11   2.7066E-11
36_17   1.2602E-10   5.2848E-11   4.7389E-11   2.5247E-11   4.5981E-11   5.9513E-11   4.2605E-11   3.0638E-11
37_17   1.5813E-10   6.1999E-11   4.7412E-11   2.9071E-11   3.2682E-11   5.5525E-11   5.7412E-11   3.2854E-11
38_17   1.4939E-10   5.7596E-11   4.3667E-11   3.2238E-11   3.5011E-11   4.8834E-11   4.4680E-11   2.7980E-11
39_17   1.0809E-10   5.3255E-11   5.3748E-11   3.3485E-11   3.1571E-11   3.9758E-11   5.1390E-11   2.9882E-11
40_17   1.0703E-10   5.1057E-11   4.9735E-11   3.1036E-11   5.0411E-11   4.1762E-11   4.6202E-11   3.4173E-11
41_17   1.2377E-10   5.2814E-11   4.6286E-11   2.6846E-11   6.0352E-11   4.7151E-11   4.3236E-11   3.5669E-11
42_17   1.2454E-10   4.4904E-11   4.6492E-11   2.8582E-11   5.0093E-11   4.0550E-11   4.0352E-11   2.9884E-11
43_17   1.3059E-10   4.6754E-11   5.1065E-11   3.3396E-11   4.8162E-11   4.0445E-11   4.1733E-11   2.7452E-11
44_17   1.4776E-10   4.4997E-11   4.7538E-11   3.9596E-11   5.3065E-11   5.0515E-11   3.9396E-11   2.5285E-11
0_18   1.9903E-10   3.9257E-11   4.1521E-11   3.7148E-11   2.0597E-11   3.5856E-11   2.9010E-11   3.8261E-11
1_18   1.9817E-10   3.7209E-11   3.6232E-11   4.1379E-11   2.8352E-11   4.1443E-11   3.7716E-11   4.1603E-11
2_18   1.8105E-10   4.5139E-11   3.3001E-11   3.8105E-11   2.1215E-11   4.0796E-11   3.3917E-11   4.1891E-11
3_18   1.8257E-10   4.7107E-11   3.1974E-11   3.1997E-11   2.7534E-11   4.6659E-11   3.6783E-11   4.4160E-11
4_18   2.1853E-10   3.6018E-11   3.3769E-11   3.7010E-11   3.1253E-11   3.5600E-11   3.2200E-11   4.4025E-11
5_18   2.1370E-10   3.3828E-11   3.7741E-11   3.8481E-11   3.3193E-11   3.6438E-11   3.0644E-11   4.2484E-11
6_18   1.7547E-10   4.1808E-11   4.1981E-11   3.4277E-11   3.7326E-11   2.7612E-11   3.3683E-11   3.8992E-11
7_18   1.7144E-10   4.3046E-11   3.4631E-11   3.9270E-11   3.2009E-11   2.8314E-11   3.5676E-11   3.9995E-11
8_18   1.4644E-10   4.5726E-11   3.5442E-11   4.2655E-11   2.4970E-11   2.9782E-11   2.9088E-11   4.3144E-11
9_18   1.2952E-10   4.2061E-11   4.0055E-11   4.2296E-11   2.4469E-11   3.3706E-11   2.7190E-11   4.7614E-11
10_18   1.4307E-10   3.4541E-11   3.8976E-11   4.0428E-11   2.9204E-11   2.5789E-11   2.7126E-11   4.2848E-11
11_18   1.4726E-10   4.1003E-11   3.4249E-11   3.7739E-11   2.6427E-11   3.3184E-11   3.2941E-11   4.3275E-11
12_18   1.4040E-10   4.0712E-11   2.9683E-11   3.2780E-11   3.2758E-11   3.7776E-11   3.5094E-11   4.6770E-11
13_18   1.1669E-10   3.4893E-11   3.3464E-11   3.3736E-11   3.7754E-11   3.7460E-11   3.6151E-11   4.7342E-11
14_18   1.1220E-10   2.9555E-11   3.4251E-11   3.1003E-11   2.7359E-11   3.6140E-11   3.6003E-11   4.2012E-11
15_18   1.3531E-10   4.2921E-11   3.2776E-11   3.2093E-11   2.8431E-11   3.6425E-11   3.4631E-11   3.7113E-11
16_18   1.4396E-10   3.8309E-11   4.2083E-11   3.6042E-11   3.5414E-11   3.3315E-11   3.9056E-11   3.4410E-11
17_18   1.5176E-10   4.5546E-11   4.5002E-11   3.5621E-11   3.3451E-11   3.0723E-11   3.7668E-11   3.2270E-11
18_18   1.5099E-10   4.2273E-11   3.7796E-11   3.0972E-11   2.1398E-11   3.1211E-11   3.2137E-11   3.3212E-11
19_18   1.4108E-10   4.3640E-11   4.4775E-11   2.9306E-11   3.2565E-11   2.3196E-11   3.6009E-11   2.9161E-11
20_18   1.4185E-10   4.4379E-11   5.0130E-11   3.0628E-11   4.0955E-11   4.7776E-11   3.3620E-11   2.9878E-11
21_18   1.3073E-10   5.3956E-11   4.8600E-11   3.5843E-11   3.7952E-11   3.8378E-11   4.0013E-11   2.9774E-11
22_18   1.5293E-10   5.8479E-11   4.6919E-11   4.1603E-11   3.1311E-11   4.4115E-11   3.9231E-11   3.0658E-11
23_18   1.7921E-10   4.8129E-11   4.8433E-11   4.2073E-11   4.1211E-11   5.8253E-11   3.8932E-11   3.1277E-11
24_18   1.8124E-10   4.1882E-11   3.3709E-11   3.8750E-11   4.0158E-11   4.7572E-11   4.1230E-11   3.1050E-11
25_18   1.6075E-10   3.8325E-11   4.8180E-11   3.4649E-11   3.2006E-11   3.6830E-11   4.2674E-11   2.9705E-11
26_18   1.6334E-10   4.0648E-11   5.0161E-11   3.2277E-11   2.9364E-11   4.2061E-11   4.2553E-11   3.5256E-11
27_18   1.5285E-10   4.6587E-11   4.4097E-11   3.1408E-11   3.6758E-11   3.8229E-11   4.2944E-11   3.9005E-11
28_18   1.7044E-10   4.2213E-11   4.3134E-11   2.6957E-11   3.9007E-11   3.7784E-11   4.4251E-11   3.3846E-11
29_18   1.8782E-10   5.6408E-11   4.3925E-11   2.8588E-11   2.1683E-11   4.2151E-11   3.7240E-11   2.7734E-11
30_18   1.9408E-10   6.8288E-11   4.9483E-11   3.1481E-11   3.3420E-11   4.8094E-11   3.6201E-11   2.8276E-11
31_18   1.8275E-10   5.4581E-11   5.0208E-11   3.5253E-11   3.8483E-11   3.6217E-11   4.1773E-11   3.7206E-11
32_18   1.4616E-10   4.4706E-11   5.3043E-11   3.3464E-11   3.5700E-11   3.7296E-11   4.2129E-11   3.6215E-11
33_18   1.1724E-10   4.1643E-11   5.0438E-11   3.0482E-11   3.7743E-11   3.8364E-11   4.4089E-11   3.4966E-11
34_18   1.1810E-10   4.2434E-11   5.0351E-11   3.4129E-11   2.7079E-11   4.7030E-11   4.6463E-11   2.8292E-11
35_18   1.1930E-10   6.0665E-11   5.9848E-11   3.3274E-11   4.4550E-11   5.3157E-11   4.2140E-11   2.7100E-11
36_18   1.2761E-10   5.8464E-11   4.2484E-11   2.9154E-11   4.0530E-11   6.1914E-11   4.8996E-11   3.2206E-11
37_18   1.7276E-10   4.7079E-11   3.9265E-11   3.2080E-11   4.1228E-11   4.8838E-11   6.1523E-11   3.5302E-11
38_18   1.7403E-10   5.2375E-11   4.9447E-11   3.6010E-11   3.5282E-11   4.2884E-11   4.7313E-11   3.1594E-11
39_18   1.3459E-10   4.4010E-11   3.9768E-11   3.1900E-11   2.2352E-11   4.2032E-11   4.2823E-11   3.0197E-11
40_18   1.1722E-10   3.3266E-11   5.3096E-11   2.7810E-11   4.0594E-11   4.3057E-11   4.3749E-11   3.0572E-11
41_18   1.3145E-10   4.3539E-11   5.4112E-11   2.6792E-11   5.1782E-11   5.0873E-11   4.5428E-11   3.1026E-11
42_18   1.3617E-10   4.9728E-11   5.5758E-11   2.9822E-11   4.1629E-11   4.2298E-11   4.5156E-11   3.0678E-11
43_18   1.2640E-10   3.9547E-11   5.0321E-11   3.3384E-11   4.1206E-11   3.9375E-11   4.2691E-11   2.6711E-11
44_18   1.3328E-10   4.2520E-11   4.2436E-11   3.4874E-11   5.5173E-11   4.0866E-11   4.1168E-11   2.4975E-11
0_19   1.5340E-10   3.8713E-11   3.5994E-11   3.2803E-11   2.8553E-11   2.9687E-11   3.3907E-11   3.9142E-11
1_19   1.9239E-10   4.5087E-11   3.2260E-11   3.8368E-11   3.2815E-11   3.2886E-11   3.4660E-11   4.3383E-11
2_19   1.8346E-10   4.7859E-11   4.2527E-11   3.8934E-11   2.2858E-11   3.6062E-11   3.0334E-11   4.0315E-11
3_19   1.6033E-10   4.9687E-11   3.3243E-11   3.3471E-11   2.8457E-11   3.8668E-11   3.9670E-11   3.8045E-11
