n,ell,line,a0_best,a1_best,target_best
618,9,c_18o_j1__j0,3.0,0.01,
618,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
619,0,co_v0_j1__v0_j0,3.0,0.01,
619,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
619,2,cs_j2__j1,3.0,0.01,
619,3,so_n2_j3__n1_j2,3.0,0.01,
619,4,hcop_j1__j0,3.0,0.01,
619,5,hcn_j1_f2__j0_f1,3.0,0.01,
619,6,hnc_j1__j0,3.0,0.01,
619,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
619,8,13c_o_j1__j0,3.0,0.01,
619,9,c_18o_j1__j0,3.0,0.01,
619,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
620,0,co_v0_j1__v0_j0,3.0,0.01,
620,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
620,2,cs_j2__j1,3.0,0.01,
620,3,so_n2_j3__n1_j2,3.0,0.01,
620,4,hcop_j1__j0,3.0,0.01,
620,5,hcn_j1_f2__j0_f1,3.0,0.01,
620,6,hnc_j1__j0,3.0,0.01,
620,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
620,8,13c_o_j1__j0,3.0,0.01,
620,9,c_18o_j1__j0,3.0,0.01,
620,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
621,0,co_v0_j1__v0_j0,3.0,0.01,
621,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
621,2,cs_j2__j1,3.0,0.01,
621,3,so_n2_j3__n1_j2,3.0,0.01,
621,4,hcop_j1__j0,3.0,0.01,
621,5,hcn_j1_f2__j0_f1,3.0,0.01,
621,6,hnc_j1__j0,3.0,0.01,
621,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
621,8,13c_o_j1__j0,3.0,0.01,
621,9,c_18o_j1__j0,3.0,0.01,
621,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
622,0,co_v0_j1__v0_j0,3.0,0.01,
622,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
622,2,cs_j2__j1,3.0,0.01,
622,3,so_n2_j3__n1_j2,3.0,0.01,
622,4,hcop_j1__j0,3.0,0.01,
622,5,hcn_j1_f2__j0_f1,3.0,0.01,
622,6,hnc_j1__j0,3.0,0.01,
622,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
622,8,13c_o_j1__j0,3.0,0.01,
622,9,c_18o_j1__j0,3.0,0.01,
622,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
623,0,co_v0_j1__v0_j0,3.0,0.01,
623,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
623,2,cs_j2__j1,3.0,0.01,
623,3,so_n2_j3__n1_j2,3.0,0.01,
623,4,hcop_j1__j0,3.0,0.01,
623,5,hcn_j1_f2__j0_f1,3.0,0.01,
623,6,hnc_j1__j0,3.0,0.01,
623,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
623,8,13c_o_j1__j0,3.0,0.01,
623,9,c_18o_j1__j0,3.0,0.01,
623,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
624,0,co_v0_j1__v0_j0,3.0,0.01,
624,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
624,2,cs_j2__j1,3.0,0.01,
624,3,so_n2_j3__n1_j2,3.0,0.01,
624,4,hcop_j1__j0,3.0,0.01,
624,5,hcn_j1_f2__j0_f1,3.0,0.01,
624,6,hnc_j1__j0,3.0,0.01,
624,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
624,8,13c_o_j1__j0,3.0,0.01,
624,9,c_18o_j1__j0,3.0,0.01,
624,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
625,0,co_v0_j1__v0_j0,3.0,0.01,
625,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
625,2,cs_j2__j1,3.0,0.01,
625,3,so_n2_j3__n1_j2,3.0,0.01,
625,4,hcop_j1__j0,3.0,0.01,
625,5,hcn_j1_f2__j0_f1,3.0,0.01,
625,6,hnc_j1__j0,3.0,0.01,
625,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
625,8,13c_o_j1__j0,3.0,0.01,
625,9,c_18o_j1__j0,3.0,0.01,
625,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
626,0,co_v0_j1__v0_j0,3.0,0.01,
626,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
626,2,cs_j2__j1,3.0,0.01,
626,3,so_n2_j3__n1_j2,3.0,0.01,
626,4,hcop_j1__j0,3.0,0.01,
626,5,hcn_j1_f2__j0_f1,3.0,0.01,
626,6,hnc_j1__j0,3.0,0.01,
626,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
626,8,13c_o_j1__j0,3.0,0.01,
626,9,c_18o_j1__j0,3.0,0.01,
626,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
627,0,co_v0_j1__v0_j0,3.0,0.01,
627,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
627,2,cs_j2__j1,3.0,0.01,
627,3,so_n2_j3__n1_j2,3.0,0.01,
627,4,hcop_j1__j0,3.0,0.01,
627,5,hcn_j1_f2__j0_f1,3.0,0.01,
627,6,hnc_j1__j0,3.0,0.01,
627,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
627,8,13c_o_j1__j0,3.0,0.01,
627,9,c_18o_j1__j0,3.0,0.01,
627,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
628,0,co_v0_j1__v0_j0,3.0,0.01,
628,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
628,2,cs_j2__j1,3.0,0.01,
628,3,so_n2_j3__n1_j2,3.0,0.01,
628,4,hcop_j1__j0,3.0,0.01,
628,5,hcn_j1_f2__j0_f1,3.0,0.01,
628,6,hnc_j1__j0,3.0,0.01,
628,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
628,8,13c_o_j1__j0,3.0,0.01,
628,9,c_18o_j1__j0,3.0,0.01,
628,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
629,0,co_v0_j1__v0_j0,3.0,0.01,
629,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
629,2,cs_j2__j1,3.0,0.01,
629,3,so_n2_j3__n1_j2,3.0,0.01,
629,4,hcop_j1__j0,3.0,0.01,
629,5,hcn_j1_f2__j0_f1,3.0,0.01,
629,6,hnc_j1__j0,3.0,0.01,
629,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
629,8,13c_o_j1__j0,3.0,0.01,
629,9,c_18o_j1__j0,3.0,0.01,
629,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
630,0,co_v0_j1__v0_j0,3.0,0.01,
630,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
630,2,cs_j2__j1,3.0,0.01,
630,3,so_n2_j3__n1_j2,3.0,0.01,
630,4,hcop_j1__j0,3.0,0.01,
630,5,hcn_j1_f2__j0_f1,3.0,0.01,
630,6,hnc_j1__j0,3.0,0.01,
630,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
630,8,13c_o_j1__j0,3.0,0.01,
630,9,c_18o_j1__j0,3.0,0.01,
630,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
631,0,co_v0_j1__v0_j0,3.0,0.01,
631,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
631,2,cs_j2__j1,3.0,0.01,
631,3,so_n2_j3__n1_j2,3.0,0.01,
631,4,hcop_j1__j0,3.0,0.01,
631,5,hcn_j1_f2__j0_f1,3.0,0.01,
631,6,hnc_j1__j0,3.0,0.01,
631,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
631,8,13c_o_j1__j0,3.0,0.01,
631,9,c_18o_j1__j0,3.0,0.01,
631,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
632,0,co_v0_j1__v0_j0,3.0,0.01,
632,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
632,2,cs_j2__j1,3.0,0.01,
632,3,so_n2_j3__n1_j2,3.0,0.01,
632,4,hcop_j1__j0,3.0,0.01,
632,5,hcn_j1_f2__j0_f1,3.0,0.01,
632,6,hnc_j1__j0,3.0,0.01,
632,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
632,8,13c_o_j1__j0,3.0,0.01,
632,9,c_18o_j1__j0,3.0,0.01,
632,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
633,0,co_v0_j1__v0_j0,3.0,0.01,
633,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
633,2,cs_j2__j1,3.0,0.01,
633,3,so_n2_j3__n1_j2,3.0,0.01,
633,4,hcop_j1__j0,3.0,0.01,
633,5,hcn_j1_f2__j0_f1,3.0,0.01,
633,6,hnc_j1__j0,3.0,0.01,
633,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
633,8,13c_o_j1__j0,3.0,0.01,
633,9,c_18o_j1__j0,3.0,0.01,
633,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
634,0,co_v0_j1__v0_j0,3.0,0.01,
634,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
634,2,cs_j2__j1,3.0,0.01,
634,3,so_n2_j3__n1_j2,3.0,0.01,
634,4,hcop_j1__j0,3.0,0.01,
634,5,hcn_j1_f2__j0_f1,3.0,0.01,
634,6,hnc_j1__j0,3.0,0.01,
634,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
634,8,13c_o_j1__j0,3.0,0.01,
634,9,c_18o_j1__j0,3.0,0.01,
634,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
635,0,co_v0_j1__v0_j0,3.0,0.01,
635,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
635,2,cs_j2__j1,3.0,0.01,
635,3,so_n2_j3__n1_j2,3.0,0.01,
635,4,hcop_j1__j0,3.0,0.01,
635,5,hcn_j1_f2__j0_f1,3.0,0.01,
635,6,hnc_j1__j0,3.0,0.01,
635,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
635,8,13c_o_j1__j0,3.0,0.01,
635,9,c_18o_j1__j0,3.0,0.01,
635,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
636,0,co_v0_j1__v0_j0,3.0,0.01,
636,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
636,2,cs_j2__j1,3.0,0.01,
636,3,so_n2_j3__n1_j2,3.0,0.01,
636,4,hcop_j1__j0,3.0,0.01,
636,5,hcn_j1_f2__j0_f1,3.0,0.01,
636,6,hnc_j1__j0,3.0,0.01,
636,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
636,8,13c_o_j1__j0,3.0,0.01,
636,9,c_18o_j1__j0,3.0,0.01,
636,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
637,0,co_v0_j1__v0_j0,3.0,0.01,
637,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
637,2,cs_j2__j1,3.0,0.01,
637,3,so_n2_j3__n1_j2,3.0,0.01,
637,4,hcop_j1__j0,3.0,0.01,
637,5,hcn_j1_f2__j0_f1,3.0,0.01,
637,6,hnc_j1__j0,3.0,0.01,
637,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
637,8,13c_o_j1__j0,3.0,0.01,
637,9,c_18o_j1__j0,3.0,0.01,
637,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
638,0,co_v0_j1__v0_j0,3.0,0.01,
638,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
638,2,cs_j2__j1,3.0,0.01,
638,3,so_n2_j3__n1_j2,3.0,0.01,
638,4,hcop_j1__j0,3.0,0.01,
638,5,hcn_j1_f2__j0_f1,3.0,0.01,
638,6,hnc_j1__j0,3.0,0.01,
638,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
638,8,13c_o_j1__j0,3.0,0.01,
638,9,c_18o_j1__j0,3.0,0.01,
638,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
639,0,co_v0_j1__v0_j0,3.0,0.01,
639,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
639,2,cs_j2__j1,3.0,0.01,
639,3,so_n2_j3__n1_j2,3.0,0.01,
639,4,hcop_j1__j0,3.0,0.01,
639,5,hcn_j1_f2__j0_f1,3.0,0.01,
639,6,hnc_j1__j0,3.0,0.01,
639,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
639,8,13c_o_j1__j0,3.0,0.01,
639,9,c_18o_j1__j0,3.0,0.01,
639,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
640,0,co_v0_j1__v0_j0,3.0,0.01,
640,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
640,2,cs_j2__j1,3.0,0.01,
640,3,so_n2_j3__n1_j2,3.0,0.01,
640,4,hcop_j1__j0,3.0,0.01,
640,5,hcn_j1_f2__j0_f1,3.0,0.01,
640,6,hnc_j1__j0,3.0,0.01,
640,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
640,8,13c_o_j1__j0,3.0,0.01,
640,9,c_18o_j1__j0,3.0,0.01,
640,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
641,0,co_v0_j1__v0_j0,3.0,0.01,
641,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
641,2,cs_j2__j1,3.0,0.01,
641,3,so_n2_j3__n1_j2,3.0,0.01,
641,4,hcop_j1__j0,3.0,0.01,
641,5,hcn_j1_f2__j0_f1,3.0,0.01,
641,6,hnc_j1__j0,3.0,0.01,
641,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
641,8,13c_o_j1__j0,3.0,0.01,
641,9,c_18o_j1__j0,3.0,0.01,
641,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
642,0,co_v0_j1__v0_j0,3.0,0.01,
642,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
642,2,cs_j2__j1,3.0,0.01,
642,3,so_n2_j3__n1_j2,3.0,0.01,
642,4,hcop_j1__j0,3.0,0.01,
642,5,hcn_j1_f2__j0_f1,3.0,0.01,
642,6,hnc_j1__j0,3.0,0.01,
642,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
642,8,13c_o_j1__j0,3.0,0.01,
642,9,c_18o_j1__j0,3.0,0.01,
642,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
643,0,co_v0_j1__v0_j0,3.0,0.01,
