n,ell,line,a0_best,a1_best,target_best
1414,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1414,2,cs_j2__j1,3.0,0.01,
1414,3,so_n2_j3__n1_j2,3.0,0.01,
1414,4,hcop_j1__j0,3.0,0.01,
1414,5,hcn_j1_f2__j0_f1,3.0,0.01,
1414,6,hnc_j1__j0,3.0,0.01,
1414,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1414,8,13c_o_j1__j0,3.0,0.01,
1414,9,c_18o_j1__j0,3.0,0.01,
1414,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1415,0,co_v0_j1__v0_j0,3.0,0.01,
1415,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1415,2,cs_j2__j1,3.0,0.01,
1415,3,so_n2_j3__n1_j2,3.0,0.01,
1415,4,hcop_j1__j0,3.0,0.01,
1415,5,hcn_j1_f2__j0_f1,3.0,0.01,
1415,6,hnc_j1__j0,3.0,0.01,
1415,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1415,8,13c_o_j1__j0,3.0,0.01,
1415,9,c_18o_j1__j0,3.0,0.01,
1415,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1416,0,co_v0_j1__v0_j0,3.0,0.01,
1416,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1416,2,cs_j2__j1,3.0,0.01,
1416,3,so_n2_j3__n1_j2,3.0,0.01,
1416,4,hcop_j1__j0,3.0,0.01,
1416,5,hcn_j1_f2__j0_f1,3.0,0.01,
1416,6,hnc_j1__j0,3.0,0.01,
1416,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1416,8,13c_o_j1__j0,3.0,0.01,
1416,9,c_18o_j1__j0,3.0,0.01,
1416,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1417,0,co_v0_j1__v0_j0,3.0,0.01,
1417,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1417,2,cs_j2__j1,3.0,0.01,
1417,3,so_n2_j3__n1_j2,3.0,0.01,
1417,4,hcop_j1__j0,3.0,0.01,
1417,5,hcn_j1_f2__j0_f1,3.0,0.01,
1417,6,hnc_j1__j0,3.0,0.01,
1417,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1417,8,13c_o_j1__j0,3.0,0.01,
1417,9,c_18o_j1__j0,3.0,0.01,
1417,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1418,0,co_v0_j1__v0_j0,3.0,0.01,
1418,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1418,2,cs_j2__j1,3.0,0.01,
1418,3,so_n2_j3__n1_j2,3.0,0.01,
1418,4,hcop_j1__j0,3.0,0.01,
1418,5,hcn_j1_f2__j0_f1,3.0,0.01,
1418,6,hnc_j1__j0,3.0,0.01,
1418,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1418,8,13c_o_j1__j0,3.0,0.01,
1418,9,c_18o_j1__j0,3.0,0.01,
1418,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1419,0,co_v0_j1__v0_j0,3.0,0.01,
1419,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1419,2,cs_j2__j1,3.0,0.01,
1419,3,so_n2_j3__n1_j2,3.0,0.01,
1419,4,hcop_j1__j0,3.0,0.01,
1419,5,hcn_j1_f2__j0_f1,3.0,0.01,
1419,6,hnc_j1__j0,3.0,0.01,
1419,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1419,8,13c_o_j1__j0,3.0,0.01,
1419,9,c_18o_j1__j0,3.0,0.01,
1419,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1420,0,co_v0_j1__v0_j0,3.0,0.01,
1420,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1420,2,cs_j2__j1,3.0,0.01,
1420,3,so_n2_j3__n1_j2,3.0,0.01,
1420,4,hcop_j1__j0,3.0,0.01,
1420,5,hcn_j1_f2__j0_f1,3.0,0.01,
1420,6,hnc_j1__j0,3.0,0.01,
1420,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1420,8,13c_o_j1__j0,3.0,0.01,
1420,9,c_18o_j1__j0,3.0,0.01,
1420,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1421,0,co_v0_j1__v0_j0,3.0,0.01,
1421,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1421,2,cs_j2__j1,3.0,0.01,
1421,3,so_n2_j3__n1_j2,3.0,0.01,
1421,4,hcop_j1__j0,3.0,0.01,
1421,5,hcn_j1_f2__j0_f1,3.0,0.01,
1421,6,hnc_j1__j0,3.0,0.01,
1421,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1421,8,13c_o_j1__j0,3.0,0.01,
1421,9,c_18o_j1__j0,3.0,0.01,
1421,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1422,0,co_v0_j1__v0_j0,3.0,0.01,
1422,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1422,2,cs_j2__j1,3.0,0.01,
1422,3,so_n2_j3__n1_j2,3.0,0.01,
1422,4,hcop_j1__j0,3.0,0.01,
1422,5,hcn_j1_f2__j0_f1,3.0,0.01,
1422,6,hnc_j1__j0,3.0,0.01,
1422,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1422,8,13c_o_j1__j0,3.0,0.01,
1422,9,c_18o_j1__j0,3.0,0.01,
1422,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1423,0,co_v0_j1__v0_j0,3.0,0.01,
1423,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1423,2,cs_j2__j1,3.0,0.01,
1423,3,so_n2_j3__n1_j2,3.0,0.01,
1423,4,hcop_j1__j0,3.0,0.01,
1423,5,hcn_j1_f2__j0_f1,3.0,0.01,
1423,6,hnc_j1__j0,3.0,0.01,
1423,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1423,8,13c_o_j1__j0,3.0,0.01,
1423,9,c_18o_j1__j0,3.0,0.01,
1423,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1424,0,co_v0_j1__v0_j0,3.0,0.01,
1424,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1424,2,cs_j2__j1,3.0,0.01,
1424,3,so_n2_j3__n1_j2,3.0,0.01,
1424,4,hcop_j1__j0,3.0,0.01,
1424,5,hcn_j1_f2__j0_f1,3.0,0.01,
1424,6,hnc_j1__j0,3.0,0.01,
1424,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1424,8,13c_o_j1__j0,3.0,0.01,
1424,9,c_18o_j1__j0,3.0,0.01,
1424,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1425,0,co_v0_j1__v0_j0,3.0,0.01,
1425,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1425,2,cs_j2__j1,3.0,0.01,
1425,3,so_n2_j3__n1_j2,3.0,0.01,
1425,4,hcop_j1__j0,3.0,0.01,
1425,5,hcn_j1_f2__j0_f1,3.0,0.01,
1425,6,hnc_j1__j0,3.0,0.01,
1425,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1425,8,13c_o_j1__j0,3.0,0.01,
1425,9,c_18o_j1__j0,3.0,0.01,
1425,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1426,0,co_v0_j1__v0_j0,3.0,0.01,
1426,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1426,2,cs_j2__j1,3.0,0.01,
1426,3,so_n2_j3__n1_j2,3.0,0.01,
1426,4,hcop_j1__j0,3.0,0.01,
1426,5,hcn_j1_f2__j0_f1,3.0,0.01,
1426,6,hnc_j1__j0,3.0,0.01,
1426,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1426,8,13c_o_j1__j0,3.0,0.01,
1426,9,c_18o_j1__j0,3.0,0.01,
1426,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1427,0,co_v0_j1__v0_j0,3.0,0.01,
1427,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1427,2,cs_j2__j1,3.0,0.01,
1427,3,so_n2_j3__n1_j2,3.0,0.01,
1427,4,hcop_j1__j0,3.0,0.01,
1427,5,hcn_j1_f2__j0_f1,3.0,0.01,
1427,6,hnc_j1__j0,3.0,0.01,
1427,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1427,8,13c_o_j1__j0,3.0,0.01,
1427,9,c_18o_j1__j0,3.0,0.01,
1427,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1428,0,co_v0_j1__v0_j0,3.0,0.01,
1428,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1428,2,cs_j2__j1,3.0,0.01,
1428,3,so_n2_j3__n1_j2,3.0,0.01,
1428,4,hcop_j1__j0,3.0,0.01,
1428,5,hcn_j1_f2__j0_f1,3.0,0.01,
1428,6,hnc_j1__j0,3.0,0.01,
1428,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1428,8,13c_o_j1__j0,3.0,0.01,
1428,9,c_18o_j1__j0,3.0,0.01,
1428,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1429,0,co_v0_j1__v0_j0,3.0,0.01,
1429,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1429,2,cs_j2__j1,3.0,0.01,
1429,3,so_n2_j3__n1_j2,3.0,0.01,
1429,4,hcop_j1__j0,3.0,0.01,
1429,5,hcn_j1_f2__j0_f1,3.0,0.01,
1429,6,hnc_j1__j0,3.0,0.01,
1429,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1429,8,13c_o_j1__j0,3.0,0.01,
1429,9,c_18o_j1__j0,3.0,0.01,
1429,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1430,0,co_v0_j1__v0_j0,3.0,0.01,
1430,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1430,2,cs_j2__j1,3.0,0.01,
1430,3,so_n2_j3__n1_j2,3.0,0.01,
1430,4,hcop_j1__j0,3.0,0.01,
1430,5,hcn_j1_f2__j0_f1,3.0,0.01,
1430,6,hnc_j1__j0,3.0,0.01,
1430,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1430,8,13c_o_j1__j0,3.0,0.01,
1430,9,c_18o_j1__j0,3.0,0.01,
1430,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1431,0,co_v0_j1__v0_j0,3.0,0.01,
1431,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1431,2,cs_j2__j1,3.0,0.01,
1431,3,so_n2_j3__n1_j2,3.0,0.01,
1431,4,hcop_j1__j0,3.0,0.01,
1431,5,hcn_j1_f2__j0_f1,3.0,0.01,
1431,6,hnc_j1__j0,3.0,0.01,
1431,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1431,8,13c_o_j1__j0,3.0,0.01,
1431,9,c_18o_j1__j0,3.0,0.01,
1431,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1432,0,co_v0_j1__v0_j0,3.0,0.01,
1432,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1432,2,cs_j2__j1,3.0,0.01,
1432,3,so_n2_j3__n1_j2,3.0,0.01,
1432,4,hcop_j1__j0,3.0,0.01,
1432,5,hcn_j1_f2__j0_f1,3.0,0.01,
1432,6,hnc_j1__j0,3.0,0.01,
1432,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1432,8,13c_o_j1__j0,3.0,0.01,
1432,9,c_18o_j1__j0,3.0,0.01,
1432,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1433,0,co_v0_j1__v0_j0,3.0,0.01,
1433,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1433,2,cs_j2__j1,3.0,0.01,
1433,3,so_n2_j3__n1_j2,3.0,0.01,
1433,4,hcop_j1__j0,3.0,0.01,
1433,5,hcn_j1_f2__j0_f1,3.0,0.01,
1433,6,hnc_j1__j0,3.0,0.01,
1433,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1433,8,13c_o_j1__j0,3.0,0.01,
1433,9,c_18o_j1__j0,3.0,0.01,
1433,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1434,0,co_v0_j1__v0_j0,3.0,0.01,
1434,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1434,2,cs_j2__j1,3.0,0.01,
1434,3,so_n2_j3__n1_j2,3.0,0.01,
1434,4,hcop_j1__j0,3.0,0.01,
1434,5,hcn_j1_f2__j0_f1,3.0,0.01,
1434,6,hnc_j1__j0,3.0,0.01,
1434,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1434,8,13c_o_j1__j0,3.0,0.01,
1434,9,c_18o_j1__j0,3.0,0.01,
1434,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1435,0,co_v0_j1__v0_j0,3.0,0.01,
1435,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1435,2,cs_j2__j1,3.0,0.01,
1435,3,so_n2_j3__n1_j2,3.0,0.01,
1435,4,hcop_j1__j0,3.0,0.01,
1435,5,hcn_j1_f2__j0_f1,3.0,0.01,
1435,6,hnc_j1__j0,3.0,0.01,
1435,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1435,8,13c_o_j1__j0,3.0,0.01,
1435,9,c_18o_j1__j0,3.0,0.01,
1435,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1436,0,co_v0_j1__v0_j0,3.0,0.01,
1436,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1436,2,cs_j2__j1,3.0,0.01,
1436,3,so_n2_j3__n1_j2,3.0,0.01,
1436,4,hcop_j1__j0,3.0,0.01,
1436,5,hcn_j1_f2__j0_f1,3.0,0.01,
1436,6,hnc_j1__j0,3.0,0.01,
1436,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1436,8,13c_o_j1__j0,3.0,0.01,
1436,9,c_18o_j1__j0,3.0,0.01,
1436,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1437,0,co_v0_j1__v0_j0,3.0,0.01,
1437,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1437,2,cs_j2__j1,3.0,0.01,
1437,3,so_n2_j3__n1_j2,3.0,0.01,
1437,4,hcop_j1__j0,3.0,0.01,
1437,5,hcn_j1_f2__j0_f1,3.0,0.01,
1437,6,hnc_j1__j0,3.0,0.01,
1437,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1437,8,13c_o_j1__j0,3.0,0.01,
1437,9,c_18o_j1__j0,3.0,0.01,
1437,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1438,0,co_v0_j1__v0_j0,3.0,0.01,
1438,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1438,2,cs_j2__j1,3.0,0.01,
1438,3,so_n2_j3__n1_j2,3.0,0.01,
1438,4,hcop_j1__j0,3.0,0.01,
1438,5,hcn_j1_f2__j0_f1,3.0,0.01,
1438,6,hnc_j1__j0,3.0,0.01,
1438,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1438,8,13c_o_j1__j0,3.0,0.01,
1438,9,c_18o_j1__j0,3.0,0.01,
1438,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1439,0,co_v0_j1__v0_j0,3.0,0.01,
1439,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1439,2,cs_j2__j1,3.0,0.01,
1439,3,so_n2_j3__n1_j2,3.0,0.01,
1439,4,hcop_j1__j0,3.0,0.01,
1439,5,hcn_j1_f2__j0_f1,3.0,0.01,
1439,6,hnc_j1__j0,3.0,0.01,
1439,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1439,8,13c_o_j1__j0,3.0,0.01,
1439,9,c_18o_j1__j0,3.0,0.01,
1439,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1440,0,co_v0_j1__v0_j0,3.0,0.01,
1440,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1440,2,cs_j2__j1,3.0,0.01,
1440,3,so_n2_j3__n1_j2,3.0,0.01,
1440,4,hcop_j1__j0,3.0,0.01,
1440,5,hcn_j1_f2__j0_f1,3.0,0.01,
1440,6,hnc_j1__j0,3.0,0.01,
1440,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1440,8,13c_o_j1__j0,3.0,0.01,
1440,9,c_18o_j1__j0,3.0,0.01,
1440,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1441,0,co_v0_j1__v0_j0,3.0,0.01,
1441,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1441,2,cs_j2__j1,3.0,0.01,
1441,3,so_n2_j3__n1_j2,3.0,0.01,
1441,4,hcop_j1__j0,3.0,0.01,
1441,5,hcn_j1_f2__j0_f1,3.0,0.01,
1441,6,hnc_j1__j0,3.0,0.01,
1441,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1441,8,13c_o_j1__j0,3.0,0.01,
1441,9,c_18o_j1__j0,3.0,0.01,
1441,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1442,0,co_v0_j1__v0_j0,3.0,0.01,
1442,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1442,2,cs_j2__j1,3.0,0.01,
1442,3,so_n2_j3__n1_j2,3.0,0.01,
1442,4,hcop_j1__j0,3.0,0.01,
1442,5,hcn_j1_f2__j0_f1,3.0,0.01,
1442,6,hnc_j1__j0,3.0,0.01,
1442,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1442,8,13c_o_j1__j0,3.0,0.01,
1442,9,c_18o_j1__j0,3.0,0.01,
1442,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1443,0,co_v0_j1__v0_j0,3.0,0.01,
1443,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1443,2,cs_j2__j1,3.0,0.01,
1443,3,so_n2_j3__n1_j2,3.0,0.01,
1443,4,hcop_j1__j0,3.0,0.01,
1443,5,hcn_j1_f2__j0_f1,3.0,0.01,
1443,6,hnc_j1__j0,3.0,0.01,
1443,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1443,8,13c_o_j1__j0,3.0,0.01,
1443,9,c_18o_j1__j0,3.0,0.01,
1443,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1444,0,co_v0_j1__v0_j0,3.0,0.01,
1444,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1444,2,cs_j2__j1,3.0,0.01,
1444,3,so_n2_j3__n1_j2,3.0,0.01,
1444,4,hcop_j1__j0,3.0,0.01,
1444,5,hcn_j1_f2__j0_f1,3.0,0.01,
1444,6,hnc_j1__j0,3.0,0.01,
1444,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1444,8,13c_o_j1__j0,3.0,0.01,
1444,9,c_18o_j1__j0,3.0,0.01,
1444,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1445,0,co_v0_j1__v0_j0,3.0,0.01,
1445,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1445,2,cs_j2__j1,3.0,0.01,
1445,3,so_n2_j3__n1_j2,3.0,0.01,
1445,4,hcop_j1__j0,3.0,0.01,
1445,5,hcn_j1_f2__j0_f1,3.0,0.01,
1445,6,hnc_j1__j0,3.0,0.01,
1445,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1445,8,13c_o_j1__j0,3.0,0.01,
1445,9,c_18o_j1__j0,3.0,0.01,
1445,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1446,0,co_v0_j1__v0_j0,3.0,0.01,
1446,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1446,2,cs_j2__j1,3.0,0.01,
1446,3,so_n2_j3__n1_j2,3.0,0.01,
1446,4,hcop_j1__j0,3.0,0.01,
1446,5,hcn_j1_f2__j0_f1,3.0,0.01,
1446,6,hnc_j1__j0,3.0,0.01,
1446,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1446,8,13c_o_j1__j0,3.0,0.01,
1446,9,c_18o_j1__j0,3.0,0.01,
1446,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1447,0,co_v0_j1__v0_j0,3.0,0.01,
1447,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1447,2,cs_j2__j1,3.0,0.01,
1447,3,so_n2_j3__n1_j2,3.0,0.01,
1447,4,hcop_j1__j0,3.0,0.01,
1447,5,hcn_j1_f2__j0_f1,3.0,0.01,
1447,6,hnc_j1__j0,3.0,0.01,
1447,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1447,8,13c_o_j1__j0,3.0,0.01,
1447,9,c_18o_j1__j0,3.0,0.01,
1447,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1448,0,co_v0_j1__v0_j0,3.0,0.01,
1448,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1448,2,cs_j2__j1,3.0,0.01,
1448,3,so_n2_j3__n1_j2,3.0,0.01,
1448,4,hcop_j1__j0,3.0,0.01,
1448,5,hcn_j1_f2__j0_f1,3.0,0.01,
1448,6,hnc_j1__j0,3.0,0.01,
1448,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1448,8,13c_o_j1__j0,3.0,0.01,
1448,9,c_18o_j1__j0,3.0,0.01,
1448,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1449,0,co_v0_j1__v0_j0,3.0,0.01,
1449,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1449,2,cs_j2__j1,3.0,0.01,
1449,3,so_n2_j3__n1_j2,3.0,0.01,
1449,4,hcop_j1__j0,3.0,0.01,
1449,5,hcn_j1_f2__j0_f1,3.0,0.01,
1449,6,hnc_j1__j0,3.0,0.01,
1449,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1449,8,13c_o_j1__j0,3.0,0.01,
1449,9,c_18o_j1__j0,3.0,0.01,
1449,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1450,0,co_v0_j1__v0_j0,3.0,0.01,
1450,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1450,2,cs_j2__j1,3.0,0.01,
1450,3,so_n2_j3__n1_j2,3.0,0.01,
1450,4,hcop_j1__j0,3.0,0.01,
1450,5,hcn_j1_f2__j0_f1,3.0,0.01,
1450,6,hnc_j1__j0,3.0,0.01,
1450,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1450,8,13c_o_j1__j0,3.0,0.01,
1450,9,c_18o_j1__j0,3.0,0.01,
1450,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1451,0,co_v0_j1__v0_j0,3.0,0.01,
1451,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1451,2,cs_j2__j1,3.0,0.01,
1451,3,so_n2_j3__n1_j2,3.0,0.01,
1451,4,hcop_j1__j0,3.0,0.01,
1451,5,hcn_j1_f2__j0_f1,3.0,0.01,
1451,6,hnc_j1__j0,3.0,0.01,
1451,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1451,8,13c_o_j1__j0,3.0,0.01,
1451,9,c_18o_j1__j0,3.0,0.01,
1451,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1452,0,co_v0_j1__v0_j0,3.0,0.01,
1452,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1452,2,cs_j2__j1,3.0,0.01,
1452,3,so_n2_j3__n1_j2,3.0,0.01,
1452,4,hcop_j1__j0,3.0,0.01,
1452,5,hcn_j1_f2__j0_f1,3.0,0.01,
1452,6,hnc_j1__j0,3.0,0.01,
1452,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1452,8,13c_o_j1__j0,3.0,0.01,
1452,9,c_18o_j1__j0,3.0,0.01,
1452,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1453,0,co_v0_j1__v0_j0,3.0,0.01,
1453,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1453,2,cs_j2__j1,3.0,0.01,
1453,3,so_n2_j3__n1_j2,3.0,0.01,
1453,4,hcop_j1__j0,3.0,0.01,
1453,5,hcn_j1_f2__j0_f1,3.0,0.01,
1453,6,hnc_j1__j0,3.0,0.01,
1453,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1453,8,13c_o_j1__j0,3.0,0.01,
1453,9,c_18o_j1__j0,3.0,0.01,
1453,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1454,0,co_v0_j1__v0_j0,3.0,0.01,
1454,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1454,2,cs_j2__j1,3.0,0.01,
1454,3,so_n2_j3__n1_j2,3.0,0.01,
1454,4,hcop_j1__j0,3.0,0.01,
1454,5,hcn_j1_f2__j0_f1,3.0,0.01,
1454,6,hnc_j1__j0,3.0,0.01,
1454,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1454,8,13c_o_j1__j0,3.0,0.01,
1454,9,c_18o_j1__j0,3.0,0.01,
1454,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1455,0,co_v0_j1__v0_j0,3.0,0.01,
1455,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1455,2,cs_j2__j1,3.0,0.01,
1455,3,so_n2_j3__n1_j2,3.0,0.01,
1455,4,hcop_j1__j0,3.0,0.01,
1455,5,hcn_j1_f2__j0_f1,3.0,0.01,
1455,6,hnc_j1__j0,3.0,0.01,
1455,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1455,8,13c_o_j1__j0,3.0,0.01,
1455,9,c_18o_j1__j0,3.0,0.01,
1455,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1456,0,co_v0_j1__v0_j0,3.0,0.01,
1456,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1456,2,cs_j2__j1,3.0,0.01,
